小说名,r,v,nh,n,u,nt,p,e,nd,m,d,i,wp,a,句子数,停顿数,句子破碎Success,,小说名,NP NN,ADVP AD,IP VP,IP NP VP,VP ADVP VP,NP PN,ROOT IP,VP VV,VP VV NP,CLP M,QP CD CLP,CP IP DEC,VP VP,NP DNP NP,DNP NP DEG,NP NR,VP VV IP,NP NN NN,VP VA,ADJP JJ,NP QP NP,NP CP NP,PP P NP,VP ADVP ADVP VP,QP CD,DP DT,NP DP NP,VP VV AS NP,VP VV VP,LCP NP LC,VP VP PU VP,CP IP SP,NP NP NP,VP VP VP,VP VC NP,IP IP PU IP PU,IP NP VP PU,VRD VV VV,IP ADVP NP VP,NP NT,VP VE NP,VP IP,VP PP VP,DNP ADJP DEG,NP ADJP NP,PP P LCP,ADVP CS,PP P IP,DP DT QP,VP VV AS,DP DT CLP,ROOT CP,IP VP PU,IP IP PU IP PU IP PU,IP IP VP,VP DVP VP,VP VRD,VP NP,VP VV AS IP,VP VC VP,DVP VP DEV,VP VV NP IP,NP CP,IP IP PU,LCP IP LC,VP BA IP,IP IP PU IP,IP IP,CP ADVP IP,DVP ADVP DEV,VP VP PU IP,IP ADVP VP,IP NP PU VP,VP ADVP ADVP ADVP VP,CP IP DEG,DNP QP DEG,NP NP QP NP,NP ADVP NP,VP ADVP PP VP,NP QP CP NP,VP VV QP,IP IP PU NP VP,NP NR NN,VP VE IP,DNP LCP DEG,VP NP VP,VP VC IP,VSB VV VV,VP VV PP,NP VV,NP NN NN NN,IP NP PU NP VP,IP NP NP VP,NP QP DNP NP,NP NP,IP LCP VP,QP CLP,VPT VV AD VV,FLR SP,IP PU VP PU PU,VP VV VV NP,IP IP PU IP PU IP PU IP PU,ROOT NP,VP VV PU IP,VP LB IP,VP PP ADVP VP,IP IP PU VP,NP NP DNP NP,VP VV ADVP VP,NP QP ADJP NP,IP PP PU NP VP,VP MSP VP,NP NP DP NP,LCP QP LC,VP SB VP,CP IP SP PU,NP PN NN,NP DNP ADJP NP,VP VV AS QP,VP VV CP,IP QP VP,QP ADVP QP,VP VSB,IP ADVP PU NP VP,QP OD CLP,VP VRD NP,IP CP VP,VP VP PU VP PU VP,CP PU IP SP PU PU,IP IP PU PU,VP NP ADVP VP,NP NR NR,IP PU NP VP PU PU,IP NP VP PU PU,VP VV LCP,FLR IJ,ADJP ADVP ADJP,DNP DP DEG,NP NP CC NP,QP NP QP,NP DNP QP NP,NP NP ADJP NP,NP NN CC NN,VP ADVP DVP VP,DNP NP DEC,NP CP QP NP,NP DP ADJP NP,VP VCD,IP IP PU CP PU,VP VV ADVP,NP CP ADJP NP,ADVP ADVP ADVP,NP DP CP NP,VP LCP VP,NP NP CP NP,IP LCP PU NP VP,NP VA,VP VV VV,VP VPT,VP P NP,CP IP SP PU PU,IP IP PU IP PU PU,IP PU IP PU PU,PP ADVP PP,NP PU NP PU PU,VP QP VP,IP IP PU IP PU IP,DNP PP DEG,ADJP VA,DNP ADJP DEC,VP VNV VP,IP ADVP NP VP PU,IP IP PU IP PU IP PU IP PU IP PU,NP DP DNP NP,IP NP PU VP PU,NP DNP,VP PP,QP OD,VP VE AS NP,IP PU IP PU IP PU PU,IP DP VP,NP NP PU NP,VCD VV VV,VP VV AS ADVP,IP VP PU PU,IP PU VP,VRD VV VA,VP VRD AS NP,IP PU VP PU,VP PP PU VP,IP PU NP VP,IP NP ADVP NP VP,ADVP VV,VNV VV AD VV,VP QP,IP CP PU NP VP,CP IP,IP LCP NP VP,VP VV NP NP,IP IP PU CP,class,
0度终极幻想,1.89248120300751,4.18646616541353,0.0969924812030075,3.42255639097744,2.4375939849624,0.146616541353383,4.16466165413533,0.0293233082706766,0.282706766917293,0.687218045112782,1.98496240601503,0.123308270676691,3.6796992481203,0.872180451127819,1330.0,3725.0,2.800751879699248,0.0,0度终极幻想,0.108101,0.000186,0.042912,6.2e-05,3.1e-05,0.052841,0.036396,0.03261,0.02718,0.020975,0.006888,0.000279,0.01449,0.00059,0.000776,0.005988,0.010829,0.008564,0.014893,0.010984,0.009619,0.002886,0.008533,3.1e-05,0.006888,0.007105,0.005585,0.002886,0.008315,0.005802,3.1e-05,0.000279,0.000776,0.005461,0.000124,6.2e-05,3.1e-05,0.004034,6.2e-05,0.003506,0.000186,0.004003,3.1e-05,0.004127,0.002389,0.001986,0.0018,0.002141,0.0009,0.002886,0.001551,0.00363,3.1e-05,6.2e-05,0.001955,3.1e-05,0.002513,0.002699,0.002358,0.000124,3.1e-05,0.001644,0.002886,0.0018,0.000279,0.001862,6.2e-05,0.002048,0.001055,6.2e-05,3.1e-05,3.1e-05,6.2e-05,3.1e-05,0.000279,0.000993,0.000776,0.001334,3.1e-05,0.001117,0.001831,0.000279,0.000279,0.000186,0.000931,0.00121,0.000124,0.000807,0.00059,0.001055,0.000714,6.2e-05,6.2e-05,0.000776,0.000776,0.000776,0.001738,0.00121,0.001738,3.1e-05,0.000434,3.1e-05,0.001365,6.2e-05,0.000683,3.1e-05,0.000527,0.00059,3.1e-05,6.2e-05,0.000155,0.000279,0.000621,0.000248,0.000403,0.000279,0.001148,0.00059,0.000527,0.000931,0.000776,6.2e-05,0.000403,3.1e-05,0.000372,0.00059,3.1e-05,3.1e-05,6.2e-05,0.000869,3.1e-05,0.000124,3.1e-05,3.1e-05,0.000559,0.00121,9.3e-05,0.000248,0.000372,0.000745,3.1e-05,0.000248,0.000372,3.1e-05,0.000621,0.000279,0.000403,0.000124,6.2e-05,0.000559,0.000403,6.2e-05,0.000248,0.000248,0.000559,3.1e-05,0.000527,0.000434,0.000434,3.1e-05,0.000279,6.2e-05,6.2e-05,3.1e-05,6.2e-05,0.000372,6.2e-05,0.000217,0.000652,0.000652,3.1e-05,3.1e-05,3.1e-05,3.1e-05,3.1e-05,0.00059,3.1e-05,0.000372,0.000186,6.2e-05,0.000186,6.2e-05,0.000403,0.000372,3.1e-05,0.000527,0.000248,9.3e-05,3.1e-05,3.1e-05,0.000745,6.2e-05,0.000341,0.000155,0.000403,3.1e-05,0.000279,0.000155,0.000279,0.000559,succ,
BOSS的邪恶之路,2.26822916666666,6.76822916666666,0.700520833333333,8.40364583333333,3.21875,0.299479166666666,6.72395833333333,0.0208333333333333,0.729166666666666,1.46875,3.11979166666666,0.166666666666666,5.44010416666666,1.29166666666666,384.0,1511.0,3.9348958333333335,0.0,BOSS的邪恶之路,0.112055,0.000263,0.039568,6.6e-05,0.000263,0.030088,0.026335,0.025281,0.025281,0.021397,0.012443,0.000198,0.01771,0.000461,0.002304,0.018171,0.010402,0.022253,0.008888,0.018566,0.00869,0.001053,0.014089,0.000263,0.012443,0.011785,0.010336,0.002436,0.009283,6.6e-05,6.6e-05,0.000198,0.002304,0.005399,0.00395,0.001448,6.6e-05,0.003358,0.001646,0.004279,0.000132,0.003424,0.000395,0.000132,0.000132,0.004477,0.00237,0.003555,0.002107,0.002436,0.00237,0.000856,0.000132,6.6e-05,0.00158,0.001317,0.001251,0.00237,0.00158,0.001119,0.001448,6.6e-05,0.001053,0.001448,0.000198,0.002041,0.001448,0.001843,0.001383,0.000263,6.6e-05,0.001251,6.6e-05,0.000263,0.000198,0.001383,0.001185,0.000132,0.000263,0.000922,0.002238,0.000263,0.001251,0.000132,6.6e-05,0.001646,0.000658,0.000724,0.001383,0.001251,0.002436,6.6e-05,6.6e-05,0.000922,0.002304,0.000658,0.001119,0.000263,0.000198,0.000132,0.000461,6.6e-05,0.000593,0.000724,0.001185,0.000395,0.000527,0.000461,0.000329,6.6e-05,6.6e-05,0.001975,0.000856,0.002041,0.001448,0.000198,0.000527,0.000132,0.000593,0.000198,0.000593,6.6e-05,0.000461,0.000132,0.000724,0.000527,6.6e-05,6.6e-05,6.6e-05,6.6e-05,0.000132,0.002568,0.000132,6.6e-05,0.000461,0.0,6.6e-05,0.000988,0.001317,0.000724,0.000461,0.000132,0.001185,0.000263,6.6e-05,0.000593,0.000198,0.000593,0.000132,0.000329,0.000988,0.000263,0.000724,6.6e-05,0.000724,0.000395,0.000198,0.000461,0.000132,0.000263,0.000198,6.6e-05,6.6e-05,0.000395,6.6e-05,0.000329,0.000395,0.000593,0.000593,0.000132,0.000593,0.000132,6.6e-05,0.000395,6.6e-05,0.000461,0.000395,0.000724,0.000132,6.6e-05,0.000263,6.6e-05,0.000461,0.000263,0.000132,0.00079,0.000263,6.6e-05,0.000132,0.000329,0.000263,6.6e-05,0.000198,0.000263,0.000461,6.6e-05,0.000198,0.000527,0.000329,0.000132,succ,
DNF之神魔降临,1.265625,4.846875,0.7296875,4.759375,2.63125,0.2015625,4.3671875,0.01875,0.4453125,0.9765625,2.3828125,0.2078125,3.7265625,0.825,1280.0,3994.0,3.1203125,1.0,DNF之神魔降临,0.109058,0.000111,0.049713,0.000167,5.6e-05,0.023548,0.03279,0.034905,0.024717,0.022936,0.012247,0.00039,0.011913,0.000501,0.000946,0.03034,0.012414,0.009241,0.012971,0.009965,0.01453,0.001837,0.011134,5.6e-05,0.012247,0.009019,0.007682,0.002282,0.006068,0.006847,5.6e-05,0.00039,0.000946,0.003507,5.6e-05,5.6e-05,5.6e-05,0.004843,0.00128,0.004843,0.000278,0.003285,0.00039,0.000167,0.000167,0.002227,0.002338,0.002394,0.00128,0.002282,0.002951,0.002394,5.6e-05,5.6e-05,0.001169,0.001726,0.002115,0.001614,0.00206,5.6e-05,0.001392,0.001837,0.001837,0.001447,0.00039,0.001169,5.6e-05,0.001614,0.001559,5.6e-05,5.6e-05,0.001392,5.6e-05,5.6e-05,0.00039,0.001002,5.6e-05,0.000167,5.6e-05,0.00206,0.000612,0.000167,0.001447,0.000278,0.00128,0.00128,5.6e-05,0.001447,0.001837,0.001336,0.000612,5.6e-05,0.000167,0.000946,0.000946,5.6e-05,0.000501,0.000835,0.001225,5.6e-05,0.000167,5.6e-05,0.001169,0.000835,0.001169,0.00039,0.000167,0.000501,0.000557,5.6e-05,0.000557,0.000334,0.000557,0.00039,0.001169,0.00039,0.000557,0.000167,0.001225,0.000501,0.000557,5.6e-05,0.000501,5.6e-05,0.000334,0.000612,0.000111,5.6e-05,5.6e-05,0.001002,0.000167,0.000891,5.6e-05,5.6e-05,0.000557,0.000445,0.000111,0.00039,0.00039,0.00039,0.000501,0.000167,0.000334,5.6e-05,0.000557,0.000724,0.000445,5.6e-05,0.000111,0.000557,0.00039,5.6e-05,5.6e-05,0.000445,0.000501,5.6e-05,0.000334,0.000167,0.00039,0.000501,0.00039,5.6e-05,5.6e-05,5.6e-05,5.6e-05,0.000111,5.6e-05,0.00039,0.000167,0.000167,0.000167,5.6e-05,5.6e-05,0.000445,5.6e-05,0.000501,0.00039,0.000334,0.000278,5.6e-05,0.000223,5.6e-05,0.000278,0.000724,5.6e-05,0.000167,0.000111,0.000167,5.6e-05,0.000278,0.000167,0.000167,0.000167,0.000223,0.000111,5.6e-05,0.00039,5.6e-05,0.000223,0.000111,unsucc,
DNF之勇士之路,1.70361726954492,3.8098016336056,0.4585764294049,3.7806301050175,1.83663943990665,0.0980163360560093,3.58926487747958,0.014002333722287,0.353558926487747,0.807467911318553,2.08984830805134,0.1073512252042,3.02333722287047,0.795799299883313,1714.0,4232.0,2.469078179696616,1.0,DNF之勇士之路,0.101395,0.000199,0.036131,0.000248,0.000199,0.040995,0.038265,0.027942,0.026354,0.025758,0.007147,0.000199,0.01345,0.000298,0.000893,0.017073,0.012755,0.013152,0.012408,0.014542,0.009579,0.001191,0.008636,0.000199,0.007147,0.011862,0.012358,0.003226,0.009976,5e-05,5e-05,0.000199,0.000893,0.004268,0.004367,9.9e-05,5e-05,0.003375,5e-05,0.00397,0.000199,0.003524,5e-05,0.000149,0.000149,0.004119,0.00407,0.002084,0.006452,0.003226,0.001787,0.003127,5e-05,9.9e-05,0.00139,0.000893,0.002035,0.002035,0.001588,0.001191,0.000993,0.001985,0.001191,0.00139,0.000199,0.002333,9.9e-05,0.00139,0.002531,0.000199,5e-05,0.001489,0.000149,0.000199,0.000199,0.001539,0.000893,0.000149,5e-05,9.9e-05,0.000447,5e-05,0.004169,0.000199,5e-05,0.00129,0.000993,0.001439,0.000844,0.000596,0.000893,5e-05,0.000248,0.000893,0.000893,0.000596,0.000496,0.000645,0.000298,5e-05,0.000298,5e-05,0.000695,0.001489,0.000794,5e-05,0.000149,0.000298,0.000596,9.9e-05,5e-05,0.000695,0.000893,0.000695,0.000248,0.000199,0.000645,0.000149,0.000943,0.000893,0.000596,9.9e-05,0.000744,5e-05,9.9e-05,0.000546,5e-05,5e-05,9.9e-05,5e-05,0.000149,0.000199,5e-05,5e-05,0.000695,0.000596,0.000199,0.000546,0.000645,0.000199,0.000298,0.000149,0.000496,0.000149,0.000397,0.000347,0.000347,0.000347,5e-05,0.000596,0.000496,0.000199,9.9e-05,0.000347,0.000199,0.000496,0.000447,0.000298,0.000397,5e-05,0.000199,5e-05,5e-05,5e-05,5e-05,0.000199,9.9e-05,0.000546,0.000298,0.000149,5e-05,5e-05,5e-05,0.000645,5e-05,0.000298,5e-05,9.9e-05,0.000199,5e-05,0.000645,5e-05,9.9e-05,0.000347,5e-05,0.000149,0.000794,9.9e-05,5e-05,5e-05,5e-05,0.000149,0.000546,0.000447,0.000199,5e-05,0.000199,0.0,0.000248,0.000347,unsucc,
LOL之带着盒子去穿越,1.38393731635651,3.97453476983349,0.433888344760039,3.88246816846229,1.83447600391772,0.133202742409402,4.43976493633692,0.00881488736532811,0.2615083251714,0.825661116552399,2.04505386875612,0.237022526934378,3.88050930460333,0.843290891283055,2042.0,6114.0,2.9941234084231145,1.0,LOL之带着盒子去穿越,0.11415,0.000286,0.041048,0.000164,0.000286,0.033035,0.037328,0.033035,0.027556,0.025389,0.010875,0.000245,0.014841,0.000245,0.001308,0.018889,0.011121,0.010507,0.011652,0.012061,0.009117,0.001186,0.01157,0.000286,0.010875,0.007605,0.008177,0.002453,0.006746,4.1e-05,8.2e-05,0.000245,0.001308,0.004988,0.000123,4.1e-05,8.2e-05,0.003884,0.000899,0.004048,0.000164,0.003475,8.2e-05,4.1e-05,4.1e-05,0.002085,0.002085,0.002167,0.002003,0.002453,0.003639,0.001186,8.2e-05,4.1e-05,0.001881,0.001513,0.002085,0.00278,0.001349,0.000123,0.001799,0.002003,0.001186,0.001962,0.000245,0.001595,4.1e-05,0.001962,0.001063,0.000286,8.2e-05,0.00045,8.2e-05,0.000204,0.000245,0.001758,0.001308,4.1e-05,4.1e-05,4.1e-05,0.001799,0.000123,0.001145,0.000164,4.1e-05,0.000899,0.000123,0.001554,0.000899,0.000654,0.000777,8.2e-05,0.000164,0.001063,0.001308,0.000368,0.000818,0.001227,0.000409,8.2e-05,0.000532,4.1e-05,0.001104,4.1e-05,0.000532,4.1e-05,0.000572,0.000245,0.000327,0.000695,4.1e-05,0.000572,0.000899,0.000654,0.000695,0.000245,0.000859,4.1e-05,0.000777,0.000368,0.000736,0.000654,0.000286,4.1e-05,0.001308,0.000327,0.000164,4.1e-05,8.2e-05,0.000327,4.1e-05,0.000368,8.2e-05,8.2e-05,0.000532,0.000695,0.000164,0.000368,0.000368,0.000532,0.000245,4.1e-05,0.000368,0.000164,0.000532,0.00045,0.000572,0.000123,0.000327,0.000777,0.000409,0.000204,0.000409,8.2e-05,0.000409,0.000532,0.000327,0.000532,0.000245,8.2e-05,0.000204,4.1e-05,4.1e-05,4.1e-05,4.1e-05,0.000654,4.1e-05,0.000245,0.000368,4.1e-05,0.000245,8.2e-05,4.1e-05,0.000123,8.2e-05,0.000245,8.2e-05,0.001308,0.000123,4.1e-05,0.000409,8.2e-05,0.000368,0.000204,8.2e-05,0.000572,0.000204,8.2e-05,8.2e-05,8.2e-05,0.000409,4.1e-05,0.000572,0.000204,0.000654,8.2e-05,0.000245,0.000245,0.000123,0.00045,unsucc,
SC之彼岸花,1.37677053824362,5.5056657223796,0.637393767705382,5.28611898016997,2.3470254957507,0.182719546742209,4.52407932011331,0.0084985835694051,0.449008498583569,0.93342776203966,3.05240793201133,0.314447592067988,3.78895184135977,1.07365439093484,706.0,2314.0,3.2776203966005664,0.0,SC之彼岸花,0.10606,0.000138,0.045875,4.6e-05,0.000138,0.023559,0.029264,0.02977,0.027884,0.024525,0.009157,0.000368,0.02204,0.000368,0.002071,0.024985,0.016013,0.012285,0.011503,0.011733,0.012009,0.001012,0.010445,0.000138,0.009157,0.007684,0.007454,0.001979,0.005844,4.6e-05,0.007822,0.000368,0.002071,0.005614,9.2e-05,4.6e-05,4.6e-05,0.005107,0.001104,0.004141,0.000322,0.003957,0.000322,0.000184,0.000184,0.003451,0.003589,0.002485,0.002071,0.001979,0.002715,0.001841,0.001887,4.6e-05,0.001795,0.002347,0.002715,0.001748,0.001979,9.2e-05,0.002945,0.001058,0.001012,0.000138,0.000368,0.002347,0.000138,0.001795,0.001933,0.000138,9.2e-05,0.001472,4.6e-05,4.6e-05,0.000368,0.000736,0.001288,0.000184,9.2e-05,0.001702,0.001518,0.000138,0.001242,0.000322,4.6e-05,0.001104,9.2e-05,0.002117,0.001104,0.001334,0.001288,4.6e-05,4.6e-05,0.000736,0.002071,0.00069,0.002623,0.001012,0.000368,9.2e-05,0.000414,4.6e-05,0.00092,9.2e-05,0.000782,0.000322,0.000138,0.000368,0.000414,0.000138,4.6e-05,4.6e-05,0.00138,9.2e-05,0.00046,0.000368,0.000644,0.000184,0.000828,0.000276,0.001058,0.000138,0.00092,0.000322,0.000184,0.000966,0.000368,0.000736,4.6e-05,0.000138,0.000184,0.000276,0.000138,4.6e-05,0.00069,0.000184,9.2e-05,0.00023,0.000368,0.000138,0.000368,0.000184,0.00092,0.000138,0.000322,0.00023,0.00023,9.2e-05,0.000138,0.000414,0.00023,4.6e-05,4.6e-05,0.000322,0.000506,0.000414,0.00046,0.000414,0.000552,0.000276,0.000368,4.6e-05,4.6e-05,0.000322,9.2e-05,0.00023,4.6e-05,0.00023,0.000184,0.000184,9.2e-05,0.000414,4.6e-05,0.000322,4.6e-05,0.000368,0.000322,0.000184,0.000184,4.6e-05,0.00023,9.2e-05,0.000644,0.000276,0.00023,0.000138,0.000322,0.000184,9.2e-05,0.000322,0.000138,4.6e-05,0.000322,0.000184,0.00023,4.6e-05,0.000368,0.000184,0.000138,0.000138,succ,
阿尔莎游记,1.26981450252951,4.77740303541315,0.738617200674536,4.73187183811129,1.95615514333895,0.136593591905564,4.02023608768971,0.0151770657672849,0.313659359190556,0.860033726812816,1.90725126475548,0.156829679595278,3.42833052276559,1.0016863406408,1186.0,3198.0,2.6964586846543,1.0,阿尔莎游记,0.110378,0.000251,0.044541,0.044352,6.3e-05,0.025569,0.034866,0.03072,0.03072,0.024124,0.01024,0.000503,0.013821,0.000188,0.001068,0.028144,0.013067,0.017904,0.012502,0.013067,0.011622,0.001759,0.010491,6.3e-05,0.01024,0.008167,0.008041,0.002262,0.011936,0.00446,0.004146,0.000503,0.001068,0.005905,0.000126,6.3e-05,0.004712,0.003832,6.3e-05,0.003518,6.3e-05,0.003895,0.000314,0.003769,0.003706,0.003078,0.003141,0.002953,0.001194,0.002262,0.004021,0.001633,0.004209,6.3e-05,0.002073,0.000691,0.001508,0.002387,0.001319,0.000126,0.000565,0.001696,0.001759,0.002387,0.000503,0.001319,6.3e-05,0.002387,0.002324,6.3e-05,0.000251,0.000126,0.000126,6.3e-05,0.000503,0.001005,0.001068,6.3e-05,6.3e-05,6.3e-05,0.001696,0.000126,0.000251,6.3e-05,0.000565,0.002387,0.000126,0.001005,0.001319,0.001633,0.001319,0.000126,0.00088,0.001068,0.001068,0.000377,0.001319,0.000628,0.000817,0.000377,0.000503,6.3e-05,0.000628,0.000691,0.000314,0.000126,0.000565,0.000188,0.000126,0.000942,6.3e-05,0.00044,0.000691,0.000628,0.000377,0.000377,0.00044,0.000188,0.00044,0.000942,0.001319,0.000565,0.000817,6.3e-05,6.3e-05,0.000817,0.000126,0.000377,0.000126,0.000251,6.3e-05,0.00044,6.3e-05,0.000942,0.00044,0.000377,0.000251,0.000251,6.3e-05,0.000251,0.000188,0.000251,0.000942,6.3e-05,0.000628,0.000377,0.000503,0.000126,0.000314,0.000314,0.000817,6.3e-05,0.00088,0.000817,0.000377,6.3e-05,0.000314,0.000503,0.000251,0.000628,0.000188,6.3e-05,6.3e-05,6.3e-05,0.000126,0.000503,6.3e-05,0.000503,0.000628,0.000565,0.000126,6.3e-05,6.3e-05,0.000251,0.000126,0.000188,0.000314,6.3e-05,6.3e-05,6.3e-05,0.000188,0.000251,0.001005,0.000188,0.000314,0.000565,0.000188,6.3e-05,0.000377,0.000314,0.000251,6.3e-05,0.000188,0.000188,0.000565,6.3e-05,0.000503,0.000126,0.00044,0.000314,unsucc,
埃提亚,1.60393603936039,5.40467404674046,0.845018450184501,5.45387453874538,3.02952029520295,0.15990159901599,5.06888068880688,0.014760147601476,0.579335793357933,0.899138991389913,2.55842558425584,0.204182041820418,4.23616236162361,0.93480934809348,813.0,2694.0,3.3136531365313653,0.0,埃提亚,0.113198,0.000401,0.038536,4e-05,0.000401,0.034441,0.030668,0.030026,0.02264,0.02264,0.006543,0.000201,0.013046,0.000442,0.000843,0.025008,0.009955,0.012002,0.013447,0.009835,0.010236,0.002047,0.012203,8e-05,0.006543,0.009313,0.00863,0.004255,0.00843,4e-05,0.004616,0.000201,0.000843,0.004897,0.00012,8e-05,4e-05,0.006543,0.001285,0.004897,0.000161,0.003492,0.000321,8e-05,8e-05,0.003854,0.00273,0.00273,0.001485,0.004255,0.002529,0.001244,0.001686,8e-05,0.001967,0.002529,0.00277,0.002007,0.00293,0.00012,0.002609,4e-05,0.002047,0.001846,0.000201,0.003292,8e-05,0.002609,0.001365,4e-05,0.00012,0.001566,4e-05,8e-05,0.000201,0.001124,0.000843,8e-05,4e-05,0.000723,0.000923,0.000241,0.001124,0.000161,4e-05,0.001285,0.00012,0.000923,0.001084,0.001084,0.001004,4e-05,4e-05,0.000682,0.000843,0.000763,0.001124,0.000361,0.001164,0.000201,0.000401,8e-05,0.000883,4e-05,0.000321,0.000321,0.000723,0.000442,0.000401,8e-05,4e-05,0.000442,0.000763,0.000401,0.001044,0.000201,0.000763,8e-05,0.001285,0.000723,0.000763,8e-05,0.000522,8e-05,0.000241,0.000763,8e-05,4e-05,8e-05,0.000442,8e-05,0.000401,4e-05,4e-05,4e-05,0.000161,8e-05,0.000763,0.000642,0.000442,4e-05,8e-05,0.000682,0.000401,0.000682,0.000442,0.000241,0.00012,4e-05,0.000401,0.000522,8e-05,0.000401,0.000321,0.000241,4e-05,0.000161,0.000401,0.000201,0.000201,0.000201,8e-05,8e-05,8e-05,8e-05,0.000361,8e-05,0.000361,0.000522,8e-05,8e-05,0.000241,8e-05,0.000281,4e-05,0.000442,0.000321,0.000241,4e-05,8e-05,0.000201,4e-05,0.000201,0.000241,0.000923,0.000723,0.000241,8e-05,0.000201,0.00012,0.000682,4e-05,0.00012,0.00012,0.000361,8e-05,0.000201,0.000281,0.00012,4e-05,succ,
暗黑之不朽意志,1.95915492957746,5.81267605633802,0.650704225352112,5.52394366197183,2.21408450704225,0.2,5.68309859154929,0.0267605633802816,0.378873239436619,1.06901408450704,3.03098591549295,0.373239436619718,5.00422535211267,1.27183098591549,710.0,2889.0,4.069014084507042,0.0,暗黑之不朽意志,0.106532,0.000126,0.040413,0.044332,4.2e-05,0.031858,0.029456,0.034935,0.025074,0.025158,0.007206,0.000253,0.018963,0.000211,4.2e-05,0.020565,0.011547,0.013822,0.013359,0.012727,4.2e-05,0.001096,0.009566,4.2e-05,0.007206,0.00906,0.009271,0.003034,0.007164,0.006237,4.2e-05,0.000253,0.001686,0.004973,8.4e-05,8.4e-05,0.000211,0.003708,4.2e-05,0.003708,0.000337,0.003582,0.000211,0.000126,0.000126,0.002233,0.002318,0.002149,0.002444,0.003034,0.003919,0.001938,0.000211,4.2e-05,0.002023,4.2e-05,0.002065,0.001981,0.001854,8.4e-05,4.2e-05,0.001728,0.001096,0.001686,0.000253,0.001643,0.001686,0.002023,0.001475,0.000126,4.2e-05,4.2e-05,0.000169,4.2e-05,0.000253,4.2e-05,4.2e-05,0.000126,0.000126,4.2e-05,0.000969,8.4e-05,0.001686,0.000337,4.2e-05,0.000969,8.4e-05,0.002444,0.000885,0.001138,0.001096,8.4e-05,4.2e-05,4.2e-05,0.001686,0.000759,0.002107,0.000801,0.000716,0.000211,0.000464,4.2e-05,0.000843,4.2e-05,0.000759,4.2e-05,0.000379,0.000211,4.2e-05,4.2e-05,4.2e-05,0.000506,0.001601,0.000421,0.000801,0.000253,0.001559,0.000126,0.000716,0.000295,0.001475,4.2e-05,0.000927,0.000211,0.000253,0.000548,0.000253,4.2e-05,4.2e-05,0.001011,4.2e-05,0.000126,0.000169,0.000211,0.000464,0.000337,0.000126,0.000169,0.000421,4.2e-05,4.2e-05,0.000126,0.000843,4.2e-05,0.000421,0.000169,0.000337,8.4e-05,8.4e-05,4.2e-05,0.000464,0.000126,8.4e-05,4.2e-05,0.000126,4.2e-05,0.000337,0.000506,0.000506,0.000253,0.000253,8.4e-05,8.4e-05,0.000169,8.4e-05,0.000295,8.4e-05,0.000421,0.000337,0.000126,4.2e-05,4.2e-05,4.2e-05,8.4e-05,0.000169,0.000211,0.000211,0.000253,4.2e-05,4.2e-05,0.000421,4.2e-05,0.000379,0.00059,0.000211,0.000379,0.000379,0.000211,0.000211,0.000211,0.000169,0.000126,0.000337,0.000421,0.000295,4.2e-05,0.000253,0.000211,0.000253,0.000253,succ,
