0.054488,0.04614,0.042998,0.028815,0.032585,0.023968,0.031688,0.034201,0.021275,0.027828,0.018223,0.018851,0.020646,0.013285,0.012388,0.017594,0.020826,0.001795,succ
0.044005,0.052913,0.050241,0.027793,0.027793,0.047746,0.020488,0.023517,0.015143,0.019419,0.014431,0.021735,0.019954,0.01354,0.016212,0.013896,0.011937,0.004988,succ
0.054726,0.046606,0.045956,0.031179,0.035563,0.022572,0.027444,0.01835,0.020786,0.01429,0.017863,0.018188,0.020624,0.019162,0.012666,0.01835,0.01835,0.01088,unsucc
0.046328,0.047415,0.04321,0.03306,0.027985,0.02494,0.022693,0.032045,0.018633,0.025085,0.02175,0.0174,0.015878,0.01885,0.01682,0.016458,0.016893,0.007468,unsucc
0.051168,0.04575,0.043583,0.032145,0.028654,0.025163,0.024561,0.025403,0.02131,0.02143,0.017337,0.017096,0.017397,0.015411,0.014929,0.014568,0.01529,0.006622,unsucc
0.06034,0.050916,0.046859,0.041099,0.026963,0.026702,0.019634,0.020288,0.027487,0.017932,0.024084,0.019895,0.017277,0.015445,0.012958,0.017147,0.017539,0.009686,succ
0.05835,0.056664,0.048235,0.029503,0.03147,0.029596,0.025101,0.022853,0.019575,0.018545,0.0192,0.017795,0.017327,0.01536,0.014705,0.013768,0.013112,0.011801,unsucc
0.053685,0.050614,0.047429,0.027184,0.036283,0.024113,0.027753,0.021838,0.020246,0.022748,0.016151,0.019222,0.022975,0.014786,0.011943,0.01763,0.019449,0.012625,succ
0.058641,0.050147,0.047043,0.036753,0.031199,0.027442,0.023032,0.019765,0.025319,0.019275,0.019765,0.021725,0.020908,0.009474,0.007024,0.018131,0.015844,0.008821,succ
0.05461,0.053515,0.050231,0.030771,0.024203,0.028825,0.017636,0.027001,0.024203,0.023474,0.020555,0.01496,0.015568,0.015081,0.012892,0.013865,0.013257,0.007054,succ
0.052544,0.049533,0.035381,0.029359,0.037188,0.029058,0.029359,0.016411,0.019572,0.012346,0.018669,0.014755,0.01882,0.022433,0.014755,0.019874,0.019874,0.013098,succ
0.054938,0.055342,0.053323,0.030095,0.031509,0.038376,0.02444,0.0204,0.018178,0.01636,0.026257,0.029691,0.024238,0.015552,0.015148,0.017168,0.01838,0.002626,succ
0.046763,0.05223,0.044748,0.029928,0.03036,0.029496,0.023022,0.025324,0.018129,0.018705,0.020863,0.020719,0.020576,0.018705,0.017122,0.015827,0.018417,0.006619,succ
0.060537,0.048942,0.051773,0.030875,0.000135,0.029257,0.000135,0.022651,0.020493,0.017123,0.024134,0.000135,0.000135,0.011865,0.009438,0.000135,0.000135,0.008359,succ
0.053331,0.053862,0.052002,0.033805,0.032012,0.028359,0.024374,6.60E-05,0.019858,6.60E-05,0.022116,0.019592,0.018729,0.015607,0.013017,0.020389,0.018198,0.004516,unsucc
0.047134,0.049896,0.047307,0.032113,0.028315,0.032113,0.018992,0.021754,0.018819,0.020546,0.023481,0.015884,0.017956,0.016402,0.012086,0.017265,0.015193,0.006906,succ
0.050328,0.05117,0.049992,0.033075,0.030971,0.029709,0.026342,0.024912,0.022387,0.026258,0.021377,0.019946,0.020535,0.016243,0.011698,0.015654,0.015317,0.003198,succ
0.051241,0.063103,0.057568,0.02483,0.027835,0.042543,0.021034,0.01455,0.016606,0.015341,0.026886,0.020718,0.019453,0.020876,0.023407,0.013443,0.013601,0.004745,succ
0.065138,0.055563,0.048255,0.031372,0.032758,0.03238,0.028348,0.027718,0.026332,0.025828,0.020285,0.019403,0.018773,0.015245,0.01367,0.011717,0.013103,0.008819,unsucc
0.05003,0.055152,0.053842,0.026563,0.037761,0.039547,0.029541,0.022871,0.017034,0.020727,0.02156,0.022156,0.024181,0.014413,0.012627,0.016081,0.015605,0.004884,succ
0.055763,0.054573,0.055763,0.030602,0.00017,0.038932,0.00017,0.016831,0.020061,0.014791,0.022951,0.00017,0.00017,0.014111,0.012241,0.00017,0.00017,0.0034,succ
0.053973,0.061006,0.046414,0.029887,0.023207,0.032876,0.017932,0.016878,0.022504,0.016174,0.020921,0.017932,0.015295,0.021097,0.025668,0.013537,0.012482,0.003692,succ
0.050696,0.044862,0.043981,0.027688,0.040073,0.029009,0.033908,0.02499,0.019046,0.024825,0.017669,0.019431,0.022403,0.008257,0.00644,0.021467,0.021853,0.008532,unsucc
0.058718,0.056178,0.049455,0.028388,0.036008,0.036008,0.028537,0.018377,0.024354,0.017481,0.018826,0.019573,0.021963,0.015987,0.013596,0.019124,0.016136,0.01001,succ
0.062034,0.06179,0.059348,0.035169,0.026133,0.042374,0.022469,0.021004,0.021248,0.017218,0.02137,0.019661,0.020027,0.016974,0.014043,0.012578,0.012456,0.00635,succ
0.067638,0.046384,0.043577,0.035289,0.038498,0.022591,0.032215,0.027804,0.019783,0.023927,0.020051,0.016174,0.013635,0.014169,0.009223,0.016442,0.01858,0.008689,succ
0.057736,0.059569,0.060791,0.035589,0.024897,0.040782,0.018329,0.018329,0.023064,0.01894,0.026883,0.01894,0.013899,0.015121,0.013289,0.013289,0.016038,0.00443,succ
0.061348,0.000114,0.000114,0.033993,0.028957,0.000114,0.024379,0.02209,0.022548,0.021632,0.000114,0.000114,0.000114,0.017283,0.000114,0.017168,0.023578,0.000114,succ
0.052824,0.056645,0.052658,0.032226,0.025914,0.033887,0.019435,0.023588,0.019767,0.020598,0.023256,0.019103,0.017774,0.016944,0.013953,0.012625,0.012957,0.006977,succ
0.055622,0.05987,0.05841,0.034515,0.022567,0.035975,0.019249,0.011947,0.02416,0.01447,0.025488,0.016461,0.017788,0.022036,0.019249,0.012744,0.01447,0.010753,succ
0.051724,0.06043,0.05326,0.026801,0.025265,0.039604,0.017753,0.02168,0.020656,0.016388,0.018948,0.017753,0.015705,0.016388,0.017583,0.013315,0.011267,0.005463,succ
0.053543,0.051651,0.047286,0.032155,0.030845,0.025898,0.02488,0.022989,0.019497,0.020224,0.019642,0.018187,0.018478,0.017169,0.011785,0.018042,0.017023,0.005965,succ
