0.178052,succ
0.264363,succ
0.107178,unsucc
0.087762,unsucc
0.103028,unsucc
0.218638,succ
0.122881,unsucc
0.189309,succ
0.25243,succ
0.237154,succ
0.203989,succ
0.313642,succ
0.209065,succ
0.239585,succ
0.121472,unsucc
0.237376,succ
0.189278,succ
0.24569,succ
0.09777,unsucc
0.244893,succ
0.217443,succ
0.24244,succ
0.089365,unsucc
0.239187,succ
0.19862,succ
0.182061,succ
0.228425,succ
0.196624,succ
0.253738,succ
0.142307,succ
0.278935,succ
0.203696,succ
0.136289,unsucc
0.294434,succ
0.227027,succ
0.206829,succ
0.203949,succ
0.192842,succ
0.202946,succ
0.192053,succ
0.20709,succ
0.194028,succ
0.25243,succ
0.198817,succ
0.269743,succ
0.103868,unsucc
0.178838,succ
0.117264,unsucc
0.12498,unsucc
0.185747,succ
0.207759,succ
0.21037,succ
0.237732,succ
0.23216,succ
0.275739,succ
0.105348,unsucc
0.212289,succ
0.197886,succ
0.191117,succ
0.226571,succ
0.203742,succ
0.26848,succ
0.258803,succ
0.210574,succ
0.244153,succ
0.125708,unsucc
0.200967,succ
0.221527,succ
0.232572,succ
0.232003,succ
0.208486,succ
0.217788,succ
0.176705,succ
0.087837,unsucc
0.087903,unsucc
0.240803,succ
0.235424,succ
0.123658,unsucc
0.190673,succ
0.097637,unsucc
0.090971,unsucc
0.202493,succ
0.261884,succ
0.225483,succ
0.210601,succ
0.235415,succ
0.19693,succ
0.213154,succ
0.13316,unsucc
0.200167,succ
0.222752,succ
0.250617,succ
0.105032,unsucc
0.297307,succ
0.242612,succ
0.251942,succ
0.140821,succ
0.120032,unsucc
0.514956,succ
0.30616,succ
0.220047,succ
0.212217,succ
0.09629,unsucc
0.283626,succ
0.221352,succ
0.126822,unsucc
0.245136,succ
0.191792,succ
0.22272,succ
0.217661,succ
0.216369,succ
0.22399,succ
0.248871,succ
0.098546,unsucc
0.301615,succ
0.22723,succ
0.266043,succ
0.228779,succ
0.221372,succ
0.238482,succ
0.263982,succ
0.189837,succ
0.19572,succ
0.108339,unsucc
0.096869,unsucc
0.230234,succ
0.205742,succ
0.2183,succ
0.249394,succ
0.127783,unsucc
0.109823,unsucc
0.094966,unsucc
0.224056,succ
0.229449,succ
0.30173,succ
0.22504,succ
0.235475,succ
0.227336,succ
0.109074,unsucc
0.246009,succ
0.119526,unsucc
0.233739,succ
0.208641,succ
0.199499,succ
0.234323,succ
0.119813,unsucc
0.221484,succ
0.207774,succ
0.26013,succ
0.109877,unsucc
0.107266,unsucc
0.292417,succ
0.224376,succ
0.379174,succ
0.254259,succ
0.229904,succ
0.249657,succ
0.285681,succ
0.07726,unsucc
0.196235,succ
0.216453,succ
0.258196,succ
0.172737,unsucc
0.27809,succ
0.19344,succ
0.185108,succ
0.232227,succ
0.285981,succ
0.201636,succ
0.143941,unsucc
0.283693,succ
0.221074,succ
0.243005,succ
0.260311,succ
0.250375,succ
0.245348,succ
0.226301,succ
0.193557,succ
0.209146,succ
0.305406,succ
0.249778,succ
0.19135,succ
0.154011,succ
0.09663,unsucc
0.221138,succ
0.209766,succ
0.106254,unsucc
0.273867,succ
0.252373,succ
0.119906,unsucc
0.101624,unsucc
0.124232,unsucc
0.202936,succ
0.227552,succ
0.25102,succ
0.193939,succ
0.172759,succ
0.205149,succ
0.266268,succ
0.237415,succ
0.143252,succ
0.261644,succ
0.273662,succ
0.098148,unsucc
0.218485,succ
0.354576,succ
0.250667,succ
0.241005,succ
0.263856,succ
0.243443,succ
0.431262,succ
0.159679,succ
0.222794,succ
0.241018,succ
0.104432,unsucc
0.097484,unsucc
0.240809,succ
0.25603,succ
0.211536,succ
0.260038,succ
0.194779,succ
0.211824,succ
0.290257,succ
0.108997,unsucc
0.12323,succ
0.228937,succ
0.525939,succ
0.253103,succ
0.211169,succ
0.188426,succ
0.236219,succ
0.24087,succ
0.112365,unsucc
0.196071,succ
0.231225,succ
0.110626,unsucc
0.244992,succ
0.227518,succ
0.208747,succ
0.190563,unsucc
0.115998,unsucc
0.248072,succ
0.21587,succ
0.211743,succ
0.233179,succ
0.213263,succ
0.099235,unsucc
0.191942,succ
0.142749,unsucc
0.281199,succ
0.239805,succ
0.216462,succ
0.271597,succ
0.173872,succ
0.202263,succ
0.247874,succ
0.200265,succ
0.222447,succ
0.283967,succ
0.191005,succ
0.232065,succ
0.101739,unsucc
0.111116,unsucc
0.178142,succ
0.180637,succ
0.173204,succ
0.219116,succ
0.095282,unsucc
0.180383,succ
0.266464,succ
0.105779,unsucc
0.129461,unsucc
0.141519,succ
0.207151,succ
0.116883,unsucc
0.209526,succ
0.125396,unsucc
0.248633,succ
0.082977,unsucc
0.105528,unsucc
0.177924,succ
0.19679,succ
0.190173,succ
0.188351,succ
0.249158,succ
0.216976,succ
0.231324,succ
0.068815,unsucc
0.252527,succ
0.299695,succ
0.239474,succ
0.179826,succ
0.238271,succ
0.104603,unsucc
0.246988,succ
0.240796,succ
0.104425,unsucc
0.212178,succ
0.238563,succ
0.147853,unsucc
0.20665,succ
0.261176,succ
0.095696,unsucc
0.207575,succ
0.09986,unsucc
0.230933,succ
0.200131,succ
0.301281,succ
0.212497,succ
0.093978,unsucc
0.198798,succ
0.132065,unsucc
0.269595,succ
0.180727,succ
0.217916,succ
0.233804,succ
0.211932,succ
0.167593,succ
0.268443,succ
0.209115,succ
0.174721,succ
0.121024,unsucc
0.148725,unsucc
0.144638,unsucc
0.130435,unsucc
0.204654,succ
0.205477,succ
0.211275,succ
0.233364,succ
0.227095,succ
0.118307,unsucc
0.118177,unsucc
0.163185,succ
0.298578,succ
0.268938,succ
0.216742,succ
0.221963,succ
0.176737,succ
0.118016,unsucc
0.060644,unsucc
0.208864,succ
0.22912,succ
0.255702,succ
0.242994,succ
0.213961,succ
0.15295,succ
0.106616,unsucc
0.308185,succ
0.200168,succ
0.199112,succ
0.15878,succ
0.243166,succ
0.227292,succ
0.108923,unsucc
0.227698,succ
0.106215,unsucc
0.23468,succ
0.231892,succ
0.276895,succ
0.20039,succ
0.190581,succ
0.187758,succ
0.205006,succ
0.197313,succ
0.229728,succ
0.108675,unsucc
0.208741,succ
0.10846,unsucc
0.127032,unsucc
0.09356,unsucc
0.225231,succ
0.240648,succ
0.144361,unsucc
0.20227,succ
0.065365,unsucc
0.214331,succ
0.225981,succ
0.16402,succ
0.200221,succ
0.207798,succ
0.120326,unsucc
0.264155,succ
0.126321,unsucc
0.103355,unsucc
0.250238,succ
0.130333,unsucc
0.215557,succ
0.220933,succ
0.097512,unsucc
0.107364,unsucc
0.111089,unsucc
0.109037,unsucc
0.252874,succ
0.142358,unsucc
0.177188,succ
0.233594,succ
0.101811,unsucc
0.128109,succ
0.222177,succ
0.195166,succ
0.245809,succ
0.217557,succ
0.219516,succ
0.246145,succ
0.137937,succ
0.192911,succ
0.187029,succ
0.241891,succ
0.219376,succ
0.216656,succ
0.197522,succ
0.15368,succ
0.199988,succ
0.256366,succ
0.222066,succ
0.126985,unsucc
0.132281,unsucc
0.162883,unsucc
0.092706,unsucc
0.19087,succ
0.209877,succ
0.255876,succ
0.221724,succ
0.20865,succ
0.209297,succ
0.268356,succ
0.220553,succ
0.216586,succ
0.229476,succ
0.241442,succ
0.116674,unsucc
0.178797,succ
0.094333,unsucc
0.141516,unsucc
0.225459,succ
0.172052,succ
0.202943,succ
0.258289,succ
0.210495,succ
0.206721,succ
0.098777,unsucc
0.237296,succ
0.222333,succ
0.240669,succ
0.223563,succ
0.24453,succ
0.223857,succ
0.219036,succ
0.218617,succ
0.247084,succ
0.07671,unsucc
0.204427,succ
0.1197,unsucc
0.231674,succ
0.216057,succ
