r,v,nh,n,u,nt,p,e,nd,m,d,i,wp,a,句子数,停顿数,句子破碎度,Success
2.047540984,5.642622951,0.401639344,5.596721311,2.998360656,0.154098361,5.021311475,0.003278689,0.531147541,1.024590164,2.786885246,0.275409836,4.12295082,1.131147541,610,2178,3.570491803,succ
2.093069307,6.528052805,0.556435644,5.61980198,2.865346535,0.161056106,4.915511551,0.063366337,0.376237624,0.716171617,2.823762376,0.192079208,4.244884488,1.152475248,3030,11406,3.764356436,unsucc
1.187919463,4.842281879,0.875838926,5.790268456,1.889261745,0.19295302,5.122483221,0.010067114,0.469798658,0.939597315,2.25,0.280201342,4.506711409,0.818791946,1192,4450,3.733221477,unsucc
5.094339623,12.49865229,0.781671159,9.681940701,6.309973046,0.315363881,9.625336927,0.010781671,1.218328841,1.76819407,5.722371968,0.204851752,7.819407008,1.649595687,371,825,2.223719677,succ
1.411444142,4.223433243,0.272479564,4.520435967,2.222070845,0.265667575,4.03133515,0.009536785,0.348773842,0.461852861,2.059945504,0.156675749,3.367847411,0.877384196,1468,3574,2.434604905,unsucc
2.453051643,6.329812207,0.449530516,5.179577465,2.732394366,0.213615023,5.521126761,0.012910798,0.424882629,0.766431925,3.32629108,0.219483568,4.781690141,1.10915493,852,3345,3.926056338,succ
0.904918033,4.16557377,0.495081967,5.973770492,2.385245902,0.118032787,3.755737705,0.013114754,0.490163934,0.890163934,2.178688525,0.209836066,3.045901639,0.993442623,610,1633,2.67704918,succ
1.639065817,5.535031847,0.93418259,5.225053079,2.787685775,0.263269639,5.496815287,0.027600849,0.348195329,0.685774947,2.874734607,0.348195329,4.91507431,0.968152866,471,1739,3.692144374,succ
2.130952381,4.71031746,0.33531746,4.101190476,2.485119048,0.12797619,4.58531746,0.023809524,0.37797619,0.646825397,2.158730159,0.209325397,3.806547619,0.908730159,1008,2900,2.876984127,succ
1.483050847,3.398305085,0.108757062,2.975988701,1.646892655,0.238700565,3.572033898,0.005649718,0.286723164,0.497175141,1.564971751,0.151129944,3.190677966,0.639830508,1416,3718,2.625706215,unsucc
2.31408776,6.277136259,0.207852194,6.094688222,3.341801386,0.189376443,5.722863741,0.006928406,0.644341801,0.956120092,3.554272517,0.284064665,4.68591224,1.251732102,433,1667,3.849884527,succ
1.095628415,3.931693989,0.068306011,3.117486339,1.846994536,0.086065574,3.897540984,0.024590164,0.225409836,0.549180328,1.721311475,0.209016393,3.468579235,0.911202186,1464,4002,2.733606557,unsucc
1.079573935,2.481829574,0.197368421,2.202380952,1.490601504,0.086466165,2.912280702,0.062030075,0.219924812,0.394110276,1.256265664,0.081453634,2.565162907,0.476190476,3192,5662,1.773809524,unsucc
1.190402477,3.738390093,0.419504644,3.311145511,1.825077399,0.10371517,4.263157895,0.024767802,0.275541796,0.657894737,1.752321981,0.167182663,3.713622291,0.786377709,1292,3232,2.501547988,unsucc
1.692923899,4.937249666,0.355140187,5.085447263,2.905206943,0.165554072,5.447263017,0.037383178,0.496662216,0.750333778,2.328437917,0.210947931,4.779706275,1.041388518,749,2556,3.412550067,succ
2.356913183,8.29903537,0.967845659,8.797427653,3.977491961,0.189710611,6.536977492,0.064308682,1.061093248,1.405144695,4.263665595,0.318327974,5.308681672,1.495176849,622,2886,4.639871383,unsucc
1.396248535,4.452520516,0.507620164,4.314185229,1.996483001,0.177022274,4.011723329,0,0.409144197,0.547479484,2.528722157,0.15943728,3.407971864,0.851113716,853,2320,2.719812427,succ
1.352644836,5.481108312,0.068010076,4.831234257,2.725440806,0.188916877,4.493702771,0.025188917,0.43324937,0.884130982,2.463476071,0.153652393,3.700251889,0.869017632,794,2588,3.259445844,unsucc
1.247071353,2.767838126,0.089456869,2.465388711,1.645367412,0.062832801,3.259850905,0.050053248,0.216187433,0.350372737,1.251331203,0.134185304,2.937167199,0.431309904,1878,3746,1.994675186,unsucc
1.571952337,3.566452796,0.410632447,2.608615949,1.991750687,0.121906508,3.384051329,0.038496792,0.245646196,0.373968836,1.835930339,0.180568286,2.962419798,0.74335472,2182,4804,2.201649863,unsucc
1.852652259,5.858546169,0.591355599,5.339882122,2.844793713,0.294695481,4.728880157,0.015717092,0.499017682,1.237721022,2.988212181,0.172888016,4.00589391,1.129666012,509,1662,3.265225933,succ
2.898706897,7.911637931,0.637931034,7.230603448,4.040948276,0.306034483,6.989224138,0.051724138,0.668103448,1.342672414,4.407327586,0.336206897,5.808189655,1.655172414,928,4548,4.900862069,unsucc
0.920823436,2.513855899,0.213776722,2.057007126,1.37212985,0.136975455,3.333333333,0.011084719,0.198733175,0.269200317,1.212984956,0.097387173,2.963578781,0.39746635,1263,2146,1.699129058,succ
2.790780142,7.127659574,1.156028369,6.372340426,3.631205674,0.30141844,6.992907801,0.010638298,0.482269504,0.897163121,3.645390071,0.343971631,6.046099291,1.163120567,564,2276,4.035460993,unsucc
1.626826029,3.97875166,0.418326693,3.274900398,1.990703851,0.144754316,4.13811421,0.043824701,0.288180611,0.428950863,2.02124834,0.188579017,3.6812749,0.67065073,1506,4210,2.795484728,unsucc
1.977443609,4.571428571,0.15037594,3.612030075,2.027067669,0.114285714,4.001503759,0.016541353,0.395488722,0.577443609,2.272180451,0.141353383,3.415037594,0.772932331,1330,3422,2.572932331,unsucc
1.728962818,5.349315068,0.108610568,4.888454012,2.581213307,0.189823875,5.3962818,0.026418787,0.508806262,0.471624266,2.945205479,0.271037182,4.464774951,1.13111546,2044,6786,3.319960861,unsucc
1.251256281,4.302512563,0.348743719,4.384924623,2.765829146,0.174874372,4.350753769,0.058291457,0.364824121,0.612060302,2.003015075,0.172864322,3.830150754,0.948743719,1990,5594,2.811055276,unsucc
1.430668842,4.556280587,0.280587276,4.729200653,2.889070147,0.215334421,5.039151713,0.092985318,0.419249592,0.787928222,2.210440457,0.28548124,4.438825449,1.176182708,1226,3688,3.008156607,unsucc
1.483031674,4.71040724,0.218325792,4.304298643,2.581447964,0.115384615,4.56561086,0.088235294,0.42081448,0.722850679,2.167420814,0.199095023,4.021493213,1.020361991,1768,5008,2.832579186,unsucc
1.191740413,3.320550639,0.560471976,3.208456244,1.667649951,0.107177974,3.21927237,0.014749263,0.258603736,0.49754179,1.548672566,0.089478859,2.849557522,0.560471976,2034,4810,2.364798427,unsucc
1.086597938,2.85257732,0.327835052,2.784536082,1.425773196,0.1,3.268041237,0.040206186,0.278350515,0.382474227,1.372164948,0.074226804,2.828865979,0.422680412,1940,3422,1.763917526,unsucc
1.075987842,4.492401216,0.434650456,4.632218845,1.261398176,0.284194529,4.604863222,0.006079027,0.404255319,0.96656535,1.638297872,0.127659574,4.05775076,0.740121581,658,2115,3.214285714,succ
0.907637655,4.930728242,0.820603908,5.301953819,2.746003552,0.277087034,4.170515098,0.055062167,0.479573712,0.69982238,2.218472469,0.156305506,3.468916519,1.001776199,1126,3216,2.856127886,unsucc
1.324468085,4.765957447,0.306737589,4.246453901,2.10106383,0.159574468,4.445035461,0.007092199,0.377659574,0.90248227,2.420212766,0.191489362,3.888297872,0.906028369,1128,3664,3.24822695,unsucc
1.621705426,6.031007752,0.4,6.762790698,2.711627907,0.302325581,6.341085271,0.024806202,0.527131783,1.434108527,3.113178295,0.260465116,5.496124031,1.269767442,645,2919,4.525581395,succ
1.317931793,3.811881188,0.326732673,3.907590759,1.809680968,0.211221122,4.638063806,0.0330033,0.342134213,0.627062706,2.00220022,0.199119912,4.102310231,0.761276128,1818,5882,3.235423542,unsucc
1.599662162,5.503378378,0.841216216,6.069256757,3.489864865,0.141891892,4.976351351,0.015202703,0.521959459,1.101351351,2.783783784,0.226351351,4.152027027,1.027027027,592,2110,3.564189189,succ
1.808801214,5.828528073,0.209408194,4.406676783,2.443095599,0.148710167,5.323216995,0.036418816,0.562974203,0.772382398,3.35508346,0.176024279,4.590288316,1.361153263,659,2490,3.7784522,succ
1.274853801,5.347953216,0.456140351,5.657894737,2.438596491,0.134502924,4.69005848,0.014619883,0.614035088,1.102339181,2.941520468,0.245614035,4.029239766,1.18128655,342,1243,3.634502924,succ
1.6152019,5.318289786,0.289786223,5.441805226,1.916864608,0.163895487,4.190023753,0.028503563,0.596199525,0.850356295,2.672209026,0.216152019,3.375296912,0.821852732,842,2114,2.510688836,unsucc
1.099796334,6.016293279,0.352342159,5.845213849,2.66395112,0.244399185,5.454175153,0.032586558,0.486761711,0.904276986,2.957230143,0.303462322,4.775967413,1.362525458,491,1879,3.82688391,succ
2.07014218,3.577251185,0.133649289,2.365876777,1.693838863,0.116587678,3.838862559,0.082464455,0.186729858,0.308056872,1.697630332,0.110900474,3.41042654,0.676777251,2110,5144,2.437914692,unsucc
2.837362637,7.536263736,1.263736264,6.549450549,3.527472527,0.384615385,5.789010989,0.041758242,0.593406593,1.068131868,3.72967033,0.186813187,4.740659341,1.195604396,910,3218,3.536263736,unsucc
0.909840289,3.658423493,0.400309119,3.646573931,1.543019062,0.176713035,3.340030912,0.024214323,0.386913962,0.513137558,1.881504379,0.193199382,2.923750644,0.845955693,3882,9142,2.354971664,unsucc
