0.099332,unsucc
0.117579,unsucc
0.110901,unsucc
0.237495,succ
0.234815,succ
0.11927,unsucc
0.161054,unsucc
0.220019,succ
0.105295,unsucc
0.106519,unsucc
0.281124,succ
0.270275,succ
0.246052,succ
0.200461,succ
0.196251,succ
0.086511,unsucc
0.20259,succ
0.26455,succ
0.18042,succ
0.186734,succ
0.15091,unsucc
0.236901,succ
0.1087,unsucc
0.097383,unsucc
0.20098,succ
0.105941,unsucc
0.285765,succ
0.221477,succ
0.112558,unsucc
0.243344,succ
0.220631,succ
0.198693,succ
0.224204,succ
0.24147,succ
0.234991,succ
0.265429,succ
0.221463,succ
0.239619,succ
0.13519,unsucc
0.112415,unsucc
0.11222,unsucc
0.101214,unsucc
0.083933,unsucc
0.268725,succ
0.218616,succ
0.124046,unsucc
0.24012,succ
0.11867,unsucc
0.271689,succ
0.102825,unsucc
0.226199,succ
0.267669,succ
0.103225,unsucc
0.218296,succ
0.104667,unsucc
0.2356,succ
0.082953,unsucc
0.125494,unsucc
0.23962,succ
0.118039,unsucc
0.116694,unsucc
0.220451,succ
0.264081,succ
0.129915,unsucc
0.117654,unsucc
0.226294,succ
0.230827,succ
0.113375,unsucc
0.260038,succ
0.122789,unsucc
0.196664,succ
0.096684,unsucc
0.123714,unsucc
0.107491,unsucc
0.261312,succ
0.242491,succ
0.230925,succ
0.110713,unsucc
0.323254,succ
0.123863,unsucc
0.118599,unsucc
0.227323,succ
0.205285,succ
0.098338,unsucc
0.069163,unsucc
0.097697,unsucc
0.210782,succ
0.225608,succ
0.204686,succ
0.108439,unsucc
0.13553,unsucc
0.111206,unsucc
0.074651,unsucc
0.095109,unsucc
0.202135,succ
0.094857,unsucc
0.100831,unsucc
0.171031,succ
0.123293,unsucc
0.104197,unsucc
0.104168,unsucc
0.201549,succ
0.104443,unsucc
0.193793,succ
0.229187,succ
0.127132,unsucc
0.437556,succ
0.119935,unsucc
0.246492,succ
0.103908,unsucc
0.203256,succ
0.117527,unsucc
0.237141,succ
0.103801,unsucc
0.226427,succ
0.129178,unsucc
0.2,succ
0.228633,succ
0.145868,unsucc
0.262383,succ
0.096084,unsucc
0.108254,unsucc
0.16397,unsucc
0.203715,succ
0.109767,unsucc
0.120034,unsucc
0.064562,unsucc
0.217279,succ
0.1247,unsucc
0.142601,unsucc
0.094611,unsucc
0.200514,succ
0.221501,succ
0.25412,succ
0.113293,unsucc
0.22516,succ
0.228832,succ
0.230117,succ
0.209868,succ
0.197692,succ
0.127057,unsucc
0.219345,succ
0.172542,unsucc
0.186618,succ
0.252765,succ
0.056188,unsucc
0.14581,unsucc
0.199114,succ
0.110353,unsucc
0.185811,succ
0.280552,succ
0.271018,succ
0.220596,succ
0.106104,unsucc
0.263372,succ
0.125342,unsucc
0.087017,unsucc
0.139621,unsucc
0.235514,succ
0.112066,unsucc
0.214056,succ
0.126425,unsucc
0.09974,unsucc
0.105395,unsucc
0.204301,succ
0.108429,unsucc
0.218672,succ
0.124792,unsucc
0.107925,unsucc
0.118627,unsucc
0.117901,unsucc
0.093311,unsucc
0.112576,unsucc
0.10062,unsucc
0.106121,unsucc
0.116143,unsucc
0.249558,succ
0.127042,unsucc
0.122984,unsucc
0.218934,succ
0.110019,unsucc
0.20614,succ
0.207424,succ
0.333649,succ
0.132061,unsucc
0.264433,succ
0.090778,unsucc
0.092314,unsucc
0.082907,unsucc
