小说名,r,v,nh,n,u,nt,p,e,nd,m,d,i,wp,a,句子数,停顿数,句子破碎度,Success,小说名,PU，,DEG的,PU。,DEC的,AS了,PU“,VC是,PU”,CD一,PN我,AD不,PN你,AD就,PU！,M个,PU？,PN他,AD也,P在,SP了,VE有,DT这,NN人,AS着,AD都,PN自己,PU：,AD还,PU…,VV看,VV会,VV说,BA把,SP的,DT这个,VV能,DT那,VV要,PU,,SP啊,CD两,VV知道,PN这,DEV的,VV说道,NR吴明,VV想,PN我们,SP吧,LC后,VE没有,DT什么,PN她,VV去,AD已经,LC上,AD又,AD却,VV到,AD没,DEV地,AD不过,AD很,LC里,NT现在,AD而,VV来,PU",NR阿德斯,AD但,VV让,PN你们,VV起来,CC和,PU.,AD那,NN时候,P对,NN世界,LC中,SP吗,NR陈浩明,VV可以,P从,AD就是,SP呢,PN他们,AD可是,AD怎么,NN东西,NN爱丽丝,AD才,JJ大,AD再,AD一下,NN路羽,NN少女,PN什么,P因为,AD一,AD还是,CD三,JJ小,M种,PN那,AD有些,AD凡,VV出来,CS虽然,SB被,P向,AS过,AD没有,VA好,LB被,DT那个,AD所以,AD只是,NR奥斯卡,SP的话,PN这里,NN高尘,AD更,AD最,P给,M年,AD只,CD几,NN大人,NN刀,AD那么,NR秦明,NN手,VV做,NR陈志林,NN路,AD这么,AD太,M声,VE没,NN时间,NN眼睛,PN谁,AD然后,CS如果,M岁,M位,VV可,PU=,VV给,AD而且,PU:,PU、,NN事,VV笑,M次,NN身体,AD便,VV看到,M把,NN事情,DER得,AD刚刚,VV过来,NN声音,VV见,NN女孩,VA一样,NN弟弟,VV叫,VV走,AD正,LC时,AD但是,NN人类,VV想到,NN脸,P和,AD真的,VV说完,NR亨特,NR李孝鸿,NN神,AD直接,P用,VV应该,NN身上,CC还有,VV发现,DT那些,AD当然,NN师父,NN哥哥,NN家,VV听到,DT有些,VV吃,P比,NN外来者,class,
凡人与精灵,1.57494866529774,6.11704312114989,0.455852156057494,5.90349075975359,2.6611909650924,0.219712525667351,6.14373716632443,0.0574948665297741,0.379876796714579,0.8870636550308,2.66324435318275,0.229979466119096,5.48049281314168,1.16837782340862,974.0,4224.0,4.336755646817249,unsucc,凡人与精灵,0.110105,0.021605,0.023461,0.022942,0.011879,0.018116,0.019081,0.017819,0.014923,0.008167,0.010765,0.009503,0.007127,0.005865,0.00542,0.006756,0.003861,0.007721,0.006014,0.005123,0.005197,0.003861,0.004306,0.003193,0.003564,0.002599,0.006459,0.001708,0.000445,0.003193,0.003341,0.001856,0.001336,0.002821,0.001559,0.003861,0.000594,0.003193,0.0,0.001708,0.00193,0.000371,0.002599,0.000965,0.001856,0.000297,0.001782,0.001262,0.001336,0.000297,0.000297,0.001485,0.000223,0.000668,7.4e-05,0.001559,0.001782,0.000742,0.000445,0.001708,0.003638,0.001782,0.002599,0.002227,0.001188,0.001559,0.001708,0.0,0.0,0.00052,0.00245,0.00052,0.000223,0.000223,0.000445,0.000742,0.000668,0.000817,0.000223,0.001114,0.001188,0.0,0.00052,0.001262,0.000594,0.001188,0.000965,0.000297,0.000965,0.000223,0.0,0.001633,0.001188,0.000594,0.000445,0.000297,0.0,0.001114,7.4e-05,0.001188,0.00052,0.001336,0.001708,0.001039,0.000742,0.000594,0.000148,0.00052,0.000742,0.000965,0.000371,0.000891,0.000891,0.000594,0.000817,0.000223,0.000891,0.000891,0.0,0.000445,0.000817,0.0,0.001114,0.000817,0.000742,0.001114,0.000891,0.000891,0.0,7.4e-05,0.000742,0.0,0.000445,0.000965,0.0,0.000297,0.00052,0.001262,0.000223,0.000297,0.000371,0.000371,0.000371,0.000445,0.000891,0.00052,0.000668,0.00052,0.0,0.000371,0.001114,0.0,0.000223,0.000297,0.000594,0.001336,0.000371,0.000668,0.00052,0.000148,0.000223,0.000371,0.000445,0.000297,0.000297,0.000371,7.4e-05,0.000594,0.000148,0.000965,0.000148,7.4e-05,0.000371,0.00052,7.4e-05,0.000371,0.000668,0.0,0.000223,0.000445,0.0,0.0,0.000891,0.000148,0.000297,0.00052,0.000148,0.000594,0.000148,0.000297,0.000817,7.4e-05,0.0,0.000148,0.000223,0.00052,0.00193,0.000668,7.4e-05,0.000965,unsucc,
犯二的丧尸系统,1.07507507507507,3.57957957957957,0.366366366366366,3.87237237237237,1.89639639639639,0.144144144144144,4.22072072072072,0.012012012012012,0.33033033033033,0.819819819819819,1.87537537537537,0.13063063063063,3.7012012012012,0.705705705705705,1332.0,3850.0,2.8903903903903903,unsucc,犯二的丧尸系统,0.093444,0.028997,0.005417,0.0282,0.013144,0.009878,0.012905,0.010037,0.019119,0.00231,0.00948,0.002948,0.008205,0.038875,0.006373,0.008205,0.005895,0.004142,0.006771,0.004302,0.003505,0.005975,0.002151,0.004302,0.005258,0.008922,0.005178,0.003983,0.005098,0.003425,0.003027,0.001514,0.000319,0.000956,0.003107,0.002709,0.001354,0.001115,0.0,0.000876,0.001673,0.001593,0.004063,0.002629,0.000159,0.0,0.000876,0.000159,0.000956,8e-05,0.000239,0.001832,0.000239,0.000558,0.000319,0.003346,0.000797,0.001832,0.001195,0.000398,0.000876,0.000956,0.000956,0.002151,0.001195,0.001275,0.000398,0.0,0.0,0.0,0.000637,0.002948,0.000319,0.000797,8e-05,0.000637,0.001195,0.000319,0.001753,0.001434,0.0,0.0,8e-05,0.001434,0.000717,0.000398,0.000319,0.004222,0.001593,0.000398,0.0,0.001753,0.00231,0.001673,0.000239,8e-05,0.0,0.000797,0.000478,0.000239,0.001354,0.001354,0.001593,0.003107,0.000319,0.0,0.0,0.000478,0.001593,0.002549,0.000478,0.000319,0.000398,0.000717,0.001434,0.001354,0.000558,0.000398,0.0,0.000159,0.000876,0.0,0.000876,0.001832,0.000797,0.000159,0.002709,0.001036,0.0,0.0,0.000478,0.0,0.000558,0.000239,0.0,8e-05,0.001832,0.000239,0.001593,0.000239,0.001354,0.000876,0.000319,0.000876,0.001593,0.0,0.000159,8e-05,0.0,0.0,0.001115,0.0,0.001275,0.000319,0.000159,0.001275,8e-05,0.000239,0.000797,0.000478,0.000159,8e-05,0.000319,0.000159,0.000398,0.000478,0.0,0.000478,8e-05,0.000159,0.000319,0.000398,0.000159,8e-05,0.000956,0.000319,0.000159,0.000797,0.000159,0.000398,0.0,0.0,0.000478,0.00247,0.000239,8e-05,8e-05,0.000637,0.000956,0.000319,0.000717,0.0,0.000239,0.000239,0.000239,0.0,0.000319,0.000637,0.0,0.000876,unsucc,
风语王座,1.4650512581547,4.24137931034482,0.601118359739049,4.86113699906803,2.24883504193849,0.133271202236719,4.54147250698974,0.0177073625349487,0.323392357875116,0.758620689655172,1.84156570363466,0.16309412861137,3.87138863000932,0.718546132339235,2146.0,6158.0,2.869524697110904,unsucc,风语王座,0.085817,0.036456,0.036195,0.020987,0.015425,0.020813,0.017468,0.020813,0.018771,0.008473,0.007648,0.007908,0.005084,0.006605,0.008777,0.006518,0.008212,0.004345,0.00617,0.002346,0.00478,0.004345,0.004954,0.004171,0.004389,0.002737,0.000956,0.002259,0.005823,0.001999,0.002042,0.001651,0.003346,0.001825,0.002607,0.001999,0.001521,0.001086,0.0,0.001086,0.002607,0.00013,0.002955,0.000869,0.000217,0.0,0.001043,0.000999,0.001695,0.000652,0.000608,0.002042,0.002086,0.001521,4.3e-05,0.002129,0.000826,0.000478,0.001173,0.001173,0.001999,0.000869,0.002868,0.001173,0.000739,0.001304,0.001086,0.0,0.0,0.000261,0.000956,0.001173,8.7e-05,0.003346,0.000391,0.000348,0.00139,0.001086,0.000782,0.001738,0.000478,0.0,0.000348,0.002173,0.000869,0.000739,0.00126,8.7e-05,0.000782,8.7e-05,0.0,0.001173,0.001782,0.000348,0.000652,0.00013,4.3e-05,0.00126,0.000912,0.001738,0.000782,0.000695,0.00126,0.002086,0.000478,0.000652,0.0,0.000348,0.000826,0.001825,0.000478,0.000739,0.001173,0.000782,0.000521,0.001521,0.000565,0.001217,0.0,0.000652,0.000521,0.0,0.000869,0.001086,0.000652,0.000869,0.001477,0.000912,0.000348,0.00013,0.000348,0.0,0.000739,0.000695,0.0,0.00013,0.000956,0.000391,0.000478,0.000608,0.000565,0.000478,0.000521,0.001347,0.000739,4.3e-05,0.001217,0.000348,0.0,0.000608,0.000608,0.000174,0.000174,0.000912,0.000478,0.000912,8.7e-05,0.000435,0.000695,0.000348,0.000912,0.000304,0.00013,0.000217,8.7e-05,0.000478,8.7e-05,0.000478,0.0,0.00013,0.000391,0.000348,8.7e-05,0.000261,0.000304,0.000478,0.000391,0.001086,8.7e-05,0.000391,0.0,0.0,0.000261,8.7e-05,0.000826,0.00013,8.7e-05,0.000391,8.7e-05,0.000304,0.000391,0.0,0.0,0.0,0.000174,0.000348,0.000304,0.000261,0.0,0.000478,unsucc,
风之女王,1.08118433619866,3.4727793696275,0.709646609360076,3.19866284622731,1.85482330468003,0.106017191977077,4.27793696275071,0.0391595033428844,0.275071633237822,0.5396370582617,1.65425023877745,0.14422158548233,3.70105062082139,0.702960840496657,2094.0,4918.0,2.3486150907354344,unsucc,风之女王,0.078571,0.023634,0.045904,0.017839,0.024429,0.02869,0.01318,0.028747,0.015907,0.010397,0.008408,0.00926,0.006079,0.004204,0.005681,0.009374,0.002841,0.006363,0.007897,0.005908,0.004318,0.003011,0.00392,0.004318,0.002897,0.004772,0.0,0.003579,0.012953,0.002784,0.004488,0.003011,0.000909,0.002557,0.001193,0.001875,0.001307,0.002272,5.7e-05,0.001193,0.001477,0.00017,0.001818,0.000511,0.001761,0.0,0.001648,0.001761,0.003352,0.002443,0.000852,0.001704,0.002443,0.001932,0.000341,0.001818,0.001534,0.00125,0.00142,0.00142,0.004545,0.001136,0.002557,0.000511,5.7e-05,0.00142,0.001307,0.0,0.0,0.003125,0.000966,0.000284,0.000227,0.000852,0.0,0.000909,0.000398,0.001875,0.000284,0.001704,0.003352,0.0,0.000625,0.00142,0.000909,0.001761,0.000227,0.000341,0.001761,0.000511,0.005965,0.001136,0.000341,0.001477,0.000852,5.7e-05,0.0,0.001534,0.000284,0.000852,0.001704,0.000284,0.002841,0.001136,0.000682,0.000511,0.0,0.000284,0.001023,0.001363,0.00142,0.001023,0.001193,0.001875,0.001363,0.001136,0.001193,0.001023,0.0,0.000511,0.000909,0.0,0.000682,0.001136,0.000682,0.000284,0.001307,0.000909,0.000454,0.0,5.7e-05,0.0,0.001193,0.000909,0.0,5.7e-05,0.001534,0.000966,0.000398,0.000852,0.000568,0.000227,0.000625,0.000795,0.000625,0.000511,0.000284,0.000625,5.7e-05,0.000625,0.000625,0.003181,0.001534,0.001193,0.001193,0.001193,0.000227,0.000284,0.000341,0.000114,5.7e-05,0.000739,5.7e-05,0.000398,0.000114,0.000852,0.001648,0.000284,0.0,0.00142,0.000454,0.000625,0.000966,0.000227,5.7e-05,0.000795,0.000909,0.001023,0.000454,5.7e-05,0.0,0.0,0.0,0.000114,0.000739,0.000227,0.000227,0.000284,5.7e-05,0.000341,0.000454,0.0,0.0,5.7e-05,0.000454,0.00017,0.000568,0.000454,5.7e-05,0.000966,unsucc,
古洞之谜,1.25038880248833,3.64696734059098,0.513219284603421,2.8452566096423,1.59409020217729,0.098755832037325,3.79860031104199,0.0396578538102643,0.336702954898911,0.461897356143079,1.74727838258164,0.108087091757387,3.39424572317262,0.561430793157076,2572.0,6570.0,2.5544323483670297,unsucc,古洞之谜,0.07736,0.014702,0.048794,0.013814,0.018402,0.024915,0.013568,0.025162,0.012482,0.013518,0.011841,0.008881,0.007844,0.009719,0.010114,0.005427,0.00296,0.0074,0.007647,0.00597,0.00523,0.003059,0.004687,0.005427,0.00745,0.003306,0.009177,0.003651,0.001233,0.006611,0.001529,0.018205,0.002121,0.002565,0.001529,0.002171,0.000543,0.002763,0.0,0.00148,0.002023,4.9e-05,0.002615,0.001973,0.000247,0.0,0.002368,0.001875,0.003256,0.000395,0.001135,0.002417,0.002763,0.002516,0.000197,0.002072,0.001924,0.000493,0.001579,0.002319,0.002664,0.000937,0.001825,0.001727,0.001381,0.002812,0.001381,0.0,0.0,0.001431,0.002023,0.002911,0.000296,0.002565,0.000148,0.000888,0.002023,0.001036,0.000148,0.000543,0.00296,0.0,0.000345,0.000888,0.001233,0.001825,0.001332,0.000148,4.9e-05,0.001184,4.9e-05,0.00074,0.001184,0.001628,0.000888,0.000345,0.0,0.002121,0.000395,0.000888,0.001036,0.001184,0.001431,0.000641,0.000691,9.9e-05,0.0,0.000197,9.9e-05,0.00074,0.000345,0.001184,0.000543,0.001135,0.000247,0.000543,0.000197,0.000592,0.0,0.000148,0.001332,0.0,0.000543,0.000493,0.001085,0.000148,0.000789,0.001776,0.0,0.0,0.000247,0.0,0.001677,0.000197,0.0,0.000345,0.001184,0.000937,0.000345,0.001135,0.001332,0.000345,0.000987,0.000493,0.000345,0.0,0.000197,0.000395,0.0,0.000444,0.000839,0.0,0.010953,0.000641,0.001085,0.001579,0.000148,4.9e-05,0.000296,9.9e-05,0.000197,0.000247,0.000296,0.000247,4.9e-05,0.00148,0.000493,0.000888,0.0,0.000789,0.002714,0.000296,0.000148,0.000345,9.9e-05,0.000345,0.000296,0.001184,0.000247,0.002072,0.0,0.0,0.0,4.9e-05,0.000691,4.9e-05,0.000148,0.000543,0.000148,0.000148,0.000641,0.0,0.000395,0.000345,4.9e-05,4.9e-05,0.000888,0.000543,0.0,0.000345,unsucc,
骨傲天不需要妹妹,1.2952086553323,4.40030911901081,0.214837712519319,3.80680061823802,1.9227202472952,0.102009273570324,5.4791344667697,0.035548686244204,0.241112828438949,0.455950540958268,2.09119010819165,0.197836166924265,5.00154559505409,0.965996908809891,647.0,1981.0,3.061823802163833,succ,骨傲天不需要妹妹,0.084571,0.020016,0.034641,0.015732,0.015363,0.034715,0.013812,0.034715,0.009159,0.009528,0.012039,0.008863,0.00421,0.005392,0.004653,0.00842,0.003693,0.004949,0.004284,0.005244,0.003767,0.003324,0.003102,0.003176,0.004136,0.002364,0.012482,0.002216,0.016249,0.001625,0.002142,0.003176,0.001477,0.001699,0.001477,0.003102,0.000739,0.00325,0.0,0.002585,0.003398,0.000148,0.002142,0.000739,0.000812,0.0,0.001403,0.003176,0.001994,0.00096,0.001034,0.001847,0.003767,0.001551,0.000369,0.00096,0.001625,0.001034,0.001108,0.00096,0.002807,0.001034,0.004062,0.000591,0.001625,0.000369,0.000591,0.0,0.0,0.002585,0.001477,0.002511,0.000369,0.001108,0.0,0.001329,0.000591,0.001034,0.000591,0.001108,0.000369,0.0,0.000812,0.000886,0.001108,0.000739,0.002659,0.0,0.001108,0.001182,7.4e-05,0.001108,0.000886,0.001034,0.000517,7.4e-05,0.000222,0.001034,0.000517,0.000665,0.000886,0.000369,0.000369,0.001108,0.000222,0.000148,0.0,0.000369,0.000886,0.001403,0.001403,0.000443,0.000295,0.001108,0.000739,0.000369,0.000369,0.001034,0.0,0.000295,0.000591,0.0,0.000812,0.001403,0.000665,0.000443,0.001847,0.000517,7.4e-05,0.0,0.000369,0.0,0.000739,0.001034,0.0,7.4e-05,0.001182,0.001625,7.4e-05,0.001182,0.000369,0.000148,0.000739,0.000295,0.000295,0.000148,0.000665,0.000812,0.0,0.000148,0.000369,0.0,0.001403,0.000443,0.000148,0.001551,0.000148,0.000222,0.000222,7.4e-05,0.000295,0.000591,0.000148,7.4e-05,0.000886,0.000886,0.0,0.000222,0.0,0.001625,0.000443,0.000443,7.4e-05,0.000222,0.000886,0.000222,0.000148,7.4e-05,0.000369,0.003176,0.0,0.0,0.000148,7.4e-05,0.000443,0.000443,0.000148,0.000369,0.000369,0.000148,0.000222,0.000148,0.005835,0.000148,0.000517,7.4e-05,0.002216,0.000591,0.0,0.000148,succ,
光之子,1.3767491926803,4.44779332615715,0.231431646932185,4.27879440258342,2.34660925726587,0.092572658772874,3.59418729817007,0.0107642626480086,0.459634015069967,0.709364908503767,2.44456404736275,0.184068891280947,2.83423035522066,1.02045209903121,929.0,2186.0,2.3530678148546826,succ,光之子,0.061784,0.030391,0.044689,0.029336,0.014615,0.009972,0.014984,0.009655,0.018467,0.003641,0.007387,0.004221,0.007387,0.000264,0.010078,0.004432,0.011555,0.00707,0.010447,0.004063,0.006068,0.004274,0.005698,0.003746,0.004538,0.005751,0.003535,0.003693,0.0,0.003166,0.003377,0.002533,0.004538,0.002796,0.002902,0.00153,0.002427,0.001899,0.000158,0.000264,0.002796,5.3e-05,0.00343,0.001108,0.000211,0.0,0.001161,0.001002,0.000475,0.001214,0.001055,0.002005,0.001214,0.002005,0.000422,0.002163,0.001688,0.001266,0.001372,0.001741,0.006068,0.000422,0.006912,0.001952,0.001319,0.000791,0.001636,0.0,0.0,0.001002,0.00248,0.000317,0.000158,0.005962,0.000633,0.000633,0.001688,0.001688,0.000158,0.004063,0.000633,0.0,0.000264,0.002638,0.000844,0.000264,0.001266,0.000106,0.000739,0.001108,0.0,0.001161,0.001214,0.001794,0.000844,0.000106,0.0,0.000528,0.000844,0.000844,0.001002,0.000791,0.000633,0.003166,0.001002,0.000422,0.0,0.00095,5.3e-05,0.002322,0.000475,0.001952,0.000528,0.001794,0.001002,0.001477,0.00058,0.001688,0.0,0.000264,0.001425,0.0,0.001161,0.001583,0.000475,0.00058,0.001899,0.002849,0.00095,0.001899,0.000633,0.0,0.00095,0.000791,0.0,0.000106,0.000528,0.001108,0.001477,0.001055,0.00058,0.000211,0.000317,0.001108,0.000633,0.000475,0.000211,0.000264,0.0,0.000211,0.000633,0.0,0.0,0.000475,0.000211,0.000739,0.000317,0.000106,0.000422,0.000633,0.000475,0.003166,5.3e-05,0.000264,0.000158,0.000791,0.0,0.000897,0.0,0.000475,0.000264,0.000422,0.000422,0.001002,0.000897,0.000106,0.000528,0.00211,0.000106,5.3e-05,0.0,0.0,5.3e-05,0.000369,0.001794,5.3e-05,0.000317,0.000528,0.000264,0.000211,0.000528,0.0,0.0,0.000158,0.000317,0.000264,0.000264,0.000844,0.0,0.000211,succ,
哈利波特之超级法神,1.173564753004,4.57409879839786,0.381842456608811,4.50734312416555,3.07743658210947,0.109479305740987,4.14419225634178,0.0267022696929239,0.380507343124165,0.794392523364486,2.22296395193591,0.265687583444592,3.53805073431241,1.04806408544726,749.0,2236.0,2.9853137516688917,succ,哈利波特之超级法神,0.088077,0.039907,0.039723,0.041315,0.015608,0.006121,0.01573,0.005937,0.021422,0.002265,0.008997,0.001653,0.00557,0.000734,0.01065,0.004713,0.003611,0.008875,0.005631,0.004162,0.005692,0.001775,0.00508,0.007467,0.005692,0.004958,0.001041,0.004162,0.0,0.0028770000000000002,0.002999,0.00153,0.003122,0.003183,0.001775,0.001408,0.00306,0.001897,0.0,0.001591,0.002693,0.001347,0.001163,0.006427,6.1e-05,0.0,0.000551,0.000306,0.000857,0.002265,0.000367,0.002081,0.000551,0.000918,0.000796,0.001591,0.002938,0.001102,0.001285,0.000551,0.001102,0.001102,0.000673,0.001102,0.000796,0.000673,0.000857,0.0,0.0,0.000796,0.002142,0.000122,0.000367,0.002448,0.001041,0.001285,0.001285,0.001224,0.001591,0.001163,0.00049,0.0,0.000306,0.001469,0.001102,0.001347,0.001408,0.000306,0.000551,6.1e-05,0.0,0.001224,0.001836,0.000857,0.000367,0.000245,0.0,0.001102,0.000796,0.000796,0.002142,0.000612,0.000979,0.002387,0.001285,6.1e-05,0.0,0.000367,0.000857,0.001163,0.000306,0.000918,0.000551,0.001102,0.000734,0.00306,0.000367,0.000918,0.0,0.000245,0.000918,0.0,0.000367,0.000367,0.000918,0.000857,0.000918,0.001591,0.0,0.000796,0.001285,0.0,0.000673,0.001163,0.0,0.000245,0.001347,0.001163,0.000918,0.000367,0.000796,0.000367,0.000306,0.001714,0.000857,0.000184,0.000122,0.000306,0.0,0.000673,0.000673,0.0,0.0,0.000367,0.000122,0.000367,0.000122,0.0,0.001224,0.000612,0.000122,0.000184,0.000306,0.000122,6.1e-05,0.000184,0.000122,0.000857,0.0,0.000306,0.000306,0.000245,0.000184,0.000796,0.000245,0.000367,0.000306,0.000551,0.000367,0.00153,0.0,0.0,0.0,0.000245,0.000918,0.003122,0.000122,0.000734,6.1e-05,0.002938,0.000979,0.0,0.000245,0.0,6.1e-05,0.000122,0.000612,0.000428,0.0,0.000367,succ,
哈利波特之东方巫师,1.4589905362776,3.90851735015772,1.05205047318611,4.74605678233438,1.94321766561514,0.164037854889589,4.31388012618296,0.028391167192429,0.364353312302839,0.586750788643533,1.79179810725552,0.12776025236593,3.72082018927444,0.730283911671924,1268.0,3544.0,2.7949526813880126,unsucc,哈利波特之东方巫师,0.079864,0.030816,0.044288,0.016376,0.017344,0.019442,0.012827,0.019119,0.016054,0.009681,0.006857,0.00839,0.007502,0.003388,0.007018,0.003792,0.009519,0.003388,0.006938,0.003711,0.004195,0.003953,0.00484,0.005486,0.004921,0.00363,0.004598,0.003227,0.001291,0.002097,0.002985,0.002904,0.000887,0.000807,0.001452,0.001129,0.002017,0.002581,0.0,0.000242,0.001129,8.1e-05,0.002339,0.001049,0.000242,0.0,0.000807,0.002339,0.000242,0.001291,0.000403,0.00121,0.001129,0.00242,8.1e-05,0.002259,0.00121,0.000645,0.001533,0.000645,0.003308,0.001775,0.002339,0.002259,0.001129,0.000323,0.001613,0.0,0.0,0.000807,0.002097,0.002581,8.1e-05,0.003469,0.000645,0.000887,0.001371,0.000726,0.000403,0.000726,0.001129,0.0,0.000726,0.001775,0.001452,0.0,0.00363,0.000161,0.000403,0.000565,0.000161,0.001371,0.000807,0.000565,0.000887,8.1e-05,0.0,0.000807,0.001775,0.000887,0.000484,0.002339,0.000484,0.001049,0.001452,0.001049,0.0,0.000403,0.000242,0.001533,0.000968,0.001613,0.000645,0.001452,0.000645,0.00121,0.000887,0.000403,0.0,0.000807,0.000565,0.0,0.000323,0.001049,0.000242,0.001291,0.000807,0.000807,0.0,0.0,0.000484,0.0,0.000565,0.000645,0.0,8.1e-05,0.000161,0.000403,0.000242,0.000403,0.000887,0.000242,0.000242,0.001291,0.000807,0.000968,0.001371,0.000726,0.0,0.000403,0.000323,0.0,0.004598,0.000968,0.001049,0.00121,0.000161,0.0,0.000403,0.000242,0.000403,0.000403,0.000242,0.000323,8.1e-05,0.000161,8.1e-05,0.000726,8.1e-05,0.000161,0.001049,0.000323,0.000484,0.000807,0.00484,0.000484,0.000403,0.00121,0.000323,0.000323,0.0,0.0,0.0,0.000242,0.000323,8.1e-05,0.000161,0.000484,0.000323,0.000403,0.000242,0.000161,8.1e-05,0.000887,0.000403,0.000242,0.000645,0.000484,8.1e-05,0.000242,unsucc,
海皇本纪之横行霸道,1.53703703703703,5.98148148148148,0.407407407407407,6.64351851851851,3.11111111111111,0.166666666666666,5.12037037037037,0.00694444444444444,0.55324074074074,1.29166666666666,2.79629629629629,0.226851851851851,4.32175925925925,1.29629629629629,432.0,1624.0,3.759259259259259,succ,海皇本纪之横行霸道,0.091454,0.034345,0.030272,0.02484,0.019329,0.007748,0.015016,0.007748,0.019089,0.005751,0.010783,0.007668,0.004712,0.001358,0.009425,0.003834,0.002396,0.004553,0.007109,0.004553,0.006709,0.003514,0.001438,0.003275,0.002796,0.003115,0.003435,0.002796,0.001757,0.001358,0.003754,0.001038,0.003115,0.002157,0.002716,0.002077,0.000639,0.003195,0.0,0.001438,0.002716,0.00016,0.002396,0.001038,0.001038,0.0,0.001118,0.002476,0.000719,0.00016,0.000639,0.001677,0.000399,0.001597,0.002396,0.002476,0.000719,0.001198,0.001518,0.000879,0.001438,0.000879,0.002077,0.000639,0.000879,0.000958,0.001118,0.0,0.0,0.0,0.001198,0.007668,0.000319,0.003674,0.0,0.000399,0.001757,0.001038,8e-05,0.001997,0.000958,0.0,0.000319,0.001038,0.001038,0.000879,0.001198,0.000399,0.000719,8e-05,0.0,0.000799,0.004233,0.001917,0.000719,0.00016,0.0,0.001198,0.001198,0.000719,0.000479,0.000559,0.000399,0.000958,0.00024,0.000559,0.0,0.000399,0.001438,0.000958,0.00016,0.000399,0.000879,0.000719,0.000799,0.000639,0.000319,0.00016,0.0,0.00016,0.001438,0.0,0.000958,0.000879,0.000479,0.001518,0.002077,0.002236,0.00016,0.00016,0.000399,0.0,0.00024,0.001597,0.0,0.00016,0.0,0.000639,0.000399,0.000639,0.001198,0.000319,0.00024,0.000958,0.001597,8e-05,0.0,0.000319,0.0,0.000319,0.000559,0.0,0.0,0.0,0.00024,0.000479,8e-05,0.0,0.000879,0.000479,0.000399,0.000958,8e-05,0.000319,8e-05,8e-05,0.0,0.000399,0.0,0.00024,0.000719,0.00016,0.0,0.001997,0.001438,0.00016,0.0,0.000399,8e-05,8e-05,0.0,0.0,0.0,8e-05,0.001677,0.001038,8e-05,0.000559,8e-05,0.00016,0.000319,0.0,8e-05,0.00016,0.0,0.00016,0.001917,0.000639,0.0,0.0,succ,
撼天图腾,1.92280071813285,6.18491921005386,0.924596050269299,6.13644524236983,3.36983842010772,0.19210053859964,4.98204667863554,0.0233393177737881,0.468581687612208,0.962298025134649,2.96588868940754,0.208258527827648,4.14183123877917,1.28725314183123,1114.0,3792.0,3.4039497307001794,unsucc,撼天图腾,0.079922,0.032549,0.029963,0.025232,0.021447,0.012174,0.015581,0.011922,0.020564,0.004605,0.009147,0.004668,0.00839,0.001892,0.008263,0.003469,0.012994,0.004479,0.00738,0.004479,0.005488,0.005803,0.0041,0.003722,0.00574,0.004226,0.002271,0.003596,0.0,0.00328,0.00246,0.001829,0.001388,0.00164,0.00164,0.004605,0.000946,0.00328,0.0,0.002775,0.001451,6.3e-05,0.003217,0.004857,0.000378,0.0,0.001514,0.000757,0.001955,0.000694,0.001199,0.001955,0.002712,0.001892,0.000126,0.001388,0.001199,0.001262,0.002082,0.001892,0.000378,0.001577,0.003154,0.001135,0.002334,0.001577,0.001514,0.0,0.0,0.00246,0.001892,0.000442,0.000126,0.002082,0.000378,0.000883,0.001135,0.000946,6.3e-05,0.003091,0.001135,0.0,0.000442,0.001514,0.000442,0.000946,0.001262,0.000189,6.3e-05,0.000315,0.0,0.000946,0.000883,0.000946,0.000505,6.3e-05,0.001388,0.00082,0.000252,0.000694,0.00082,0.001135,0.000568,0.002082,0.001009,0.000568,0.0,0.000883,0.001262,0.001703,0.000946,0.000757,0.001262,0.001703,0.001009,0.000946,0.000189,0.000694,0.0,0.000126,0.000757,0.0,0.00082,0.000694,0.000694,0.000631,0.002397,0.001009,0.000378,0.000126,0.000568,0.0,0.000694,0.001009,0.0,6.3e-05,0.002334,0.000442,0.001072,0.001199,0.000315,0.000378,0.000631,0.001135,0.000631,0.000631,0.000189,0.000442,0.0,0.000757,0.000946,0.0,0.001388,0.000694,0.000189,0.001009,0.000252,6.3e-05,0.000378,6.3e-05,0.000378,0.000252,0.000315,0.000252,0.000189,0.00082,0.0,0.000189,6.3e-05,0.000694,0.000442,0.000568,0.000694,0.000568,0.000315,0.000568,0.000315,0.00082,0.000315,0.000315,0.0,0.000378,0.000126,6.3e-05,0.000631,0.000442,0.000252,0.00082,6.3e-05,0.000378,0.000315,0.0,0.0,0.000252,0.000252,0.000252,0.000442,0.000757,0.0,0.000505,unsucc,
