小说名,标准化类符/形符比,类别
史上最强女帝,0.232082,succ
史上最强师兄,0.259074,succ
史上最强武王,0.137973,unsucc
史上最强阎罗,0.109243,unsucc
始皇帝,0.126011,unsucc
始于遮天,0.115999,unsucc
世尊,0.286313,succ
弑灵武尊,0.122292,unsucc
弑天刃,0.174829,succ
弑天武圣,0.086199,unsucc
噬灵僵尸异界游,0.155532,succ
守望黎明号,0.218894,succ
兽魂无双,0.262668,succ
兽神藏,0.2864,succ
束天缚地,0.12636,unsucc
树魔永生,0.110495,unsucc
树宗,0.220379,succ
数据眼,0.238617,succ
数字风暴,0.22267,succ
双行贼,0.109684,unsucc
双魂召唤师,0.201774,succ
双重狂奔,0.107435,unsucc
谁与争锋,0.211064,succ
死城,0.209519,succ
死界游戏城,0.252699,succ
死神传说,0.223243,succ
死神列车,0.263788,succ
死亡开端,0.179298,succ
死亡血书,0.196594,succ
饲神,0.230987,succ
算命先生,0.106017,unsucc
随身带着星际争霸,0.360879,succ
随身带着异形王后,0.194664,succ
随身领取升级礼包,0.221247,succ
塔魔,0.22943,succ
踏神灭天,0.104462,unsucc
太古霸主,0.127867,unsucc
太古帝皇,0.229546,succ
太古邪皇,0.146095,unsucc
太古最强大帝,0.098359,unsucc
太极通神,0.199916,succ
太上帝君,0.110697,unsucc
太上章,0.179047,succ
泰坦传奇,0.1447,succ
唐三,0.120408,unsucc
特殊事件专案组,0.208989,succ
天霸武途,0.101261,unsucc
天才异界重生记,0.09789,unsucc
天才杂役,0.192841,succ
天赐情缘,0.201405,succ
天刀绝剑,0.110066,unsucc
天道往墟,0.167163,unsucc
天道之宰,0.222428,succ
天地霸气诀,0.264041,succ
天地苍劫,0.096232,unsucc
天地战魂,0.211795,succ
天帝太一,0.145275,unsucc
天帝征途之领主入侵,0.136666,unsucc
天梵行,0.088219,unsucc
天国降临,0.36234,succ
天恒战神,0.08532,unsucc
天机武神,0.111192,unsucc
天骄无双,0.20337,succ
天界临时工,0.089233,unsucc
天理计划,0.107508,unsucc
天灵之双生,0.097978,unsucc
天命裁决者,0.25858,succ
天命终焉,0.101346,unsucc
天目,0.304594,succ
天人速递,0.228265,succ
天上掉下个空间塔,0.23745,succ
天生杀器,0.094006,unsucc
天使之手,0.151031,succ
天枢,0.256364,succ
天堂之柱,0.110473,unsucc
天外寄生,0.243544,succ
天位,0.190892,succ
天武擎天,0.101752,unsucc
天武邪神,0.226557,succ
天下第一,0.188478,succ
天下经纶,0.251404,succ
天下无敌,0.254798,succ
天玄血皇,0.117598,unsucc
天易演义,0.039043,unsucc
天元圣王,0.111261,unsucc
天珠变,0.237926,succ
天尊重生,0.224514,succ
铁骑征西,0.251543,succ
铁拳法师,0.262022,succ
铁血帝王在末世,0.112338,unsucc
铁血王座,0.250661,succ
通灵大陆,0.218321,succ
通天剑宰,0.101672,unsucc
通天之旅,0.277433,succ
偷天造化,0.111545,unsucc
头号配角,0.109084,unsucc
图腾,0.197343,succ
土豪神皇,0.086794,unsucc
蜕变不朽,0.073764,unsucc
吞噬进化,0.375199,succ
吞噬神徒,0.246362,succ
吞噬星空,0.19,succ
吞噬异界,0.150804,succ
吞天,0.151417,succ
吞天神皇,0.085813,unsucc
纨绔法师,0.248763,succ
纨绔邪皇,0.253116,succ
完美世界,0.258884,succ
完美形态,0.290019,succ
玩火树王子,0.255282,succ
玩焰,0.117066,unsucc
万虫之祖,0.113909,unsucc
万道神尊,0.228508,succ
万道武皇,0.097575,unsucc
万道星辰录,0.092693,unsucc
万法梵医,0.257947,succ
万古第一强者,0.265212,succ
万古极皇,0.122386,unsucc
万古龙尊诀,0.107733,unsucc
万古主宰,0.103509,unsucc
万国兵简,0.236878,succ
万界不灭帝尊,0.123564,unsucc
万界大帝尊,0.113826,unsucc
万界剑尊,0.111223,unsucc
万界旅行者,0.181448,succ
万界魔帝,0.105184,unsucc
万界圣师,0.233364,succ
万界最强餐厅,0.114103,unsucc
万界最强盟主,0.121672,unsucc
万灵圣尊,0.133012,unsucc
万能高手,0.221103,succ
万年结,0.123289,unsucc
万心诛魔,0.088653,unsucc
万域独尊,0.112858,unsucc
亡灵法师末世行,0.2115,succ
亡者无名,0.105976,unsucc
王,0.21668,succ
王妃欲跑：王爷太腹黑,0.099432,unsucc
王牌卧底在仙界,0.211386,succ
王牌执照,0.267773,succ
王者荣耀金手指系统,0.133504,unsucc
王者荣耀之神陨轮回,0.195603,unsucc
危机,0.242745,succ
唯我独法,0.247641,succ
唯我独尊,0.30738,succ
唯武战神,0.093379,unsucc
唯一男性适格者,0.203403,succ
惟佛独尊,0.106431,unsucc
惟我神尊,0.260588,succ
惟武独尊,0.202167,succ
维度机皇,0.12012,unsucc
伪法狂徒,0.206752,succ
未来宠物店,0.221951,succ
未来海世界,0.105805,unsucc
未来开拓者,0.288741,succ
未来世界超级星联网络,0.248591,succ
未来图书馆,0.256304,succ
未来游乐场,0.186196,succ
未世龙游,0.140219,unsucc
位面成神之虚空戒,0.206775,succ
位面穿梭之大英雄,0.127899,unsucc
位面大穿越,0.20264,succ
位面祭坛,0.222463,succ
位面间的流浪者,0.095657,unsucc
位面劫匪,0.261292,succ
位面炮灰急救站,0.226851,succ
位面入侵游戏,0.214047,succ
位面源代码,0.232687,succ
位面战记,0.204335,succ
位面之穿梭系统,0.22377,succ
位面之代行者,0.239515,succ
位面之时空之匙,0.26157,succ
位面之纨绔生涯,0.215239,succ
位面之最强绿巨人,0.245457,succ
文豪娱乐家,0.252085,succ
文明之种族争霸,0.247791,succ
纹章之怒,0.257054,succ
问鼎仙路,0.122254,unsucc
我本小人,0.251941,succ
我的变形金刚,0.219839,succ
我的超神空间,0.255583,succ
我的超武之旅,0.106642,unsucc
我的怪物老婆们,0.257047,succ
我的开挂基地系统,0.118355,unsucc
我的空间门,0.175194,succ
我的女仆是灵尸,0.110666,unsucc
我的女友是丧尸,0.217852,succ
我的群星帝国,0.269854,succ
我的时空穿梭手机,0.136351,succ
我的外星人同桌,0.129389,unsucc
我的血族生涯,0.11286,unsucc
我的爷爷是韩信,0.125623,unsucc
我的主神是团长,0.187434,succ
我电脑中的异界,0.250064,succ
我即天意,0.228466,succ
我就是英雄联盟,0.251807,succ
我来自阿斯嘉德,0.227219,succ
我能成为创世神,0.109506,unsucc
我是船长,0.254217,succ
我是大法师,0.262936,succ
我是法术,0.106651,unsucc
我是会长,0.335123,succ
我是混世大神棍,0.224149,succ
我是加工师,0.26361,succ
我是生物,0.088041,unsucc
我是王启年,0.232303,succ
我有一棵世界树,0.242622,succ
我在末世有套房,0.212043,succ
我在异界插个眼,0.26541,succ
我真是武道高手,0.253007,succ
我只想静静修个道,0.13671,unsucc
龌龊王座,0.184077,succ
巫魂不灭,0.252265,succ
巫临异世,0.247994,succ
巫神纪,0.244913,succ
巫师世界,0.127159,succ
巫术师,0.208178,succ
无敌宝体,0.20894,succ
无敌兑换,0.160442,succ
无敌魔画师,0.224623,succ
无敌魔尊,0.076784,unsucc
无敌升级,0.204501,succ
无敌吞噬系统,0.089786,unsucc
无敌英雄系统,0.216011,succ
无极幻圣,0.229898,succ
无极逆天诀,0.116239,unsucc
无极神咒,0.100042,unsucc
无极神主,0.09028,unsucc
无尽超维入侵,0.27526,succ
无尽丹田,0.249381,succ
无尽剑装,0.214779,succ
无尽杀戮之超神武装,0.115984,unsucc
无尽神功,0.163873,succ
无尽神器,0.257379,succ
无尽世界直播系统,0.214011,succ
无量,0.23353,succ
无量仙尊,0.108001,unsucc
无上龙脉,0.215165,succ
无上冥王,0.084169,unsucc
无上真魔,0.202571,succ
无尸之地,0.131637,unsucc
无双魂圣,0.12179,unsucc
无双卡牌升级系统,0.106994,unsucc
无双轮回,0.236143,succ
无限残说,0.216814,succ
无限打工,0.254062,succ
无限的大冒险,0.238087,succ
无限动漫录,0.230678,succ
无限动漫之天才系统,0.233299,succ
无限观察日志,0.109052,unsucc
无限幻想之行,0.1335,unsucc
无限技能,0.234492,succ
无限恐怖,0.139739,succ
无限恐怖之我的梦想,0.058049,unsucc
无限炼魂,0.209929,succ
无限炼金术师,0.251096,succ
无限冒险指南,0.236568,succ
无限内存,0.222276,succ
无限世界之我要当主神,0.125724,unsucc
无限体验人生,0.197478,succ
无限完美基因,0.109623,unsucc
无限仙武世界,0.227117,succ
无限争锋,0.226244,succ
无限之爱萌,0.228236,succ
无限之怅,0.074359,unsucc
无限之从写轮眼到轮回眼,0.233299,succ
无限之地球人的逆袭,0.197849,succ
无限之电影杀戮,0.217191,succ
无限之疯狂,0.103656,unsucc
无限之掠夺空间,0.127834,unsucc
无限之升级系统,0.221568,succ
无限之心域,0.145073,unsucc
无限之血统,0.222369,succ
无限制穿越季,0.269368,succ
无限制法师,0.101375,unsucc
无邪破天,0.134649,unsucc
吾辈主浮沉,0.1052,unsucc
五行元灵决,0.097512,unsucc
伍天,0.075561,unsucc
武当传人在异界,0.221224,succ
武道丹魂,0.097441,unsucc
武道天心,0.198285,succ
武道系统之草民崛起,0.217706,succ
武道侠尊,0.122951,unsucc
武道仙农,0.257975,succ
武道之无尽轮回,0.246813,succ
武道宗师,0.226503,succ
武帝丹神,0.226642,succ
武帝皇者,0.112757,unsucc
武帝战神,0.107013,unsucc
武动乾坤,0.190213,succ
武动天河,0.22659,succ
武遁,0.196701,succ
武法无天,0.175038,succ
武皇屠天,0.246874,succ
武极巅峰,0.225004,succ
武极天下,0.217703,succ
武极宗师,0.208886,succ
武破九虚,0.102582,unsucc
武神,0.176399,succ
武神空间,0.18657,succ
武神无敌,0.212477,succ
武碎虚空,0.210132,succ
武王,0.175705,succ
武侠世界大穿越,0.287107,succ
武侠系统狩末世,0.207254,succ
武阳,0.118832,unsucc
武者唯尊,0.109032,unsucc
武尊道,0.152064,succ
悟空看私聊,0.265253,succ
系统供应商,0.245372,succ
仙尘万里,0.081032,unsucc
仙道炼心,0.226862,succ
仙鼎煅神,0.231036,succ
仙凡恩仇,0.124857,unsucc
仙甲时代,0.114335,unsucc
仙魔大红楼,0.230957,succ
仙武戒,0.219221,succ
仙武圣皇,0.111702,unsucc
仙武世界大穿越,0.228914,succ
仙武世界大反派,0.22793,succ
仙游乱世,0.117358,unsucc
仙之雇佣军,0.167685,succ
仙之机甲,0.212985,succ
仙宗大魔头,0.222889,succ
现代赖布衣传说系列,0.263933,succ
现实副本攻略指南,0.18963,succ
献祭序列,0.102934,unsucc
逍遥小邪仙,0.273762,succ
小兵传奇,0.122352,succ
小修行,0.199709,succ
邪帝之龙域,0.066543,unsucc
邪恶净化,0.211009,succ
邪君荡幻世,0.098127,unsucc
邪魔导,0.203112,succ
邪神传说,0.188876,succ
邪神再现,0.08833,unsucc
邪仙无敌,0.119753,unsucc
械王异世传,0.100306,unsucc
心灵魔师在异世,0.273586,succ
心途记,0.106037,unsucc
心武世界,0.104642,unsucc
新风领地,0.184153,succ
新喜剧之王,0.288718,succ
新终结者,0.092355,unsucc
信仰大爆炸,0.195805,succ
信仰封神,0.210924,succ
信仰诸天,0.217105,succ
星爆,0.213764,succ
星辰万古,0.113497,unsucc
星辰邪君,0.127588,unsucc
星海领主,0.235791,succ
星河霸血,0.24691,succ
星河步兵,0.223617,succ
星河帝国,0.246465,succ
星河斗士,0.243774,succ
星河贵族,0.255849,succ
星河殇,0.120892,unsucc
星河巫妖,0.229349,succ
星河武帝,0.245716,succ
星河主宰,0.179983,succ
星痕,0.219999,succ
星级猎人,0.243073,succ
星际传承,0.202468,succ
星际盗墓,0.223267,succ
星际农场主,0.226296,succ
星际农民,0.212201,succ
星际乞丐,0.159593,succ
星际神化,0.264244,succ
星际拾荒集团,0.233359,succ
星际士兵异界游,0.203341,succ
星际水世界,0.11937,unsucc
星际通信兵,0.123487,unsucc
星际武士之其一,0.120714,unsucc
星际仙途,0.251897,succ
星际修士,0.195496,succ
星际游轮,0.228421,succ
星际之海盗传奇,0.197868,succ
星际之死神传奇,0.210654,succ
星际之亡灵帝国,0.230466,succ
星甲狂潮,0.106794,unsucc
星劫始末,0.125164,unsucc
星界王者,0.101484,unsucc
星界游民,0.24731,succ
星空第一害虫,0.218903,succ
星空统治者,0.225475,succ
星空亚瑟王,0.127922,unsucc
星空战纪,0.144845,succ
星墓,0.248004,succ
星穹君王,0.273917,succ
星球逃亡,0.177559,succ
星群,0.173423,succ
星使苏灵,0.13849,unsucc
星兽王,0.226288,succ
星碎时空,0.255596,succ
星武通神,0.183589,succ
星武战神,0.199112,succ
星宇狂尊,0.100495,unsucc
星域冒险王,0.116365,unsucc
星月幻界,0.224471,succ
星战士,0.240426,succ
星之海洋,0.282219,succ
猩红崛起,0.186264,succ
兴途,0.118447,unsucc
凶兽奔腾,0.140733,unsucc
凶星,0.166304,succ
雄霸蛮荒,0.278091,succ
雄霸天下,0.208635,succ
修晶,0.258223,succ
修罗之传奇神话,0.12076,unsucc
修仙无限,0.125843,unsucc
修真四万年,0.289905,succ
修真之神迹大陆,0.1378,unsucc
宿命之谜,0.22051,succ
宿主大人,0.117685,unsucc
宿主请留步,0.22703,succ
虚界战线,0.134352,unsucc
虚空的诵曲,0.112484,unsucc
虚拟战士,0.249332,succ
虚实进化,0.182101,succ
虚天鬼戒,0.141499,unsucc
墟古圣帝,0.105679,unsucc
许我覆天,0.136334,unsucc
玄霸九天,0.206555,succ
玄岛,0.072064,unsucc
玄界巨星,0.135394,unsucc
玄空至尊,0.165531,unsucc
玄门道教,0.340426,succ
玄天邪尊,0.210311,succ
玄问仙道,0.12963,unsucc
玄武战尊,0.286476,succ
玄中悍武行,0.078536,unsucc
雪炎大陆,0.135678,unsucc
血符,0.260977,succ
血色重归,0.112185,unsucc
血弑乾坤,0.113295,unsucc
血源进化,0.120695,unsucc
血战劫难,0.104603,unsucc
寻龙天师,0.252305,succ
寻找之傲啸九州,0.105325,unsucc
寻真幻想时空,0.114999,unsucc
妖弓,0.200996,succ
妖界娱乐圈,0.106531,unsucc
妖灵天帝,0.105761,unsucc
妖魔封印,0.212905,succ
妖魔战神,0.211465,succ
妖孽崛起录,0.232472,succ
妖神,0.229725,succ
妖族,0.237811,succ
药神,0.218511,succ
药王,0.203842,succ
药武剑神,0.104535,unsucc
药阵图,0.136083,unsucc
要你命三千,0.108293,unsucc
耀武扬威,0.230822,succ
一刀劈开生死路,0.21302,succ
一等位面商人,0.220483,succ
一鼎成神,0.12815,unsucc
一卦问天,0.24853,succ
一剑凌尘,0.214351,succ
一剑缥缈,0.107913,unsucc
一剑指天涯,0.119065,unsucc
一命天涯,0.121911,unsucc
一墓梧桐,0.112615,unsucc
一拳皇者,0.163285,succ
一人的无限恐怖,0.21911,succ
一世之尊,0.234997,succ
一书封神,0.222102,succ
一睡万年,0.244948,succ
一袭黑袍,0.123739,unsucc
一言震天,0.086297,unsucc
一眼超越,0.25388,succ
一阵天下,0.096237,unsucc
一只scp173的日常,0.123857,unsucc
伊颂,0.085043,unsucc
医狂天下,0.190523,succ
移动藏经阁,0.222512,succ
遗忘之境,0.101221,unsucc
异常生物笔记,0.098751,unsucc
异常生物见闻录,0.202718,succ
异度恶魔空间,0.210518,succ
异界百变,0.243824,succ
异界暴徒,0.22698,succ
异界财神之以财入道,0.239718,succ
异界超级学徒,0.119602,unsucc
异界成神记,0.244789,succ
异界创世纪,0.206505,succ
异界大贤者,0.232185,succ
异界大宗师,0.233893,succ
异界代码,0.219202,succ
异界导师,0.209766,succ
异界法神,0.24176,succ
异界功法推广大师,0.207504,succ
异界九死神功,0.215484,succ
异界狂暴升级,0.121364,unsucc
异界狂兵,0.115278,unsucc
异界流浪之游荡天下,0.189366,unsucc
异界龙腾,0.234276,succ
异界吕布之最强龙骑,0.278506,succ
异界霓虹,0.122243,unsucc
异界烧饼店,0.270367,succ
异界神捕,0.117055,unsucc
异界生活助理神,0.252896,succ
异界圣骑士,0.254929,succ
异界兽帝,0.233446,succ
异界兽医,0.256257,succ
异界衰神,0.253321,succ
异界瞬发法神,0.220018,succ
异界太极眼,0.275605,succ
异界天书,0.169677,succ
异界天庭,0.216986,succ
异界仙莲,0.220706,succ
异界逍遥剑神,0.09571,unsucc
异界修神传奇,0.252694,succ
异界血神,0.231643,succ
异界炎黄至尊,0.116991,unsucc
异界易筋经,0.281543,succ
异界之北冥神功,0.207413,succ
异界之风生水起,0.199674,succ
异界之复制专家,0.22928,succ
异界之光脑威龙,0.214702,succ
异界之机关大师,0.196923,succ
异界之极品奶爸,0.194551,succ
异界之科技大时代,0.224315,succ
异界之少林魔纹师,0.237148,succ
异界之世外高人,0.227751,succ
异界之随机召唤,0.232375,succ
异界之纨绔子弟,0.169377,succ
异界之唯武独尊,0.243547,succ
异界之无所不能,0.203089,succ
异界之仙武者传奇,0.189611,succ
异界之最强老爸,0.258682,succ
异界重生之剑皇,0.202472,succ
异灵大鳄,0.184656,succ
异时空纵横三国梦,0.254496,succ
异世傲天,0.28621,succ
异世道魔斗,0.110479,unsucc
异世豆兵,0.200579,succ
异世界的美食家,0.201834,succ
异世界的魔王大人,0.181891,succ
异世界生物收录计划,0.107059,unsucc
异世界之遨游天下,0.112146,unsucc
异世神话传奇,0.213976,succ
异世为僧,0.227061,succ
异世五好家庭,0.213078,succ
异世武魔,0.090675,unsucc
异世邪君,0.245887,succ
异世药皇,0.211855,succ
异世药神,0.209798,succ
异世医仙,0.204957,succ
异世之草药人生,0.236501,succ
异世之虫族无敌,0.198785,succ
异世之恶霸至尊,0.273304,succ
异世之恶魔降临,0.214803,succ
异世之功夫之王,0.19399,succ
异世之古武圣皇,0.251372,succ
异世之古武修魔,0.192395,succ
异世之横行天下,0.206897,succ
异世之机械公敌,0.27631,succ
异世之技能至尊,0.185999,succ
异世之炼器专家,0.222766,succ
异世之牛头虫王,0.230519,succ
异世之杀猪悍匠,0.136609,succ
异世之铁血枭雄,0.193827,succ
异世之屠龙传奇,0.261036,succ
异世之吞天噬地,0.066526,unsucc
异世之无上大道,0.220726,succ
异世之召唤文臣猛将,0.214422,succ
异乡口福,0.254002,succ
异星虫族,0.178645,succ
阴沉阳浮,0.094511,unsucc
阴阳师异界游,0.224159,succ
阴阳永生,0.098386,unsucc
银河称霸指南,0.233808,succ
银河争霸战,0.235698,succ
银河征战录,0.183131,succ
印术师,0.09551,unsucc
英雄联盟之传奇法师,0.109166,unsucc
英雄联盟之绝世战尊,0.097623,unsucc
英雄信条,0.258936,succ
影视会员大穿越,0.240405,succ
影视世界大抽奖,0.201076,succ
永归不朽,0.217641,succ
永恒垂钓,0.109018,unsucc
永恒天帝,0.180655,succ
永恒与自由,0.097036,unsucc
永恒之心,0.250529,succ
永将,0.13281,unsucc
勇者之师,0.200624,succ
悠闲天尊,0.105574,unsucc
游方道士,0.289583,succ
游走在诸天万界的普通人,0.124084,unsucc
有扇通往地下城的门,0.265417,succ
有我无敌,0.272505,succ
有无道与无瑕剑,0.064304,unsucc
娱乐无限大逃杀,0.108709,unsucc
颙嗣帝国,0.168452,unsucc
与命运过招,0.131987,unsucc
宇宙的边缘世界,0.255903,succ
宇宙脑海,0.275049,succ
羽凰系统,0.101986,unsucc
玉开乾坤,0.107205,unsucc
浴火焚神,0.266872,succ
欲行妖途,0.140772,unsucc
御道,0.199538,succ
御道宗师,0.209472,succ
御风,0.237108,succ
御妖至尊,0.269073,succ
元界战纪,0.113202,unsucc
元素神帝,0.10309,unsucc
元武天下,0.091168,unsucc
原来我是鲲,0.088681,unsucc
猿女,0.106181,unsucc
远古的异界,0.1217,unsucc
月劫纪元,0.117267,unsucc
月下狼,0.133409,unsucc
越途,0.148383,unsucc
殒身成魔之灭世修罗,0.108117,unsucc
杂鱼,0.167567,succ
灾厄降临,0.22217,succ
再生在机甲帝国,0.227317,succ
再世魔导,0.217916,succ
在美漫当扛把子的那些年,0.147883,unsucc
葬天人,0.093279,unsucc
造化炼体决,0.209727,succ
造化天君,0.122229,unsucc
贼难自禁,0.23969,succ
贼之法师,0.256647,succ
宅男也要当个创世神,0.104331,unsucc
宅系神魂与心机女皇,0.218943,succ
旃檀香,0.145831,unsucc
占领诸天,0.138921,unsucc
战神变,0.208918,succ
战神空间,0.228208,succ
战术天才,0.239449,succ
战天,0.190181,succ
战武之境,0.118028,unsucc
张三丰异界游,0.223065,succ
长生界,0.286421,succ
掌控生命,0.167017,succ
掌控诸神,0.12113,unsucc
掌御星辰,0.222528,succ
掌中星际,0.239112,succ
掌诸天,0.160349,unsucc
召唤福利系统,0.112825,unsucc
召唤红警,0.224113,succ
召唤魔兽英雄,0.314052,succ
召唤千军,0.216636,succ
召唤天骄,0.244748,succ
召唤万岁,0.215847,succ
这是个角色扮演游戏,0.22423,succ
这是我的武侠,0.089779,unsucc
真科技无双,0.196167,succ
真理大帝,0.231703,succ
真理之门,0.255337,succ
真龙王座,0.217356,succ
真相堕落,0.24059,succ
征战五千年,0.262571,succ
正魔纪,0.125988,unsucc
证帝系统,0.206121,succ
挣扎在恐怖世界,0.085652,unsucc
只有我知道的世界,0.230277,succ
知识改变异界,0.236907,succ
执剑凌霄,0.104071,unsucc
执掌轮回,0.104314,unsucc
植物大领主,0.237831,succ
植祖,0.231954,succ
殖装,0.213244,succ
至道帝尊,0.127349,unsucc
至强帝君,0.116771,unsucc
至强战帝,0.147193,unsucc
至尊机甲,0.249247,succ
至尊箭神,0.258079,succ
至尊奇迹,0.205425,succ
至尊荣耀武帝,0.097343,unsucc
至尊无赖,0.222494,succ
至尊战灵系统,0.115961,unsucc
质量效应：疑云,0.120928,unsucc
致命武力之新世界,0.244601,succ
秩序之印,0.277742,succ
秩序之争：光与暗,0.131434,unsucc
中国铁匠在异界,0.231159,succ
终极传承,0.216158,succ
终极技艺,0.258109,succ
终极进化,0.130376,unsucc
终极神道,0.203165,succ
终极网络神豪,0.0952,unsucc
终焉领主,0.15835,succ
众神殿堂,0.258821,succ
众神空间,0.250336,succ
众香国与山海经,0.256323,succ
重返梦魇,0.112585,unsucc
重建文明,0.165508,succ
重金属外壳,0.268121,succ
重卡战车在末世,0.231774,succ
重练葵花,0.191253,succ
重启末世,0.22027,succ
重生：小小杀手闯末世,0.129084,unsucc
重生成天道,0.109244,unsucc
重生精灵大陆游,0.267588,succ
重生亡灵天下,0.230076,succ
重生西游之大唐皇族,0.228904,succ
重生在杀戮空间,0.24432,succ
重生在异界,0.213086,succ
重生之百将图,0.251285,succ
重生之被坑成神,0.165732,unsucc
重生之超级战舰,0.231351,succ
重生之篡神,0.179554,succ
重生之恶灵丛生草稿版,0.128454,unsucc
重生之封魔传奇,0.282445,succ
重生之机甲时代,0.281064,succ
重生之九尾凶猫,0.191402,succ
重生之末世纪元,0.101759,unsucc
重生之聂小倩,0.291403,succ
重生之文明杀戮,0.103747,unsucc
重生之真仙传承,0.114048,unsucc
重生之最强法师,0.230731,succ
重生做赵祯,0.116721,unsucc
重装突击,0.236606,succ
朱雀记,0.186413,succ
侏罗记,0.212467,succ
诛天图,0.200523,succ
诛仙神尊,0.212321,succ
诸葛孔明纵横异界,0.264811,succ
诸神年代,0.126079,unsucc
诸神十二乐章,0.177295,succ
诸神学徒,0.217992,succ
诸天,0.249711,succ
诸天灵帝,0.115662,unsucc
诸天十道,0.230303,succ
诸天万界大穿越,0.264931,succ
诸天万界的掠夺者,0.226976,succ
诸天仙武,0.235396,succ
逐神时空,0.045875,unsucc
主角猎杀者,0.263604,succ
主角你别死,0.114757,unsucc
主宰之王,0.252289,succ
紫川,0.278822,succ
紫水晶夜曲,0.193638,succ
紫心传说,0.213481,succ
自由行者,0.088473,unsucc
自制武器,0.195462,succ
纵恒六界,0.108188,unsucc
纵横九陆,0.089298,unsucc
纵横时空位面,0.148162,unsucc
纵剑天下,0.258836,succ
走上巅峰,0.19105,succ
走向光明,0.193547,succ
最后的地球公民,0.228997,succ
最后人类,0.184306,succ
最牛圣人系统,0.12247,unsucc
最强的系统,0.213403,succ
最强开挂技师,0.104436,unsucc
最强客卿,0.266112,succ
最强狂暴神帝系统,0.145953,unsucc
最强两界至尊,0.110083,unsucc
最强孽妖唐僧,0.134867,unsucc
最强丧尸传说,0.230733,succ
最强杀手系统,0.222747,succ
最强星际时代,0.104592,unsucc
最散仙,0.198832,succ
最丧尸,0.226703,succ
最唐门,0.271972,succ
最终猎杀,0.226203,succ
最终杀场,0.231259,succ
最终之暗黑进化,0.092917,unsucc
最终之旅,0.221577,succ
左手仙缘,0.141043,succ
