@relation pima_diabetes
@attribute '规则1' numeric
@attribute '规则2' numeric
@attribute '规则3' numeric
@attribute '规则4' numeric
@attribute '规则5' numeric
@attribute '规则6' numeric
@attribute '规则7' numeric
@attribute '规则8' numeric
@attribute '规则9' numeric
@attribute '规则10' numeric
@attribute '规则11' numeric
@attribute '规则12' numeric
@attribute '规则13' numeric
@attribute '规则14' numeric
@attribute '规则15' numeric
@attribute '规则16' numeric
@attribute '规则17' numeric
@attribute '规则18' numeric
@attribute 'class' { unsucc, succ}
@data
0.055272,0.061861,0.05433,0.0273,0.028779,0.040613,0.021517,0.021382,0.017214,0.019903,0.023938,0.0195,0.019634,0.009145,0.011834,0.012641,0.016272,0.013583,succ
0.05349,0.045589,0.043895,0.032796,0.036182,0.02201,0.028469,0.026776,0.022261,0.023265,0.016931,0.018185,0.01668,0.010848,0.019251,0.01875,0.015175,0.012542,unsucc
0.000123,0.000123,0.000123,0.000123,0.000123,0.037311,0.000123,0.000123,0.000123,0.000123,0.024628,0.020195,0.02512,0.007019,0.014161,0.017362,0.000123,0.010344,succ
0.058673,0.048921,0.047962,0.030695,0.027658,0.029257,0.022702,0.029896,0.023341,0.032134,0.022382,0.008633,0.013749,0.01311,0.013269,0.018225,0.014708,0.015827,succ
0.072531,0.045076,0.048354,0.032782,0.032578,0.020899,0.033465,0.027592,0.02568,0.026636,0.016664,0.019123,0.017757,0.012293,0.019123,0.018304,0.010927,0.011201,unsucc
0.062734,0.047051,0.043858,0.040666,0.02762,0.02415,0.024566,0.024289,0.026787,0.020541,0.021652,0.015822,0.013602,0.01152,0.015961,0.012075,0.013046,0.014296,succ
0.064301,0.048283,0.045056,0.036644,0.044941,0.024545,0.038142,0.03192,0.025121,0.025006,0.017055,0.025006,0.024891,0.013137,0.021318,0.022701,0.014635,0.015557,succ
0.060979,0.058867,0.054645,0.03465,0.028068,0.033905,0.021361,0.027695,0.022479,0.022851,0.022851,0.019498,0.016518,0.012419,0.012171,0.010556,0.01304,0.020616,succ
0.052723,0.054118,0.05037,0.028061,0.031198,0.02658,0.02841,0.021089,0.019608,0.019346,0.017865,0.020044,0.017691,0.009325,0.016209,0.016906,0.013682,0.014553,unsucc
0.054866,0.049992,0.047634,0.032542,0.029398,0.033957,0.024367,0.02311,0.023896,0.019022,0.019179,0.016035,0.02028,0.012105,0.015564,0.01462,0.011476,0.012577,succ
0.05934,0.051453,0.047773,0.028544,0.040261,0.030271,0.033726,0.023736,0.021633,0.021483,0.017351,0.024262,0.023886,0.009915,0.01615,0.016675,0.011868,0.015999,unsucc
0.05992,0.055735,0.054784,0.039376,0.030055,0.032528,0.024348,0.018071,0.022256,0.013886,0.026441,0.021115,0.018642,0.00875,0.019403,0.016169,0.020734,0.011794,succ
0.053741,0.057983,0.056852,0.03083,0.038184,0.044124,0.030689,0.018951,0.017254,0.016405,0.023335,0.02489,0.022769,0.0099,0.019092,0.016122,0.014991,0.015415,succ
