@relation pima_diabetes
@attribute 'daici' numeric
@attribute 'dongci' numeric
@attribute 'renming' numeric
@attribute 'mingci' numeric
@attribute 'zhuci' numeric
@attribute 'shijianmingci' numeric
@attribute 'jieci' numeric
@attribute 'gantanci' numeric
@attribute 'fangweimingci' numeric
@attribute 'shuci' numeric
@attribute 'fuci' numeric
@attribute 'xiyu' numeric
@attribute 'biaodian' numeric
@attribute 'xingrongci' numeric
@attribute 'juzishu' numeric
@attribute 'tingdunshu' numeric
@attribute 'juziposuidu' numeric
@attribute 'class' { unsucc, succ}
@data
1.537239325,4.223435948,0.538232373,4.088381331,1.996027805,0.13306852,3.834160874,0.025819265,0.369414101,0.7040715,2.095332671,0.180734856,3.236345581,0.722939424,1007,2527,2.509433962,succ
1.202839757,4.578093306,0.286004057,7.200811359,2.754563895,0.156186613,3.306288032,0.012170385,0.673427992,0.969574037,2.184584178,0.172413793,2.288032454,1.06693712,986,1940,1.967545639,unsucc
1.363013699,4.865753425,0.601369863,4.565753425,2.602739726,0.224657534,4.526027397,0.030136986,0.389041096,0.636986301,2.508219178,0.232876712,3.935616438,0.930136986,1460,4358,2.984931507,unsucc
1.96013289,5.441860465,0.50166113,4.179401993,2.485049834,0.141196013,5.330564784,0.029900332,0.352159468,0.857142857,2.574750831,0.274086379,4.73255814,1.096345515,1204,4400,3.65448505,unsucc
1.145228216,3.883817427,0.133817427,3.977178423,1.332987552,0.209543568,3.756224066,0.005186722,0.31846473,0.660788382,1.924273859,0.27593361,3.304979253,0.644190871,964,2843,2.949170124,succ
1.624484182,5.499312242,0.524071527,5.462173315,2.700137552,0.180192572,5.18431912,0.012379642,0.499312242,1.096286107,3.115543329,0.368638239,4.440165062,1.25997249,727,2661,3.660247593,succ
1.1272,3.0192,0.3712,2.8528,1.4752,0.1496,2.7648,0.0176,0.2448,0.3824,1.536,0.16,2.3784,0.5696,2500,4576,1.8304,unsucc
0.970786517,4.076404494,0.44494382,3.346067416,1.925842697,0.173033708,3.343820225,0.034831461,0.294382022,0.77752809,2.008988764,0.142696629,2.806741573,0.773033708,1780,3914,2.198876404,unsucc
1.205254516,5.091954023,0.0591133,3.67816092,2.384236453,0.170771757,4.26272578,0.009852217,0.418719212,0.929392447,2.763546798,0.228243021,3.784893268,0.952380952,1218,3944,3.238095238,unsucc
1.518910741,3.813918306,0.270801815,3.438729198,1.856278366,0.143721634,3.511346445,0.028744327,0.266263238,0.641452345,1.939485628,0.148260212,3.004538578,0.639939486,1322,3032,2.293494705,unsucc
1.258116883,5.76461039,0.555194805,5.350649351,1.743506494,0.186688312,4.446428571,0.011363636,0.545454545,0.743506494,3.232142857,0.220779221,3.659090909,0.826298701,1232,3450,2.800324675,unsucc
1.286398467,4.112068966,0.534482759,4.639846743,2.304597701,0.157088123,3.850574713,0.00862069,0.450191571,0.727011494,2.353448276,0.134099617,3.13697318,0.756704981,2088,5378,2.575670498,unsucc
1.36535163,4.361063465,0.569468268,4.09348199,1.859348199,0.121783877,4.138078902,0.019725557,0.295025729,0.590051458,1.82161235,0.174099485,3.624356775,0.64922813,2332,6294,2.69897084,unsucc
1.317919075,6.150289017,0.520231214,6.524084778,3.21194605,0.098265896,5.136801541,0.013487476,0.664739884,1.227360308,2.799614644,0.16955684,4.179190751,1.092485549,1038,3768,3.630057803,unsucc
1.768907563,6.203781513,0.411764706,5.756302521,2.897058824,0.18697479,6.010504202,0.016806723,0.527310924,1.151260504,2.617647059,0.197478992,5.06302521,1.340336134,952,3936,4.134453782,unsucc
2.142857143,5.842857143,0.885714286,5.042857143,3.042857143,0.20952381,5.566666667,0.114285714,0.376190476,0.885714286,2.533333333,0.180952381,4.828571429,0.985714286,420,1514,3.604761905,unsucc
1.532876712,4.308219178,0.8,4.649315068,1.691780822,0.212328767,4.446575342,0.031506849,0.398630137,0.564383562,2.075342466,0.167123288,3.875342466,0.835616438,1460,4388,3.005479452,unsucc
1.737193764,5.543429844,0.629175947,4.81403118,2.292873051,0.195991091,5.139198218,0.005567929,0.417594655,0.724944321,2.818485523,0.214922049,4.483296214,0.979955457,1796,6860,3.819599109,unsucc
0.943925234,5.012461059,0.330218069,5.781931464,2.096573209,0.121495327,5.183800623,0.015576324,0.54517134,0.822429907,2.548286604,0.255451713,4.451713396,1.146417445,642,2182,3.398753894,unsucc
1.461329715,5.036635007,0.412483039,4.590230665,2.527815468,0.276797829,4.542740841,0.039348711,0.493894166,0.906377205,2.94843962,0.179104478,3.766621438,0.982360923,1474,4800,3.256445047,unsucc
1.672672673,4.657657658,0.626126126,5.506006006,2.34984985,0.201201201,3.974474474,0.006006006,0.477477477,0.773273273,2.602102102,0.18018018,3.156156156,0.780780781,666,1801,2.704204204,succ
0.838114754,3.588114754,0.125,3.295081967,1.442622951,0.12295082,3.797131148,0.026639344,0.217213115,0.75,1.411885246,0.141393443,3.467213115,0.55942623,976,2384,2.442622951,unsucc
1.393528184,4.082463466,0.263048017,4.392484342,1.995824635,0.113778706,3.837160752,0.002087683,0.319415449,0.451983299,1.766179541,0.102296451,3.192066806,0.871607516,958,2603,2.717118998,succ
1.388289676,4.550077042,1.252696456,4.429892142,2.086286595,0.126348228,4.138674884,0.032357473,0.246533128,0.644067797,2.167950693,0.260400616,3.647149461,0.690292758,1298,3898,3.003081664,unsucc
2.518453427,5.894551845,0.402460457,5.131810193,2.079086116,0.179261863,4.801405975,0.005272408,0.444639719,0.956063269,3.177504394,0.284710018,4.059753954,1.052724077,1138,3768,3.311072056,unsucc
1.508,4.622666667,0.512,4.098666667,1.910666667,0.218666667,4.014666667,0.016,0.377333333,0.876,2.646666667,0.177333333,3.404,0.970666667,1500,4298,2.865333333,unsucc
1.988274707,5.859296482,1.006700168,6.638190955,2.365159129,0.264656616,5.787269682,0.011725293,0.61641541,0.829145729,3.293132328,0.211055276,4.857621441,1.40201005,597,2404,4.02680067,succ
1.659436009,6.193058568,0.277657267,5.932754881,3.071583514,0.190889371,5.017353579,0.017353579,0.507592191,1.112798265,3.236442516,0.175704989,4.119305857,1.160520607,922,3118,3.381778742,succ
1.664540816,4.307397959,0.645408163,4.146683673,2.265306122,0.144132653,4.160714286,0.035714286,0.253826531,0.525510204,1.947704082,0.18494898,3.604591837,0.817602041,1568,4166,2.656887755,unsucc
1.326283988,4.187311178,0.487915408,4.084592145,1.649546828,0.137462236,4.487915408,0.016616314,0.422960725,0.719033233,1.842900302,0.234138973,3.864048338,0.794561934,1324,4178,3.155589124,unsucc
1.771594203,6.073043478,0.495072464,5.815072464,2.784927536,0.258550725,5.629565217,0.023188406,0.546666667,0.950144928,3.169855072,0.513623188,4.834782609,1.186086957,3450,14622,4.23826087,unsucc
1.41283293,4.56779661,0.192493947,4.650121065,1.84503632,0.180387409,3.656174334,0.015738499,0.407990315,0.894673123,2.098062954,0.192493947,3.007263923,0.809927361,826,2030,2.457627119,succ
1.297655454,4.170234455,0.814475025,3.798165138,2.154943935,0.111111111,3.878695209,0.012232416,0.266055046,0.72069317,2.013251784,0.158002039,3.311926606,0.673802243,1962,5344,2.723751274,unsucc
3.944272446,13.25386997,1.600619195,10.43343653,5.436532508,0.504643963,9.321981424,0.07120743,0.520123839,1.325077399,5.157894737,0.377708978,8,2.46749226,646,3742,5.792569659,unsucc
1.070574163,3.467703349,0.546650718,3.520334928,1.677033493,0.137559809,3.446172249,0.013157895,0.277511962,0.586124402,1.590909091,0.135167464,3.089712919,0.821770335,1672,4222,2.525119617,unsucc
1.547169811,4.949201742,0.374455733,4.657474601,2.857764877,0.120464441,5.018867925,0.034833091,0.394775036,0.69521045,2.184325109,0.179970972,4.381712627,0.895500726,1378,4064,2.949201742,unsucc
1.390410959,6.198630137,0.668949772,6.333333333,2.547945205,0.146118721,4.844748858,0.011415525,0.705479452,1.139269406,3.484018265,0.214611872,3.853881279,0.956621005,438,1609,3.673515982,succ
1.284563758,4.702013423,0.052348993,4.920805369,2.64966443,0.143624161,4.12885906,0.033557047,0.44966443,0.676510067,2.267114094,0.177181208,3.395973154,1.013422819,745,2028,2.722147651,succ
2.013157895,5.186090226,0.522556391,4.379699248,2.652255639,0.154135338,4.845864662,0.033834586,0.332706767,0.661654135,2.270676692,0.144736842,4.203007519,0.87593985,1064,2814,2.644736842,unsucc
1.144754316,4.93625498,0.533864542,4.693227092,1.674634794,0.155378486,3.992031873,0.013280212,0.258964143,0.709163347,2.120849934,0.229747676,3.448871182,0.792828685,753,2122,2.818061089,succ
2.005128205,5.507692308,0.52991453,5.314529915,2.883760684,0.133333333,4.136752137,0.023931624,0.41025641,0.871794872,2.514529915,0.225641026,3.429059829,1.039316239,1170,3544,3.029059829,unsucc
2.098497496,6.953255426,0.913188648,6.460767947,3.228714524,0.322203673,5.866444073,0.015025042,0.434056761,1.050083472,3.185308848,0.245409015,4.884808013,1.260434057,1198,4836,4.03672788,unsucc
1.54676259,4.676258993,0.181654676,3.307553957,1.935251799,0.196043165,4.708633094,0.048561151,0.330935252,1.178057554,1.90647482,0.122302158,3.958633094,0.625899281,1112,3194,2.872302158,unsucc
2.079279279,6.156756757,0.176576577,6.10990991,3.23963964,0.448648649,5.409009009,0.014414414,0.441441441,1.147747748,2.942342342,0.38018018,4.495495495,1.082882883,1110,4146,3.735135135,unsucc
2.778461538,7.852307692,0.664615385,6.363076923,3.88,0.224615385,7,0.021538462,0.689230769,1.267692308,4.003076923,0.295384615,6.049230769,1.178461538,650,3060,4.707692308,unsucc
2.005012531,6.962406015,1.090225564,6.537593985,3.488721805,0.140350877,5.968671679,0.013784461,0.561403509,0.911027569,3.206766917,0.264411028,4.948621554,1.295739348,798,3272,4.100250627,succ
1.307539683,5.700396825,0.464285714,5.845238095,2.132936508,0.156746032,4.73015873,0.009920635,0.438492063,0.978174603,2.853174603,0.218253968,3.93452381,1.220238095,504,1669,3.311507937,succ
1.369668246,5.401263823,0.3507109,5.52764613,2.259083728,0.127962085,5.262243286,0.034755134,0.464454976,0.726698262,2.660347551,0.187993681,4.4328594,1.295418641,633,2273,3.590837283,succ
1.744429882,5.806028834,0.809960682,6.613368283,2.981651376,0.266055046,4.918741809,0.014416776,0.575360419,1.055045872,2.994757536,0.289646134,4.153342071,1.098296199,763,2652,3.475753604,succ
3.147058824,6.862745098,0.053921569,4.975490196,3.980392157,0.18627451,5.607843137,0.014705882,0.450980392,0.514705882,2.56372549,0.352941176,4.56372549,1.828431373,408,1726,4.230392157,unsucc
1.17314931,4.420326223,0.282308657,4.060225847,1.938519448,0.135508156,4.947302384,0.017565872,0.341279799,0.851944793,2.189460477,0.139272271,4.356336261,0.755332497,1594,6018,3.775407779,unsucc
1.943161634,6.401420959,0.303730018,5.452930728,2.680284192,0.195381883,5.323268206,0.021314387,0.490230906,0.857904085,3.179396092,0.285968028,4.142095915,1.056838366,1126,4024,3.573712256,unsucc
2.216450216,7.746753247,0.833333333,9.430735931,4.19047619,0.322510823,6.70995671,0.028138528,1.123376623,1.519480519,4.311688312,0.281385281,5.359307359,1.816017316,462,1296,2.805194805,succ
1.593360996,5.043568465,0.541493776,4.356846473,2.794605809,0.10373444,4.452282158,0.014522822,0.369294606,0.65560166,2.437759336,0.190871369,3.917012448,0.950207469,964,3110,3.226141079,unsucc
2.153333333,8.02,0.962222222,8.226666667,3.908888889,0.271111111,6.637777778,0.04,0.537777778,1.233333333,3.997777778,0.333333333,5.688888889,1.626666667,450,2154,4.786666667,succ
1.497247706,5.275229358,0.528440367,5.201834862,2.332110092,0.282568807,4.394495413,0.001834862,0.372477064,0.755963303,2.416513761,0.227522936,3.642201835,0.788990826,545,1640,3.009174312,succ
0.977055449,3.504780115,0.355640535,3.357552581,1.460803059,0.072657744,3.829827916,0.021032505,0.227533461,0.583173996,1.766730402,0.147227533,3.460803059,0.734225621,1046,2786,2.663479924,unsucc
1.404371585,6.202185792,0.505464481,6.142076503,2.256830601,0.215846995,5.151639344,0.006830601,0.655737705,1.066939891,3.654371585,0.457650273,4.37431694,1.06284153,1464,5768,3.93989071,unsucc
1.255785627,3.934226553,0.499390987,3.468940317,1.987819732,0.147381242,3.741778319,0.021924482,0.31546894,0.660170524,1.984165652,0.157125457,3.276492083,0.693057247,1642,4424,2.694275274,unsucc
1.34389562,4.53028891,0.496738117,4.502329916,2.262814539,0.220876048,4.351351351,0.036346692,0.395153774,0.768872321,2.303821062,0.202236719,3.877912395,0.947809879,2146,6284,2.928238583,unsucc
1.311522048,3.648648649,0.661450925,3.840682788,1.920341394,0.145092461,3.789473684,0.019914651,0.304409673,0.520625889,1.874822191,0.122332859,3.149359886,0.590327169,703,1615,2.297297297,succ
0.856950067,2.931174089,0.351551957,2.673414305,1.653846154,0.092442645,2.898785425,0.035087719,0.242240216,0.487179487,1.618083671,0.162618084,2.506747638,0.594466937,2964,6010,2.027665317,unsucc
1.95049505,5.932343234,0.320132013,4.998349835,2.448844884,0.247524752,5.605610561,0.047854785,0.468646865,0.902640264,3.01320132,0.321782178,5.01320132,1.277227723,1212,5024,4.145214521,unsucc
1.218410042,3.719665272,0.6041841,3.339748954,1.509623431,0.144769874,4.153974895,0.025941423,0.226778243,0.525523013,1.918828452,0.175732218,3.785774059,0.644351464,2390,6764,2.830125523,unsucc
1.955,5.563333333,0.741666667,5.493333333,2.435,0.22,5.336666667,0.046666667,0.5,0.913333333,3.01,0.258333333,4.601666667,0.918333333,1200,4498,3.748333333,unsucc
1.086384977,3.905164319,0.673239437,4.031924883,1.900469484,0.179342723,3.861032864,0.024413146,0.352112676,0.815023474,1.817840376,0.126760563,3.404694836,0.678873239,1065,3132,2.94084507,succ
2.130790191,7.95640327,0.828337875,8.752043597,3.457765668,0.239782016,9.261580381,0.005449591,0.738419619,1.0626703,3.645776567,0.239782016,8.133514986,1.656675749,367,1789,4.874659401,succ
1.240234375,4.66015625,0.50390625,5.19921875,1.8125,0.25390625,4.642578125,0.013671875,0.46484375,0.734375,2.66015625,0.19921875,4.072265625,0.857421875,1024,3426,3.345703125,unsucc
1.296254257,4.398410897,0.481271283,4.459704881,1.816118048,0.209988649,4.209988649,0.00908059,0.341657208,0.732122588,2.276958002,0.19523269,3.496027242,0.837684449,881,2541,2.884222474,succ
2.795737123,8.499111901,0.809946714,8.447602131,4.621669627,0.287744227,8.428063943,0.150976909,0.753108348,1.518650089,4.358792185,0.454706927,7.229129663,1.651865009,1126,6062,5.38365897,unsucc
1.349002849,5.544159544,0.39031339,5.297720798,2.015669516,0.42022792,5.535612536,0.005698006,0.477207977,0.893162393,3.148148148,0.321937322,4.881766382,0.977207977,702,2608,3.715099715,succ
1.102419355,3.523387097,0.478225806,4.00483871,1.45483871,0.1,3.925806452,0.014516129,0.348387097,0.698387097,1.721774194,0.182258065,3.45483871,0.683870968,1240,3617,2.916935484,succ
2.428093645,6.637123746,0.239130435,6.381270903,3.384615385,0.22909699,6.304347826,0.038461538,0.724080268,1.075250836,3.535117057,0.267558528,5.441471572,1.31270903,598,2609,4.362876254,succ
1.29924812,4.798496241,0.407518797,4.708270677,1.688721805,0.111278195,5.093233083,0.028571429,0.387969925,0.815037594,2,0.166917293,4.563909774,0.738345865,1330,4814,3.619548872,unsucc
1.488574538,4.001088139,0.161044614,4.295973885,2.536452666,0.128400435,3.885745375,0.013057671,0.42437432,0.589771491,2.13710555,0.165397171,3.255712731,0.74211099,919,2309,2.512513602,succ
2.032915361,6.036050157,0.763322884,5.528213166,2.663009404,0.260188088,5.335423197,0.036050157,0.4169279,0.835423197,2.833855799,0.189655172,4.63322884,1.101880878,638,2503,3.923197492,succ
2.049861496,8.049861496,1.155124654,7.944598338,4.578947368,0.44598338,7.293628809,0.019390582,0.531855956,1.376731302,4.218836565,0.229916898,6.476454294,1.620498615,361,2047,5.670360111,succ
2.030165913,5.159879336,0.610859729,4.838612368,2.419306184,0.230769231,4.917043741,0.013574661,0.404223228,0.805429864,2.989441931,0.229260935,4.099547511,1.09653092,663,2212,3.336349925,succ
2.280821918,7.607876712,1.039383562,7.258561644,2.907534247,0.292808219,6.664383562,0.018835616,0.510273973,1.179794521,3.621575342,0.303082192,5.849315068,1.285958904,584,2689,4.604452055,succ
2.127366609,6.358003442,0.34595525,6.106712565,3.561101549,0.256454389,6.022375215,0.030981067,0.690189329,0.987951807,3.888123924,0.251290878,5.13253012,1.409638554,581,2532,4.358003442,succ
1.5456621,7.703196347,1.034246575,7.970319635,2.294520548,0.324200913,7.102739726,0.02283105,0.625570776,1.445205479,3.559360731,0.381278539,6.205479452,1.438356164,438,2361,5.390410959,succ
1.560606061,5.108585859,0.255050505,4.726010101,3.547979798,0.125,4.775252525,0.034090909,0.532828283,1.23989899,2.387626263,0.136363636,4.08459596,1.231060606,792,2584,3.262626263,succ
1.020432692,3.555288462,0.227163462,3.760817308,1.481971154,0.131009615,3.740384615,0.033653846,0.349759615,0.71875,1.661057692,0.152644231,3.283653846,0.590144231,1664,4118,2.474759615,unsucc
1.645833333,5.083333333,0.625,3.625,2.25,0.0625,4.125,0.020833333,0.270833333,0.333333333,2.270833333,0.1875,3.604166667,0.520833333,96,242,2.520833333,unsucc
1.3046875,4.602864583,0.486979167,4.494791667,2.015625,0.22265625,3.649739583,0.00390625,0.397135417,0.774739583,2.27734375,0.177083333,3.141927083,0.916666667,1536,3968,2.583333333,unsucc
2.436363636,6.664646465,0.682828283,5.713131313,2.729292929,0.18989899,5.014141414,0.052525253,0.436363636,0.787878788,2.913131313,0.313131313,4.276767677,1.325252525,990,3198,3.23030303,unsucc
2.207109737,7.85935085,1.075734158,7.452859351,2.85007728,0.27202473,6.85935085,0.015455951,0.590417311,1.357032457,3.673879444,0.247295209,5.800618238,1.117465224,647,2977,4.601236476,succ
