@relation pima_diabetes
@attribute 'daici' numeric
@attribute 'dongci' numeric
@attribute 'renming' numeric
@attribute 'mingci' numeric
@attribute 'zhuci' numeric
@attribute 'shijianmingci' numeric
@attribute 'jieci' numeric
@attribute 'gantanci' numeric
@attribute 'fangweimingci' numeric
@attribute 'shuci' numeric
@attribute 'fuci' numeric
@attribute 'xiyu' numeric
@attribute 'biaodian' numeric
@attribute 'xingrongci' numeric
@attribute 'juzishu' numeric
@attribute 'juziposuidu' numeric
@attribute 'class' { unsucc, succ}
@data
1.064516129,2.785229202,0.359083192,2.267402377,1.368421053,0.095925297,2.85229202,0.014431239,0.211375212,0.409168081,1.395585739,0.101018676,2.574702886,0.549235993,2356,1.800509338,unsucc
1.344444444,4.41025641,0.217094017,3.45982906,2.303418803,0.08974359,4.995726496,0.079487179,0.338461538,0.388888889,1.903418803,0.129059829,4.44017094,0.722222222,2340,2.791452991,unsucc
1.493506494,3.947186147,0.32987013,3.379220779,1.627705628,0.106493506,3.813852814,0.014718615,0.266666667,0.492640693,1.873593074,0.12034632,3.284848485,0.697835498,2310,2.521212121,unsucc
2.030470914,4.137580794,0.010156971,2.445060018,2.314866113,0.118190212,4.270544783,0.079409049,0.27700831,0.372114497,2.067405355,0.095106187,3.922437673,0.76823638,2166,2.600184672,unsucc
1.145116279,3.326511628,0.291162791,2.59627907,1.595348837,0.070697674,3.506046512,0.024186047,0.216744186,0.370232558,1.514418605,0.191627907,3.155348837,0.577674419,2150,2.290232558,unsucc
2.482530689,6.201133144,1.017941454,5.661000944,2.885741265,0.146364495,5.118035883,0.010387158,0.492917847,0.718602455,3.31822474,0.313503305,4.245514636,0.953729934,2118,3.500472144,unsucc
0.982938389,3.34028436,0.638862559,3.122274882,1.642654028,0.113744076,3.064454976,0.015165877,0.255924171,0.381990521,1.654028436,0.146919431,2.700473934,0.508056872,2110,1.963033175,unsucc
1.655270655,3.847103514,0.264957265,2.698005698,1.804368471,0.136752137,3.227920228,0.033238367,0.209876543,0.538461538,1.913580247,0.150047483,2.86039886,0.59354226,2106,2.177587844,unsucc
1.981818182,6.561722488,0.40861244,4.994258373,2.897607656,0.3215311,4.59138756,0.019138756,0.496650718,0.775119617,2.745454545,0.155023923,3.8784689,0.937799043,2090,3.176076555,unsucc
1.288349515,4.318446602,0.285436893,4.32815534,2.245631068,0.185436893,3.748543689,0.018446602,0.438834951,0.595145631,1.940776699,0.133009709,3.137864078,0.694174757,2060,2.6,unsucc
1.308966862,3.34502924,0.610136452,3.499025341,1.68128655,0.166666667,3.384015595,0.021442495,0.243664717,0.565302144,1.552631579,0.19005848,2.977582846,0.709551657,2052,2.305068226,unsucc
1.264094955,3.572700297,0.479723046,3.443125618,1.62611276,0.130563798,3.645895153,0.021760633,0.316518299,0.689416419,1.761622156,0.106824926,3.216617211,0.78140455,2022,2.470820969,unsucc
1.124236253,3.056008147,0.346232179,2.879837067,1.425661914,0.081466395,4.050916497,0.054989817,0.16496945,0.438900204,1.489816701,0.16395112,3.770875764,0.626272912,1964,2.454175153,unsucc
1.220391349,2.996910402,0.4376931,2.618949537,1.484037075,0.142121524,2.972193615,0.019567456,0.146240989,0.462409887,1.452111226,0.178166838,2.667353244,0.682801236,1942,2.154479918,unsucc
1.23553719,5.166322314,0.114669421,4.436983471,1.140495868,0.21177686,4.509297521,0.013429752,0.332644628,0.762396694,2.274793388,0.30268595,4.080578512,0.825413223,1936,3.47107438,unsucc
1.968814969,4.553014553,0.355509356,3.856548857,2.09043659,0.163201663,4.056133056,0.023908524,0.249480249,0.69022869,2.274428274,0.154885655,3.43035343,0.69022869,1924,2.645530146,unsucc
0.7455683,2.954118874,0.479666319,2.947862357,1.29092805,0.095933264,3.210636079,0.011470282,0.192909281,0.744525547,1.148070907,0.090719499,2.886339937,0.441084463,1918,2.205422315,unsucc
1.39748954,3.712343096,0.209205021,3.137029289,1.588912134,0.259414226,3.771966527,0.048117155,0.248953975,0.508368201,1.844142259,0.215481172,3.414225941,0.662133891,1912,2.712343096,unsucc
1.387539599,3.701161563,0.529039071,3.577613516,1.858500528,0.087645195,3.73812038,0.040126716,0.256599789,0.50686378,1.538542767,0.121436114,3.370644139,0.648363252,1894,2.43189018,unsucc
1.78012685,3.828752643,0.226215645,2.978858351,1.773784355,0.157505285,3.755813953,0.040169133,0.26744186,0.345665962,1.554968288,0.137420719,3.22832981,0.645877378,1892,2.38372093,unsucc
1.132897603,4.325708061,0.547930283,4.119825708,1.730936819,0.098039216,3.859477124,0.016339869,0.352941176,0.59912854,2.061002179,0.184095861,3.394335512,0.778867102,1836,2.868191721,unsucc
1.087336245,3.444323144,0.39628821,2.93558952,1.755458515,0.222707424,3.06768559,0.042576419,0.334061135,0.560043668,1.743449782,0.111353712,2.647379913,0.516375546,1832,2.251091703,unsucc
1.126775956,3.405464481,0.275409836,2.863387978,1.757377049,0.09726776,3.300546448,0.033879781,0.253551913,0.421857923,1.673224044,0.147540984,2.877595628,0.643715847,1830,2.015300546,unsucc
1.420591457,3.537787514,0.406352683,2.967141292,1.487404162,0.180722892,3.488499452,0.049288061,0.232201533,0.421686747,1.582694414,0.107338445,3.070098576,0.531215772,1826,2.279299014,unsucc
1.285714286,3.326373626,0.215384615,2.778021978,1.850549451,0.107692308,4.353846154,0.047252747,0.196703297,0.496703297,1.267032967,0.120879121,3.965934066,0.584615385,1820,2.586813187,unsucc
1.348066298,3.447513812,0.33480663,3.015469613,1.424309392,0.137016575,3.437569061,0.014364641,0.175690608,0.570165746,1.733701657,0.104972376,3.098342541,0.735911602,1810,2.365745856,unsucc
1.782945736,5.042081949,0.73089701,4.281284607,2.263565891,0.275747508,4.743078627,0.026578073,0.310077519,0.604651163,2.65559247,0.400885936,4.194905869,0.952380952,1806,3.272425249,unsucc
1.459579181,4.004429679,0.606866002,4.047619048,1.903654485,0.141749723,4.493909192,0.025470653,0.305647841,0.818383167,1.890365449,0.138427464,3.983388704,0.776301218,1806,2.700996678,unsucc
