0.034304,0.051936,0.045228,0.031046,0.035646,0.037179,0.021464,0.012265,0.012265,0.016673,0.021464,0.022997,0.027405,0.004025,0.000192,0,0.016865,0.01514,succ
0.059348,0.047062,0.042207,0.029426,0.028436,0.024869,0.028436,0.027346,0.025661,0.02041,0.016348,0.016843,0.016843,0.00218,0,0,0.01833,0.014366,succ
0.053681,0.048283,0.039586,0.033888,0.035088,0.02849,0.023842,0.02879,0.022942,0.019193,0.021592,0.018444,0.019643,0.002099,0.000314,0.00015,0.015295,0.017094,succ
0.056578,0.049003,0.041583,0.040346,0.037873,0.030453,0.026743,0.025352,0.020405,0.027516,0.024733,0.017932,0.018395,0.002783,0.000164,0.000164,0.013603,0.017313,succ
0.000164,0.000164,0.000164,0.000164,0.000164,0.04224,0.000164,0.000164,0.000164,0.000164,0.020138,0.01981,0.018664,0.003274,0.000164,0.000164,0.01539,0.015226,succ
0.051435,0.051121,0.04714,0.033103,0.030903,0.025246,0.023989,0.000105,0.000105,0.023046,0.022103,0.017809,0.017913,0.003457,0.000314,0.000105,0.017389,0.017075,succ
0.071201,0.04473,0.042647,0.03701,0.03223,0.017892,0.027819,0.027574,0.03125,0.027941,0.020588,0.011887,0.014338,0.001471,0.000245,0.000123,0.016544,0.016544,succ
0.050744,0.051928,0.043302,0.027233,0.031631,0.025372,0.023004,0.025203,0.023512,0.018775,0.020298,0.019959,0.023004,0.004567,0.000127,0.000338,0.014208,0.014208,succ
0.059566,0.044576,0.042801,0.03787,0.03432,0.025049,0.029586,0.026627,0.024063,0.025444,0.02288,0.014398,0.016568,0.001775,0.000143,0.000197,0.020118,0.017554,succ
0.0532,0.052779,0.04941,0.035373,0.029057,0.03804,0.024144,0.022179,0.019792,0.024003,0.020775,0.024144,0.021056,0.002386,0.000137,0.000128,0.016143,0.017687,succ
0.060246,0.048791,0.046387,0.033517,0.033517,0.021355,0.027719,0.025315,0.023052,0.022628,0.016546,0.021213,0.019092,0.00495,0.000138,0.000141,0.014708,0.017819,succ
0.040772,0.060859,0.0535,0.015712,0.028441,0.048329,0.025855,0.012132,0.010143,0.009547,0.014916,0.021082,0.026253,0.004375,0.000128,0.000128,0.011734,0.008552,succ
0.044581,0.06697,0.05211,0.019814,0.035863,0.042996,0.027541,0.015851,0.012285,0.014662,0.014068,0.02873,0.025758,0.004755,0.000128,0.000128,0.013671,0.012879,succ
0.055969,0.051502,0.053487,0.031521,0.03177,0.034748,0.024324,0.000124,0.000124,0.015637,0.024944,0.023579,0.023083,0.004468,0.000124,0.000128,0.013651,0.015885,succ
