@relation pima_diabetes
@attribute '规则1' numeric
@attribute '规则2' numeric
@attribute '规则3' numeric
@attribute '规则4' numeric
@attribute '规则5' numeric
@attribute '规则6' numeric
@attribute '规则7' numeric
@attribute '规则8' numeric
@attribute '规则9' numeric
@attribute '规则10' numeric
@attribute '规则11' numeric
@attribute '规则12' numeric
@attribute '规则13' numeric
@attribute '规则14' numeric
@attribute '规则15' numeric
@attribute '规则16' numeric
@attribute '规则17' numeric
@attribute '规则18' numeric
@attribute 'class' { unsucc, succ}
@data
0.052082,0.051556,0.044805,0.032793,0.034283,0.028058,0.02797,0.025778,0.019553,0.022709,0.018764,0.01929,0.01929,0.016221,0.017448,0.011223,0.007453,0.016747,unsucc
0.054873,0.049459,0.047995,7.30E-05,0.029412,0.026339,7.30E-05,0.021803,0.022095,0.017267,7.30E-05,0.016096,7.30E-05,7.30E-05,7.30E-05,0.011999,0.004536,0.018437,unsucc
0.061189,0.000158,0.000158,0.032329,0.030121,0.000158,0.026021,0.029648,0.02744,0.017821,0.000158,0.000158,0.000158,0.017505,0.017821,0.000158,0.000158,0.014193,succ
0.066984,0.060089,0.065835,0.035462,0.036119,0.037104,0.032179,0.018716,0.013627,0.023313,0.026925,0.025776,0.025447,0.016089,0.014119,0.010179,0.004433,0.013298,succ
0.047977,0.050006,0.042607,0.03461,0.031746,0.03461,0.025659,0.020528,0.016828,0.018499,0.019811,0.025659,0.020886,0.018379,0.019095,0.016708,0.005967,0.013725,succ
0.05712,0.044593,0.045627,0.035053,0.031261,0.02494,0.026549,0.032065,0.028502,0.02109,0.015286,0.018963,0.017469,0.01655,0.01563,0.010918,0.007815,0.013447,unsucc
0.000121,0.000121,0.000121,0.000121,0.000121,0.02171,0.000121,0.000121,0.000121,0.000121,0.018072,0.018557,0.016495,0.015646,0.014676,0.009218,0.003275,0.000121,succ
0.059635,0.051249,0.044912,0.03634,0.035594,0.029631,0.029258,0.031308,0.022549,0.029445,0.018636,0.018263,0.017704,0.025531,0.02404,0.007268,0.003168,0.013045,succ
0.047833,0.043158,0.042259,0.024816,0.037763,0.023917,0.02032,0.00018,0.00018,0.021579,0.016724,0.017443,0.012947,0.017443,0.016903,0.011509,0.008811,0.019241,succ
0.035449,0.046884,0.04574,0.046312,0.024014,0.038308,0.032018,0.037736,0.04574,0.016009,0.024585,0.020583,0.01944,0.018296,0.020583,0.004574,0.001144,0.006289,unsucc
0.061097,0.056443,0.049767,0.039045,0.033583,0.032571,0.024884,0.029132,0.0263,0.021647,0.017196,0.021849,0.02104,0.014161,0.016185,0.009306,0.00526,0.011531,unsucc
0.056667,0.042901,0.040179,0.037938,0.029934,0.023211,0.030895,0.021931,0.01985,0.02097,0.015848,0.015848,0.019209,0.02049,0.018409,0.008324,0.004802,0.012006,succ
