小说名,r,v,nh,n,u,nt,p,e,nd,m,d,i,wp,a,句子数,停顿数,句子破碎度,Success,小说名,PU，,PU。,DEG的,DEC的,AS了,CD一,VC是,PU“,PU”,PN他,AD不,P在,AD就,M个,DT这,AD也,PU！,AD都,VE有,PN我,PN你,SP了,NN人,PN自己,AS着,PU？,CD三,PU：,AD还,VV能,CC和,DEV的,LC中,VV看,CD两,DT这个,PU…,VV会,LC上,LC里,PN这,NN余晖,VV说,VV要,VV藏,PU、,LC后,AD又,NR唐,AD但,SP的,BA把,VV让,P从,M种,VV到,AD已经,P对,SB被,NR彭怿辰,AD很,VV可以,AD才,AD再,DT那,CD九,VV来,M次,NN世界,AD不过,PN他们,VV去,VV起来,DT什么,AD却,SP啊,VV祝,AD只,VE没有,NT现在,NN表演,SP吧,NN衡逆,VV想,NN演员,JJ小,CD几,LB被,AD没,M年,NN弟子,AD还是,JJ大,VV出,VV知道,AD突然,VA好,NR李思敏,VV出来,VV宗,AD就是,AD一,P向,P因为,NN异兽,NR安泰,DT这些,AS过,VV给,LC下,DT那个,CS虽然,SP吗,AD最,VV发现,NN时候,AD怎么,AD一下,AD更,P和,VV丧尸,NT17号,VV开始,VV衡逆,VV说道,NN时间,AD而,AD没有,NR周帆,AD太,DEG之,NN和尚,CD一些,NN剧情,AD然后,PN她,AD那,VV可,LC之后,NN眼,AD这么,P给,NN身体,DEV地,NN电影,AD有些,PN你们,VV走,VV想到,VE没,BA将,LC时,AD连,M天,NR张兴平,NN手,OD第一,PN这里,VV应该,VV见,M声,SP呢,NR邱启明,NN丧尸,VV叫,M只,DT其他,VV道,MSP而,M句,P比,DT那些,NN铜,PN什么,JJ老,AD而且,NN演技,NN符箓,NN东西,NN主角,NN导演,NN角色,NN门,VV看到,PN那,AD所以,VV过来,NN身上,AD只是,NN心里,CD四,AD快,AD但是,AD一直,CS如果,CD多,AD多,MSP所,VE无,NN生命,class,
我统领狐族那些年,1.5792,5.6096,0.4144,5.0112,2.5712,0.2176,4.6112,0.0128,0.4672,0.6736,2.792,0.1568,3.9376,1.0592,625.0,2158.0,3.4528,0.0,我统领狐族那些年,0.099808,0.03119,0.025284,0.02827,0.017984,0.016259,0.016856,0.008295,0.008295,0.011481,0.00949,0.006703,0.00876,0.006437,0.004844,0.007034,0.005043,0.003517,0.004181,0.002124,0.004645,0.004247,0.002654,0.001991,0.005973,0.005574,0.000796,0.000929,0.003584,0.00219,0.001924,0.002522,0.002455,0.002389,0.002522,0.001593,0.003318,0.002654,0.001924,0.001593,0.002588,0.0,0.001062,0.00219,0.0,0.000863,0.00073,0.002323,0.0,0.000133,0.001659,0.000664,0.001526,0.001128,0.00146,0.001659,0.000265,0.00073,0.002256,0.0,0.001659,0.000796,0.00073,0.00146,0.004181,0.0,0.002256,0.00073,0.003185,0.00219,0.000863,0.001128,0.000465,0.001593,0.003053,0.002323,0.0,0.002588,0.000597,0.001526,0.0,0.000863,0.0,0.001858,0.0,0.000796,0.000995,0.000863,0.001261,0.000265,0.0,0.000995,0.000929,0.000332,6.6e-05,0.000133,0.001062,6.6e-05,0.000332,0.0,0.001261,0.001659,0.000664,6.6e-05,6.6e-05,0.0,0.000398,0.000929,0.000465,0.00146,0.000995,0.000995,0.000465,0.001062,0.000133,0.003517,6.6e-05,0.000398,0.000265,0.000398,0.0,0.0,0.000597,0.0,0.000597,0.000995,0.001659,0.001128,0.0,0.00073,0.000995,0.0,0.000199,6.6e-05,0.001128,0.004778,0.001593,0.000796,0.000398,0.000398,0.000664,0.000332,6.6e-05,6.6e-05,0.0,0.000929,0.000199,0.00073,0.000465,0.000597,0.001261,0.000265,0.000332,0.000465,6.6e-05,0.000398,0.000597,0.000995,6.6e-05,0.000597,0.000995,0.00146,0.0,0.0,0.000796,0.002124,0.001128,6.6e-05,0.000863,0.000133,0.000597,0.000398,0.0,0.000929,6.6e-05,0.000531,0.0,0.0,0.000863,6.6e-05,0.0,0.000133,0.002854,0.000929,0.001858,0.000796,0.000199,6.6e-05,0.00219,0.000133,0.000265,0.000265,0.000133,0.000664,0.001062,0.000265,0.000133,0.0,0.000199,6.6e-05,succ,
我想做二次元的音乐大佬,1.49844720496894,4.86490683229813,0.425465838509316,4.7919254658385,3.00931677018633,0.20807453416149,4.51552795031055,0.046583850931677,0.420807453416149,0.638198757763975,2.39596273291925,0.163043478260869,3.8307453416149,0.936335403726708,1288.0,3812.0,2.959627329192547,1.0,我想做二次元的音乐大佬,0.094685,0.04047,0.034514,0.028024,0.021686,0.016875,0.017563,0.01657,0.016341,0.004963,0.011378,0.009392,0.009087,0.00733,0.005574,0.008094,0.004352,0.005422,0.004963,0.0084,0.005956,0.006567,0.006109,0.003971,0.006567,0.004658,0.000687,0.000458,0.003742,0.003054,0.001985,0.0042,0.001374,0.003436,0.002443,0.004582,0.004352,0.003665,0.003131,0.001374,0.001604,0.0,0.002825,0.004963,0.0,0.0,0.001222,0.001833,0.0,0.000993,0.004123,0.000535,0.00168,0.002062,0.002367,0.002138,0.000229,0.001069,0.001222,0.0,0.00336,0.000687,0.000382,0.000535,0.00252,0.0,0.001298,0.000611,0.000764,0.002902,0.001298,0.002214,0.000305,0.001909,0.000382,0.003283,0.0,0.001069,0.001451,0.00168,0.0,0.003131,0.0,0.00252,0.0,0.00084,0.001145,0.001222,0.001222,0.000687,0.0,0.001374,0.000916,0.000305,0.002596,0.000993,0.001833,0.0,0.000305,0.0,0.000764,0.001145,0.00168,0.000993,0.0,0.0,0.000305,0.001222,0.000611,0.000687,0.001069,0.001374,0.00252,0.000305,0.000229,0.001833,0.001298,0.001145,0.000916,0.001527,0.0,0.0,0.000229,0.0,0.000916,0.001756,0.000305,0.00084,0.0,0.001069,0.000153,0.0,0.000382,0.0,0.002825,0.004123,0.000916,0.000687,0.000611,0.000764,7.6e-05,0.000611,0.000458,0.000153,0.0,0.00084,0.001069,0.000916,0.000764,0.001451,0.002062,7.6e-05,0.000535,0.000916,0.0,0.001374,0.000611,0.000687,0.00168,0.000993,0.000687,0.003207,0.0,0.0,0.000535,0.000535,0.000305,0.0,7.6e-05,0.000687,0.00084,0.000305,0.0,0.001527,0.000153,0.000305,0.0,0.0,0.000764,0.0,0.0,0.0,0.000229,0.000382,0.000535,0.000687,0.000229,0.000535,0.001069,0.000305,0.000153,0.000305,0.000611,0.000382,0.000305,0.000229,0.000458,0.000153,0.0,0.0,unsucc,
我妖重新做人,1.60054719562243,4.90424076607387,0.202462380300957,4.59917920656634,2.57865937072503,0.161422708618331,4.71272229822161,0.0287277701778385,0.411764705882352,0.648426812585499,2.21067031463748,0.202462380300957,4.13679890560875,1.03419972640218,731.0,2321.0,3.1751025991792066,0.0,我妖重新做人,0.086884,0.030392,0.027472,0.02628,0.02187,0.01311,0.016328,0.012514,0.012574,0.011084,0.008581,0.006972,0.005244,0.009594,0.004886,0.004589,0.008224,0.004469,0.00441,0.003635,0.004886,0.002205,0.003516,0.003397,0.006078,0.004708,0.000536,0.003278,0.003397,0.002622,0.002503,0.000775,0.003099,0.002741,0.002384,0.001669,0.016686,0.002384,0.002443,0.001192,0.002205,0.0,0.002205,0.002324,0.0,0.004052,0.000238,0.001669,0.0,0.001669,0.002205,0.001371,0.001967,0.001013,0.00292,0.002205,6e-05,0.001847,0.001073,0.0,0.003397,0.000477,0.000656,0.001013,0.003039,0.000179,0.000596,0.000596,0.000298,0.001073,0.002145,0.002384,0.000119,0.002324,0.000775,0.000953,0.0,0.000894,0.000775,0.001549,0.0,0.001132,0.0,0.001013,0.0,0.004708,0.002145,0.001311,0.001132,0.000775,0.0,0.000656,0.000775,0.000358,6e-05,0.000358,0.001192,0.0,0.000358,0.0,0.00149,0.000238,0.000358,0.001311,6e-05,0.0,0.00149,0.001251,0.000477,0.000477,0.000656,0.001192,0.001251,0.000953,0.000119,0.00143,6e-05,0.000238,0.000358,0.001073,0.0,0.0,6e-05,0.0,0.002205,0.000656,0.001788,0.000536,0.0,0.000953,6e-05,0.0,0.000596,0.0,0.000596,0.002384,0.001371,0.000477,0.000894,0.000536,0.000953,0.000834,0.000238,0.004171,6e-05,0.001192,0.000775,0.000238,0.000298,0.000775,0.001073,0.000298,0.000238,0.000715,6e-05,0.000834,0.000656,0.000775,6e-05,0.000775,0.000775,0.000238,0.0,0.0,0.000238,0.000596,0.000596,0.000238,0.000656,0.000834,0.000238,0.001132,0.000953,0.001073,0.000179,0.000179,0.0,0.0,0.001192,0.0,0.0,0.000119,6e-05,0.00143,0.00143,0.000834,0.000417,0.000238,0.000894,6e-05,0.000238,0.000298,0.000775,0.000238,0.001132,0.000715,0.000715,0.0,0.000238,0.000119,succ,
我一定是个假主角,1.68190854870775,5.64015904572564,0.463220675944333,4.83300198807157,2.68389662027833,0.109343936381709,5.44135188866799,0.0377733598409542,0.332007952286282,0.693836978131212,2.9403578528827,0.238568588469184,4.74155069582504,1.25248508946322,1006.0,3660.0,3.6381709741550696,1.0,我一定是个假主角,0.100593,0.007466,0.02232,0.021627,0.017548,0.015008,0.022628,0.015239,0.014854,0.006927,0.014623,0.00608,0.006773,0.006773,0.004695,0.007543,0.018318,0.00508,0.00508,0.004926,0.005464,0.003694,0.005311,0.004002,0.005388,0.011545,0.000385,0.000385,0.003079,0.003617,0.000924,0.001539,0.001308,0.002925,0.001462,0.001308,0.007235,0.003079,0.00177,0.003002,0.003386,0.0,0.003617,0.003079,7.7e-05,0.001001,0.000616,0.00254,0.0,0.001001,0.002155,0.001385,0.002617,0.000693,0.001385,0.001385,0.000308,0.001001,0.001539,0.000154,0.002694,0.000385,0.001924,0.000539,0.002463,0.0,0.001231,0.00077,0.00077,0.001693,0.000616,0.001001,0.000231,0.001462,0.001616,0.002078,0.0,0.003463,0.000924,0.001078,0.0,0.002001,0.0,0.001539,0.0,0.002386,0.001231,0.000616,0.00177,0.000308,0.0,0.001001,0.000539,0.001231,0.000231,0.000539,0.001616,0.0,0.001231,0.0,0.001462,0.001154,0.0,0.001462,7.7e-05,0.0,7.7e-05,0.001001,0.000847,0.000616,0.00077,7.7e-05,0.001924,0.001539,0.000154,0.000693,7.7e-05,0.000231,0.001001,0.000693,0.0,0.0,0.000308,0.0,0.000616,0.000385,0.000385,0.001462,0.0,0.001385,0.000616,7.7e-05,0.000539,0.000231,0.00077,0.002694,0.001462,0.000385,7.7e-05,0.000924,0.000924,0.00077,0.000616,0.00354,7.7e-05,0.000616,0.000231,0.000462,0.000462,0.000924,0.000539,0.000924,0.000616,0.000385,0.000231,0.001001,0.000462,0.00077,0.000231,0.001385,0.000847,0.001616,0.0,0.0,0.000616,0.000231,0.000154,0.000616,7.7e-05,0.000462,0.000462,0.000385,0.0,0.002925,0.000154,0.000385,0.0,0.0,7.7e-05,0.001001,0.0,0.000462,0.000154,0.000539,0.000924,0.000462,0.000231,0.000308,0.002001,0.000231,7.7e-05,7.7e-05,0.001001,0.000462,0.001308,0.000385,0.00077,0.000231,0.000231,0.0,unsucc,
我与她的幻想之夜,1.82042253521126,5.56514084507042,0.658450704225352,4.80985915492957,2.86443661971831,0.198943661971831,4.18309859154929,0.028169014084507,0.498239436619718,0.755281690140845,2.69014084507042,0.14612676056338,3.52640845070422,0.838028169014084,1136.0,3252.0,2.862676056338028,1.0,我与她的幻想之夜,0.075303,0.037128,0.030928,0.026371,0.020469,0.016659,0.013895,0.01143,0.01128,0.012401,0.01001,0.007172,0.008666,0.008068,0.006275,0.007695,0.001718,0.004408,0.00381,0.005827,0.006425,0.005678,0.003436,0.008068,0.003661,0.003586,0.000598,0.002913,0.003212,0.002913,0.001569,0.003586,0.000971,0.002391,0.002764,0.002017,0.001195,0.002988,0.000971,0.001345,0.002689,0.0,0.001718,0.003138,0.0,0.000523,0.002092,0.002391,0.0,0.001644,0.002241,0.001644,0.002391,0.000822,0.000747,0.002316,0.000598,0.000822,0.001718,0.0,0.001419,0.000747,0.002017,0.000523,0.001494,0.000523,0.002017,0.002615,7.5e-05,0.001569,0.000747,0.004333,0.000299,0.001793,0.00127,0.002316,0.0,0.00127,0.000598,0.002465,0.0,0.001569,0.0,0.001419,0.0,0.000747,0.001046,0.000896,0.001569,0.00254,0.0,0.000971,0.000971,0.000896,0.000672,0.000896,0.001121,0.000523,0.000747,0.0,0.001195,0.000523,0.000149,7.5e-05,0.0,0.0,0.000672,0.001569,0.001718,0.000822,0.000822,7.5e-05,0.001793,0.000448,7.5e-05,0.001793,0.001868,0.000224,0.000896,0.00127,0.0,0.0,0.001868,0.0,0.001718,0.001419,0.000896,0.001569,0.0,0.000374,0.000149,0.0,0.000299,7.5e-05,0.000224,0.00254,0.000672,0.000747,0.000971,0.000299,0.001569,0.000971,0.000224,0.000598,7.5e-05,0.000523,7.5e-05,0.000448,0.001121,0.000598,7.5e-05,0.000299,0.000224,0.001718,0.0,0.000672,0.000448,0.001345,0.000299,0.000448,0.000822,0.000971,0.0,0.0,0.000448,0.001046,0.000299,0.001046,0.000374,0.000224,0.000149,0.000374,0.0,0.001195,7.5e-05,0.000299,0.0,0.0,0.000896,0.000224,0.0,0.0,0.0,0.001868,0.000747,0.000374,0.000374,0.000224,0.000299,0.000149,0.000224,0.000224,0.000224,0.000523,0.000374,0.000299,0.000448,0.000598,7.5e-05,0.000299,unsucc,
我真是魔王,1.60536398467432,4.0095785440613,0.446360153256705,3.6015325670498,1.93869731800766,0.0900383141762452,4.39655172413793,0.0363984674329501,0.314176245210727,0.5,2.06130268199233,0.155172413793103,3.86973180076628,0.726053639846743,1044.0,2774.0,2.657088122605364,1.0,我真是魔王,0.083194,0.024426,0.025157,0.0238,0.008977,0.014092,0.015866,0.030063,0.027557,0.010543,0.011273,0.006785,0.006994,0.00334,0.004906,0.005428,0.014092,0.005115,0.004384,0.012526,0.009603,0.004802,0.004906,0.004906,0.005741,0.01357,0.000731,0.003549,0.003549,0.001775,0.000731,0.003132,0.001775,0.003445,0.002401,0.000731,0.0,0.00428,0.001357,0.000939,0.00261,0.000104,0.00261,0.00334,0.0,0.0,0.001253,0.001566,0.0,0.001461,0.001044,0.000209,0.001879,0.001253,0.001879,0.001566,0.000104,0.000939,0.001775,0.0,0.001148,0.000522,0.001357,0.00167,0.002714,0.0,0.002192,0.002088,0.000104,0.001148,0.001253,0.002088,0.000104,0.001566,0.000626,0.00167,0.0,0.000522,0.000209,0.002192,0.0,0.002088,0.0,0.001566,0.0,0.000626,0.000939,0.001566,0.001461,0.000626,0.000418,0.000939,0.001044,0.000522,0.000626,0.000313,0.001148,0.0,0.000522,0.000418,0.001566,0.000835,0.000626,0.000209,0.0,0.0,0.000313,0.000731,0.000418,0.000731,0.000731,0.000104,0.001044,0.001044,0.000104,0.000522,0.001044,0.000313,0.000939,0.000731,0.0,0.0,0.000731,0.0,0.001253,0.001044,0.000522,0.001044,0.0,0.000522,0.000209,0.0,0.000209,0.0,0.000313,0.002923,0.001148,0.000522,0.000731,0.000313,0.000104,0.000209,0.000209,0.000522,0.000209,0.000418,0.001253,0.000209,0.000418,0.000209,0.00167,0.001148,0.000939,0.000418,0.000104,0.000626,0.000522,0.000731,0.000522,0.000418,0.000835,0.000522,0.0,0.0,0.000313,0.000313,0.000626,0.000522,0.000626,0.000626,0.000313,0.000104,0.0,0.001253,0.0,0.000313,0.0,0.0,0.000104,0.000104,0.0,0.0,0.000626,0.003445,0.000835,0.000313,0.000418,0.000209,0.000522,0.0,0.000418,0.000209,0.000418,0.000731,0.000626,0.000209,0.000522,0.000418,0.000209,0.000104,unsucc,
无敌神灵,1.77266187050359,5.55107913669064,0.825899280575539,5.46906474820143,2.95971223021582,0.250359712230215,5.11942446043165,0.00719424460431654,0.456115107913669,0.853237410071942,3.34676258992805,0.310791366906474,4.21438848920863,0.96115107913669,695.0,2524.0,3.631654676258993,0.0,无敌神灵,0.090288,0.022148,0.02644,0.025115,0.020188,0.01987,0.014571,0.008584,0.008531,0.007948,0.009643,0.007259,0.007471,0.005987,0.006093,0.007895,0.008902,0.002755,0.002967,0.004663,0.005246,0.003709,0.00302,0.003497,0.003232,0.00657,0.000583,0.00461,0.003126,0.00249,0.000689,0.00053,0.002384,0.001696,0.000795,0.002914,0.003497,0.003073,0.00196,0.000265,0.003179,5.3e-05,0.002225,0.001696,0.000106,0.001749,0.000477,0.002066,0.0,0.003444,0.001431,0.001325,0.001219,0.002278,0.001696,0.00196,0.000212,0.001272,0.001431,0.0,0.001272,0.000848,0.00196,0.001696,0.002914,0.000371,0.001219,0.00106,0.000583,0.001113,0.000265,0.001378,0.000318,0.001219,0.003921,0.000901,0.0,0.001749,0.000159,0.001325,0.0,0.000689,0.0,0.001484,0.0,0.000583,0.000954,0.001378,0.00106,0.000371,0.0,0.000954,0.000689,0.000901,0.000159,5.3e-05,0.000583,0.0,0.000901,0.0,0.000954,0.000848,0.000424,0.001325,5.3e-05,0.0,0.000318,0.000689,0.000901,0.000318,0.000477,0.001219,0.001272,0.001007,0.000106,5.3e-05,5.3e-05,0.000583,0.000901,0.000106,0.0,0.0,0.000159,0.0,0.000689,5.3e-05,0.00159,0.00106,0.0,0.000477,0.000689,0.0,0.000636,0.0,0.000636,0.002172,0.000848,0.001219,0.000848,0.000106,0.001007,0.000954,0.000371,0.00514,0.000159,0.00106,0.000477,0.000265,0.000371,0.000159,0.001431,0.000106,0.000636,0.000318,0.0,0.000742,0.000636,0.000689,0.000318,0.000424,0.000583,0.000954,0.0,0.0,0.000265,0.000159,0.000212,0.000848,0.00053,0.000583,0.000477,0.000212,0.0,0.001007,0.000159,0.000424,0.0,0.0,0.000212,5.3e-05,0.0,5.3e-05,0.000106,0.000477,0.000212,0.001431,0.000265,0.000371,0.001484,5.3e-05,0.000106,0.000265,0.000106,0.000318,0.001325,0.000212,0.000424,0.00196,0.000106,5.3e-05,succ,
无尽的恶欲之门,1.03976608187134,3.93567251461988,0.145029239766081,3.51812865497076,1.74269005847953,0.108771929824561,3.7672514619883,0.0245614035087719,0.461988304093567,0.491228070175438,1.58479532163742,0.0923976608187134,3.1859649122807,0.512280701754386,1710.0,4066.0,2.3777777777777778,1.0,无尽的恶欲之门,0.080057,0.040595,0.021396,0.018845,0.021325,0.016224,0.01084,0.019908,0.019908,0.002125,0.006305,0.008714,0.006943,0.00673,0.002834,0.003188,0.011335,0.003471,0.005597,0.015019,0.006801,0.005313,0.00418,0.003259,0.007226,0.007793,0.000567,0.002763,0.001559,0.001417,0.001134,0.001275,0.002621,0.002905,0.000992,0.00085,0.006164,0.001559,0.004038,0.001984,0.002125,7.1e-05,0.0017,0.002338,0.0,0.000638,0.002196,0.000921,0.0,0.000425,0.001488,0.000708,0.000567,0.001629,0.000425,0.001559,0.000283,0.001134,0.002055,0.0,0.001913,0.000213,0.000779,0.001488,0.001984,0.000283,0.001771,0.000638,0.000283,0.00085,0.001275,0.00248,0.000142,0.002125,0.000567,0.003117,0.0,0.001417,0.000708,0.000992,7.1e-05,0.001346,0.0,0.000638,0.0,0.000425,0.001629,0.001842,0.001063,0.000496,0.0,0.000567,0.000142,0.000425,0.000283,0.001771,0.000567,0.0,0.000425,0.0,0.00085,0.001063,0.001559,0.000425,0.0,0.0,0.000213,0.000142,0.000779,0.000638,0.000496,0.000425,0.0017,0.000638,0.002338,7.1e-05,0.001204,0.00085,0.000142,0.000213,0.0,0.0,0.000567,0.0,0.000283,7.1e-05,0.000354,0.000708,0.0,0.000425,0.000142,0.0,7.1e-05,0.0,0.000567,0.000283,0.000425,0.000213,0.000142,0.000283,0.000425,0.000779,0.000283,0.0017,0.0,0.001275,0.002621,0.001063,0.000496,0.000708,0.002409,0.001063,0.000142,0.000708,0.0,0.001488,0.000425,0.000921,0.000708,0.001204,0.000425,0.001629,0.0,0.0,0.000567,0.000779,0.000142,0.001984,0.000708,0.000354,7.1e-05,0.000142,0.0,0.002055,7.1e-05,0.000213,0.0,0.0,0.000708,0.0,0.0,0.0,0.000425,0.000638,0.000567,0.000708,0.000425,0.000283,0.000425,7.1e-05,0.000354,0.000638,0.000425,0.000638,0.000142,0.000213,0.000283,0.0,0.000283,0.000142,unsucc,
无穹战域,1.22776911076443,4.79563182527301,0.093603744149766,4.19500780031201,1.88767550702028,0.165366614664586,4.54446177847113,0.0171606864274571,0.360374414976599,0.868954758190327,2.44461778471138,0.15600624024961,4.01872074882995,0.865834633385335,641.0,2063.0,3.218408736349454,0.0,无穹战域,0.09987,0.034545,0.024768,0.02093,0.015136,0.016512,0.012457,0.014412,0.012094,0.005866,0.009487,0.005939,0.011298,0.012963,0.004852,0.00507,0.008763,0.004925,0.00478,0.005432,0.004635,0.004056,0.00449,0.003476,0.004128,0.001955,0.002462,0.001666,0.003694,0.00449,0.002317,0.002173,0.003114,0.001593,0.003187,0.001593,0.005214,0.00268,0.001448,0.000797,0.00239,0.0,0.001666,0.00239,0.0,0.000869,0.001086,0.000797,0.0,0.001231,0.001086,0.000724,0.0021,0.001086,0.000941,0.000941,0.000217,0.000507,0.001304,0.0,0.001231,0.000579,0.001231,0.001738,0.002173,7.2e-05,0.000435,0.001304,0.000435,0.000435,0.000652,0.001593,0.000145,0.001738,0.001955,0.001448,0.0,0.001521,0.000797,0.003042,0.0,0.001159,0.0,0.001593,0.0,0.000435,0.001666,0.001304,0.001014,0.000652,0.0,0.000507,0.000797,0.000724,0.002607,0.001521,0.001304,0.0,0.000435,0.0,0.001738,0.000507,7.2e-05,0.001304,0.0,0.0,0.00029,0.000579,0.000579,0.000797,0.001014,0.000724,0.000724,0.000217,0.000217,0.000507,0.001014,0.000217,0.000579,0.000652,0.0,0.0,0.000217,0.0,0.000435,0.001883,0.001521,0.001014,0.0,0.000435,0.0,0.0,0.000217,0.0,0.000362,0.00239,0.001448,0.000579,0.000145,0.000435,0.000941,0.000652,0.000145,0.000217,7.2e-05,0.000579,0.000362,0.001086,0.000435,0.000797,0.001304,0.000724,0.000217,0.000579,0.0,0.000797,0.00029,0.000797,0.000507,0.000579,0.000652,0.000507,0.0,0.000145,7.2e-05,0.001231,0.000869,7.2e-05,0.000724,0.00029,0.000724,0.000579,0.0,0.000724,0.000145,0.000435,0.0,0.0,0.000362,0.0,0.0,0.002752,7.2e-05,0.000869,0.000724,0.000652,0.000435,0.000145,0.001521,7.2e-05,0.00029,0.000217,0.001231,0.000362,0.001231,0.000145,0.000362,0.000217,0.00029,7.2e-05,succ,
无限恐怖之局外者,4.8,5.0,0.4,5.2,2.4,1.0,32.8,2.0,0.2,6.0,4.8,2.2,30.4,2.8,5.0,15.0,3.0,0.0,无限恐怖之局外者,0.043478,0.008696,0.008696,0.004348,0.004348,0.008696,0.017391,0.0,0.0,0.0,0.004348,0.0,0.004348,0.0,0.0,0.004348,0.0,0.004348,0.008696,0.008696,0.0,0.008696,0.004348,0.004348,0.0,0.013043,0.0,0.0,0.0,0.008696,0.0,0.0,0.0,0.004348,0.0,0.0,0.06087,0.0,0.0,0.0,0.008696,0.0,0.004348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004348,0.0,0.0,0.0,0.0,0.0,0.0,0.004348,0.0,0.004348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004348,0.0,0.0,0.0,0.004348,0.0,0.0,0.0,0.004348,0.0,0.0,0.0,0.017391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004348,0.0,0.0,0.004348,0.0,0.0,0.0,0.0,0.0,0.004348,0.0,0.0,0.0,0.0,0.0,0.0,0.004348,0.0,0.0,0.0,0.0,0.0,0.0,0.004348,0.0,0.0,0.0,0.004348,0.0,0.0,0.0,0.0,0.0,0.004348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008696,0.0,0.0,0.004348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004348,0.0,0.004348,0.0,0.0,0.004348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,succ,
无限之傲娇娘,2.56723716381418,7.36919315403423,1.10391198044009,7.13691931540342,3.39975550122249,0.191931540342298,6.62347188264058,0.0330073349633251,0.737163814180929,1.2921760391198,3.53300733496332,0.167481662591687,5.66259168704156,1.11735941320293,1636.0,6848.0,4.185819070904645,1.0,无限之傲娇娘,0.087357,0.017145,0.022192,0.018963,0.022155,0.015623,0.015289,0.0131,0.0131,0.007385,0.00757,0.008016,0.006012,0.006606,0.004082,0.005975,0.005418,0.005715,0.003303,0.008016,0.005232,0.004861,0.007533,0.001967,0.0036,0.007459,0.001967,0.007311,0.002857,0.002041,0.003117,0.003043,0.002041,0.004453,0.002078,0.002598,0.005195,0.004082,0.001781,0.004156,0.002635,0.0,0.001818,0.002264,7.4e-05,0.000297,0.00193,0.001225,0.0,0.000408,0.00115,0.000705,0.001039,0.001781,0.001893,0.001744,0.000223,0.000928,0.001522,0.0,0.002672,0.000445,0.00193,0.000928,0.002152,0.000223,0.001484,0.001633,0.001002,0.000816,0.003266,0.00167,7.4e-05,0.001744,0.001336,0.002189,0.0,0.001596,0.000594,0.001522,3.7e-05,0.001855,0.0,0.002227,0.0,0.000779,0.001447,0.00052,0.001113,0.000111,0.0,0.000668,0.000928,0.000594,3.7e-05,0.000371,0.001299,0.0,0.000594,0.0,0.000928,0.000779,0.001262,0.000965,0.0,0.0,0.000816,0.001002,0.000334,0.000594,0.000965,0.000668,0.001707,0.001299,3.7e-05,0.000482,0.000928,0.000779,0.000371,0.000557,0.00026,0.0,0.000111,0.0,0.001818,0.001039,0.000779,0.000371,0.0,0.000816,0.000557,0.0,0.000779,0.003451,0.001076,0.004602,0.001113,0.000445,0.000371,0.000557,0.00052,0.000594,0.000148,0.0,0.000891,0.00052,0.002338,0.000594,0.000482,0.000594,0.001113,0.001633,0.000668,0.000779,0.0,0.000779,0.00052,0.002561,0.001076,0.000186,0.000594,0.001262,0.0,0.000297,0.000334,0.001113,0.000111,0.001299,0.000334,0.00026,0.000816,0.000668,0.0,0.001855,3.7e-05,0.000779,0.0,0.0,0.000557,0.000779,0.0,0.000148,0.000111,0.001188,0.000631,0.001225,0.00026,0.000148,0.000928,7.4e-05,0.001113,0.000334,0.000408,0.000779,0.000854,0.000334,0.000557,0.000965,3.7e-05,3.7e-05,unsucc,
