小说名,r,v,nh,n,u,nt,p,e,nd,m,d,i,wp,a,句子数,停顿数,句子破碎度,Success,小说名,PU，,PU。,DEG的,DEC的,AS了,CD一,VC是,PU“,PU”,PN他,AD不,P在,AD就,M个,DT这,AD也,PU！,AD都,VE有,PN我,PN你,SP了,NN人,PN自己,AS着,PU？,CD三,PU：,AD还,VV能,CC和,DEV的,LC中,VV看,CD两,DT这个,PU…,VV会,LC上,LC里,PN这,NN余晖,VV说,VV要,VV藏,PU、,LC后,AD又,NR唐,AD但,SP的,BA把,VV让,P从,M种,VV到,AD已经,P对,SB被,NR彭怿辰,AD很,VV可以,AD才,AD再,DT那,CD九,VV来,M次,NN世界,AD不过,PN他们,VV去,VV起来,DT什么,AD却,SP啊,VV祝,AD只,VE没有,NT现在,NN表演,SP吧,NN衡逆,VV想,NN演员,JJ小,CD几,LB被,AD没,M年,NN弟子,AD还是,JJ大,VV出,VV知道,AD突然,VA好,NR李思敏,VV出来,VV宗,AD就是,AD一,P向,P因为,NN异兽,NR安泰,DT这些,AS过,VV给,LC下,DT那个,CS虽然,SP吗,AD最,VV发现,NN时候,AD怎么,AD一下,AD更,P和,VV丧尸,NT17号,VV开始,VV衡逆,VV说道,NN时间,AD而,AD没有,NR周帆,AD太,DEG之,NN和尚,CD一些,NN剧情,AD然后,PN她,AD那,VV可,LC之后,NN眼,AD这么,P给,NN身体,DEV地,NN电影,AD有些,PN你们,VV走,VV想到,VE没,BA将,LC时,AD连,M天,NR张兴平,NN手,OD第一,PN这里,VV应该,VV见,M声,SP呢,NR邱启明,NN丧尸,VV叫,M只,DT其他,VV道,MSP而,M句,P比,DT那些,NN铜,PN什么,JJ老,AD而且,NN演技,NN符箓,NN东西,NN主角,NN导演,NN角色,NN门,VV看到,PN那,AD所以,VV过来,NN身上,AD只是,NN心里,CD四,AD快,AD但是,AD一直,CS如果,CD多,AD多,MSP所,VE无,NN生命,class,
海贼王之最强主播,1.39572192513368,3.52272727272727,0.641711229946524,3.51604278074866,1.79812834224598,0.163101604278074,3.57085561497326,0.0133689839572192,0.287433155080213,0.610962566844919,1.72058823529411,0.112299465240641,3.0735294117647,0.724598930481283,748.0,1746.0,2.334224598930481,0.0,海贼王之最强主播,0.075403,0.021919,0.032183,0.020298,0.015899,0.02107,0.017751,0.01914,0.018523,0.013583,0.010342,0.011654,0.0071,0.008181,0.0071,0.004554,0.027939,0.005017,0.004708,0.008567,0.008876,0.005866,0.00355,0.004476,0.003319,0.007641,0.00054,0.001312,0.002547,0.001235,0.002315,0.00355,0.000386,0.001698,0.002701,0.005094,0.00602,0.003859,0.001698,0.00108,0.003705,0.0,0.002238,0.00355,0.0,0.000154,0.000154,0.001466,0.0,0.0,0.002701,0.000309,0.002778,0.001466,0.001312,0.002315,0.001466,0.002007,0.000926,0.0,0.002624,0.00054,0.001929,0.000772,0.002315,0.0,0.001312,0.001621,7.7e-05,0.000617,0.000926,0.003319,0.001158,0.001621,0.002624,0.000926,0.0,0.001158,0.000309,0.00247,0.0,0.000926,0.0,0.001544,0.0,0.001929,0.000926,0.00054,0.000772,0.000386,0.000232,0.000849,0.001389,0.000386,0.001929,0.000232,0.002856,0.0,0.000386,0.0,0.000926,0.000463,0.000386,0.001235,0.0,0.0,0.001544,0.000463,0.000309,0.000309,0.000926,0.001544,0.002084,0.000772,0.000232,0.002547,0.001158,0.000463,0.000463,0.001466,0.0,0.0,0.000386,0.0,0.002238,0.000463,0.000926,0.000772,0.0,0.000309,0.000309,0.0,0.00054,7.7e-05,0.001158,0.00054,0.000849,0.00054,0.001312,0.000309,0.000926,0.000617,0.000232,0.000617,0.000232,0.001003,0.000617,0.000617,0.000309,0.000309,0.001466,7.7e-05,0.000154,0.001003,0.0,0.000926,0.000386,0.000232,0.000695,0.000232,0.000926,0.000772,0.0,0.0,0.00054,0.001698,0.0,0.000386,0.000463,0.000617,0.000232,0.000232,0.0,0.00054,7.7e-05,0.000849,0.0,0.0,0.000772,0.000154,0.0,0.0,7.7e-05,0.00054,0.000926,0.00108,0.000232,0.000232,0.001158,7.7e-05,0.000463,0.000232,0.004013,0.000463,0.000154,0.000232,0.000617,0.0,7.7e-05,0.000154,succ,
海贼之查克拉始祖,1.87091503267973,6.09150326797385,0.57516339869281,5.29738562091503,2.44444444444444,0.245098039215686,5.35294117647058,0.022875816993464,0.467320261437908,0.918300653594771,2.7532679738562,0.297385620915032,4.66503267973856,1.19607843137254,1224.0,4062.0,3.3186274509803924,1.0,海贼之查克拉始祖,0.075584,0.026568,0.019065,0.020787,0.016298,0.013223,0.011193,0.015068,0.015068,0.008303,0.008057,0.006335,0.007565,0.005289,0.003321,0.006581,0.00818,0.00369,0.004428,0.007196,0.00738,0.003936,0.005966,0.003813,0.004244,0.002891,0.001661,0.00492,0.002276,0.002952,0.00492,0.00203,0.000677,0.001968,0.002091,0.001169,0.012054,0.002091,0.001107,0.002768,0.001292,0.0,0.003321,0.00203,6.2e-05,0.005412,0.002214,0.005166,0.0,0.002153,0.0008,0.0008,0.001907,0.000738,0.00203,0.001784,0.000738,0.001353,0.000984,0.0,0.001538,0.000308,0.00123,0.001353,0.001476,0.0,0.001845,0.001907,0.001046,0.000431,0.004613,0.003014,0.000185,0.00203,0.000246,0.00203,0.0,0.001661,0.000923,0.000492,0.0,0.001107,0.0,0.002337,0.0,0.001784,0.002214,0.000861,0.003014,0.000431,6.2e-05,0.000677,0.005843,0.000308,0.000492,0.000308,0.00123,0.0,0.000308,0.0,0.000861,0.000738,0.000554,6.2e-05,0.0,0.0,0.000615,0.000923,0.000677,0.000369,0.0008,0.000123,0.000369,0.0008,0.000185,0.000984,6.2e-05,0.000738,0.000185,0.000615,0.0,6.2e-05,0.000369,0.0,0.000861,0.0008,0.000677,0.000492,0.0,0.000738,0.000123,0.0,0.000554,6.2e-05,0.001169,0.001538,0.0008,0.000308,0.000308,0.000185,0.00123,0.001107,6.2e-05,6.2e-05,0.000923,0.000123,0.001169,0.0008,0.000554,0.001107,0.000615,0.0008,0.000246,0.000554,0.0,0.0008,0.000615,0.000123,0.000185,0.000308,0.000431,0.000677,0.0,0.0,0.000308,0.003198,0.000861,0.000861,0.000123,0.000861,0.000308,0.000246,0.0,0.001353,0.000431,0.000308,0.0,0.0,0.000123,0.0,0.0,6.2e-05,0.0,0.000615,0.000738,0.000431,0.000492,6.2e-05,0.000984,0.000308,0.000431,0.000431,0.000369,0.000492,0.000308,0.000123,0.000246,0.000554,0.0008,6.2e-05,unsucc,
海贼之雷神降临,1.30393700787401,4.55275590551181,0.440944881889763,4.25826771653543,2.18267716535433,0.124409448818897,4.1007874015748,0.0220472440944881,0.376377952755905,0.730708661417322,2.23937007874015,0.218897637795275,3.49921259842519,0.968503937007874,635.0,1871.0,2.9464566929133857,0.0,海贼之雷神降临,0.08887,0.034129,0.025068,0.027862,0.016687,0.017517,0.011628,0.010797,0.010646,0.009287,0.009816,0.008381,0.006569,0.006645,0.004606,0.003775,0.005738,0.006569,0.006267,0.005059,0.005285,0.003398,0.005512,0.004228,0.004228,0.0074,0.001057,0.003096,0.003473,0.004228,0.002718,0.000982,0.00219,0.003398,0.001888,0.003247,0.003322,0.002869,0.003171,0.002492,0.001284,0.0,0.002794,0.003549,0.0,0.001359,0.000831,0.001812,0.0,0.002265,0.001435,0.002114,0.003398,0.002114,0.002265,0.001359,0.000227,0.001284,0.001359,0.0,0.002492,0.000378,0.001359,0.000604,0.002265,0.0,0.001737,0.000831,0.001359,0.000529,0.000982,0.001133,0.000453,0.001208,0.001133,0.001888,0.0,0.001208,0.000982,0.001435,0.0,0.001661,0.0,0.000755,0.0,0.001284,0.00068,0.001208,0.001208,0.001359,0.0,0.001359,0.001359,0.000529,0.000151,0.0,0.001057,0.0,0.000529,0.0,0.001284,0.001284,0.000453,0.000906,0.0,0.0,0.000151,0.001586,0.000302,0.000378,0.000604,0.00068,0.000831,0.001359,7.6e-05,0.001359,0.001133,0.000982,0.000906,0.000982,0.0,0.0,0.000529,0.0,7.6e-05,0.001737,0.001057,0.001208,0.0,0.000831,0.000755,0.0,0.000529,7.6e-05,0.000227,0.00453,0.00068,0.000378,0.000378,7.6e-05,7.6e-05,0.000604,0.000302,0.001963,0.0,0.001133,7.6e-05,0.000529,0.000378,0.000982,0.000755,0.000378,0.000831,0.00068,0.0,0.00151,0.000302,0.00068,7.6e-05,0.000302,0.000755,0.000604,0.0,0.0,0.000227,0.0,0.000302,0.000529,0.000378,7.6e-05,0.000831,0.000755,0.0,0.001208,0.000227,0.000302,0.0,0.0,0.00068,0.000151,7.6e-05,0.0,0.000227,0.000378,0.000378,0.000755,0.000227,0.000302,0.000529,7.6e-05,0.000604,0.000378,0.000378,0.000604,0.000982,0.000227,0.000302,0.000529,0.000453,0.0,succ,
海贼之士兵果实,1.72713178294573,6.40775193798449,0.483720930232558,6.23720930232558,3.43720930232558,0.17829457364341,5.80775193798449,0.0232558139534883,0.55813953488372,0.888372093023255,3.25736434108527,0.212403100775193,4.81240310077519,1.01085271317829,1290.0,5034.0,3.902325581395349,1.0,海贼之士兵果实,0.096899,0.027,0.02872,0.024394,0.022935,0.01668,0.011936,0.014438,0.013292,0.008444,0.008913,0.006516,0.009226,0.007245,0.003492,0.008496,0.004483,0.0049,0.003805,0.006203,0.004431,0.004431,0.002763,0.003909,0.006046,0.002085,0.000886,5.2e-05,0.003075,0.003284,0.001772,0.005108,0.003336,0.003753,0.002971,0.002346,0.001042,0.001772,0.00172,0.000469,0.002137,5.2e-05,0.001876,0.001876,0.000313,0.000573,0.001981,0.001459,0.0,0.000782,0.001564,0.001616,0.003649,0.001199,0.001095,0.00172,0.000208,0.001564,0.002189,0.0,0.001512,0.000886,0.000521,0.00073,0.002398,0.0,0.001147,0.000886,0.002658,0.000678,0.000834,0.001355,0.000678,0.001303,0.001668,0.001668,0.0,0.001616,0.001042,0.00172,0.0,0.001772,0.0,0.002606,0.0,0.001095,0.000417,0.001876,0.001042,0.000261,5.2e-05,0.001251,0.00073,0.000782,0.000156,0.000573,0.001147,0.0,0.000782,0.0,0.001616,0.001355,0.000521,5.2e-05,0.0,0.0,0.000834,0.000417,0.000573,0.000313,0.000782,0.001616,0.001459,0.000938,0.001095,0.001199,0.001042,0.001355,0.000469,0.000938,0.0,0.0,5.2e-05,0.0,0.000104,0.000834,0.002189,0.000782,0.0,0.001824,0.000625,0.0,0.000886,0.000156,0.001042,0.0,0.000469,0.002241,0.000417,0.000678,0.00099,0.000678,0.000104,0.000365,0.0,0.001303,0.000469,0.000521,0.000469,0.001042,0.001199,0.000365,0.000208,0.00073,5.2e-05,0.000365,5.2e-05,0.000678,0.000678,0.000156,0.000208,0.000886,0.0,0.0,0.000521,0.000678,0.000156,0.0,0.000625,0.000469,0.000886,0.000417,0.0,0.001459,0.000104,0.00073,0.0,0.0,0.000365,0.0,0.0,0.0,5.2e-05,0.001355,0.000521,0.001824,0.000104,0.000104,0.001616,0.000104,0.000625,0.000469,0.000782,0.00073,0.000417,0.000886,0.000625,0.000417,0.000417,5.2e-05,unsucc,
海贼之威漫系统,0.988081048867699,3.68176400476758,0.295589988081048,3.35876042908224,1.46722288438617,0.0488676996424314,3.89630512514898,0.0143027413587604,0.3373063170441,0.66984505363528,1.79499404052443,0.306317044100119,3.46603098927294,0.729439809296781,1678.0,4182.0,2.492252681764005,1.0,海贼之威漫系统,0.078392,0.047956,0.018619,0.015252,0.019169,0.018688,0.011749,0.017382,0.017451,0.003779,0.007764,0.006046,0.007626,0.00797,0.003779,0.005015,0.002886,0.004328,0.005634,0.004535,0.003092,0.002954,0.004603,0.002061,0.003641,0.007351,0.000756,0.005703,0.002405,0.002405,0.002473,0.00055,0.002199,0.001855,0.003367,0.001512,0.012642,0.001718,0.002473,0.00158,0.002679,0.0,0.005771,0.002061,6.9e-05,0.00158,0.000824,0.003092,0.0,0.003023,0.001786,0.002886,0.000412,0.001305,0.001443,0.001305,0.000137,0.000412,0.001168,0.0,0.002061,0.000481,0.001443,0.001031,0.002061,0.0,0.001512,0.000687,0.000344,0.000687,0.00158,0.002061,6.9e-05,0.002748,0.000412,0.001374,0.0,0.000687,0.000893,0.000756,0.0,0.001237,0.0,0.000412,0.0,0.000756,0.001855,0.001099,0.001099,6.9e-05,0.000275,0.000893,0.000344,0.000412,0.000412,0.000206,0.001099,0.0,0.000412,0.0,0.000687,0.001031,0.000206,0.000962,0.0,0.0,0.001374,0.000481,0.000344,0.00055,0.000275,0.000893,0.001237,0.000481,6.9e-05,0.001237,0.001099,0.001031,0.000618,0.00055,0.0,0.0,0.000206,0.0,0.005771,0.000756,0.000756,0.000412,0.0,0.000412,0.000206,0.0,0.000412,0.0,0.001237,0.000275,0.000756,0.000481,0.000344,0.000275,0.001031,0.000412,6.9e-05,0.004054,0.000137,0.000344,0.001374,0.001718,0.000275,0.000893,0.001099,0.000275,0.000275,0.000206,0.0,0.001305,0.000275,0.001168,0.000756,0.009138,0.000962,0.000756,0.0,0.0,0.000275,0.000344,0.000275,6.9e-05,0.000344,0.000687,0.000344,0.001237,0.0,0.001305,0.000137,0.000206,0.0,0.0,6.9e-05,0.000137,0.0,6.9e-05,6.9e-05,0.00055,0.000893,0.000344,0.000275,6.9e-05,0.000687,0.000206,0.000412,0.000137,0.000137,0.00055,0.000412,0.000206,0.000481,0.000412,0.0,0.000412,unsucc,
海贼之最强附身,1.51902587519025,3.82648401826484,0.423135464231354,4.00913242009132,1.84931506849315,0.155251141552511,4.32724505327245,0.0076103500761035,0.415525114155251,0.694063926940639,2.13698630136986,0.222222222222222,3.78386605783866,0.713850837138508,657.0,2047.0,3.1156773211567734,0.0,海贼之最强附身,0.102967,0.036414,0.028822,0.018827,0.016735,0.020144,0.014488,0.014566,0.014178,0.012396,0.00705,0.008058,0.002867,0.005423,0.005191,0.004804,0.01015,0.003332,0.004261,0.01658,0.00767,0.003409,0.006586,0.001859,0.003099,0.004494,0.001162,0.001859,0.002014,0.003486,0.001705,0.002324,0.002402,0.001859,0.003564,0.001472,0.002169,0.001705,0.002324,0.00031,0.002944,0.0,0.001395,0.003177,0.0,0.002557,0.001859,0.002092,0.0,0.001395,0.00124,0.000155,0.001162,0.00124,0.000465,0.001395,0.000542,0.001007,0.001007,0.0,0.003719,0.000542,0.000465,0.001395,0.001627,0.0,0.00124,0.00062,0.000852,0.00031,0.001705,0.001162,0.000465,0.000542,0.005114,0.001317,0.0,0.00155,0.00031,0.00031,0.0,0.000542,0.0,0.000542,0.0,0.00093,0.000465,0.00124,0.000232,0.001395,0.000232,0.00031,0.001162,0.000697,7.7e-05,0.000155,0.000542,0.0,0.000465,0.000232,0.000542,0.001472,0.000465,0.000697,0.0,0.0,0.001162,0.00093,7.7e-05,0.000697,0.000465,7.7e-05,0.000232,0.001007,0.00062,0.000697,0.000155,0.00031,0.000387,0.00062,0.0,0.0,7.7e-05,0.0,0.00031,0.000465,0.001705,0.000232,0.0,0.001085,0.00093,0.0,0.00031,0.0,0.001782,0.002092,0.00062,0.000697,0.000465,0.000697,0.000155,0.000387,0.00031,0.001937,7.7e-05,0.000697,0.001007,0.000387,0.000232,0.00031,0.000697,0.000387,0.000155,0.000155,0.0,0.000775,0.000155,0.00093,0.000155,0.000387,0.002014,0.000542,0.0,0.0,0.000465,0.00031,0.00031,0.00031,0.00155,0.000542,7.7e-05,0.000155,0.0,0.00031,0.000232,0.000232,0.0,0.0,7.7e-05,0.0,0.0,0.0,0.000232,0.000697,0.000465,0.00031,0.00031,0.00031,0.00155,7.7e-05,0.00062,0.000387,0.001317,0.000232,0.00031,0.000542,0.00031,0.00093,0.001317,0.000155,succ,
好妹子才不黑化,1.25990099009901,5.32920792079207,0.306930693069306,5.78217821782178,3.02970297029702,0.205445544554455,4.99257425742574,0.0346534653465346,0.561881188118811,0.732673267326732,2.61633663366336,0.121287128712871,4.04207920792079,0.992574257425742,404.0,1323.0,3.2747524752475248,0.0,好妹子才不黑化,0.081972,0.034344,0.034245,0.034639,0.011218,0.015548,0.016335,0.007282,0.007085,0.002952,0.005806,0.012006,0.005511,0.005904,0.003641,0.006987,0.004035,0.004428,0.006396,0.002165,0.002559,0.002559,0.006101,0.0062,0.005412,0.00246,0.002263,0.001673,0.001574,0.003346,0.003739,0.003346,0.002559,0.002067,0.002657,0.002067,0.004133,0.005708,0.002952,0.000886,0.002854,0.0,0.001279,0.001476,9.8e-05,0.006003,0.001279,0.001181,0.0,0.000787,0.001673,0.000787,0.002067,0.002559,0.00246,0.001378,0.000492,0.001082,0.002559,0.0,0.003051,0.000492,0.001082,0.000197,0.001181,0.0,0.001378,0.000394,0.001476,0.001673,0.000295,0.000689,0.00059,0.001574,0.00187,0.000492,0.0,0.001082,0.001574,0.002263,0.0,0.001574,0.0,9.8e-05,0.0,0.000984,0.000689,0.000984,0.000492,0.000295,0.0,0.000689,0.000492,0.000492,9.8e-05,0.000689,0.000492,0.0,0.000295,0.0,0.000787,0.000689,0.000492,0.000394,0.0,0.0,0.000197,0.000886,9.8e-05,0.000787,0.000787,0.000787,0.000886,0.000689,0.000689,9.8e-05,0.000689,0.00059,0.000689,0.00059,0.0,0.0,9.8e-05,0.0,0.001082,9.8e-05,0.001968,0.000295,0.0,0.00059,0.002854,0.0,0.000689,0.0,0.001279,0.004723,0.000197,0.000492,0.002165,0.000295,0.000394,0.000492,0.000295,0.000492,0.0,0.001476,0.000197,0.000295,9.8e-05,0.0,0.001279,0.001082,0.000295,0.000394,9.8e-05,0.000984,0.000295,0.001181,9.8e-05,0.000394,0.001574,0.002952,0.0,0.0,0.000197,9.8e-05,9.8e-05,0.000295,0.001181,0.00059,9.8e-05,0.000197,0.0,0.001181,0.0,0.000394,0.0,0.0,0.001279,9.8e-05,0.0,0.000197,0.000197,9.8e-05,0.000394,0.000984,9.8e-05,0.000295,0.000787,9.8e-05,0.000295,0.000197,0.000787,0.000689,0.001574,0.000295,0.000197,0.001574,0.000689,0.000886,succ,
和舞空一起游龙珠,1.68436578171091,4.52949852507374,0.765486725663716,4.0693215339233,2.63716814159292,0.126843657817109,4.35250737463126,0.0162241887905604,0.370206489675516,0.581120943952802,2.19911504424778,0.238938053097345,3.62831858407079,0.932153392330383,678.0,1868.0,2.7551622418879056,0.0,和舞空一起游龙珠,0.077511,0.030908,0.032904,0.028223,0.020514,0.015901,0.014043,0.017898,0.015901,0.009018,0.009431,0.00771,0.007503,0.004956,0.006471,0.004543,0.005094,0.003855,0.003029,0.013354,0.013423,0.004681,0.004956,0.005025,0.003786,0.00826,0.000275,0.003648,0.002547,0.002272,0.001583,0.002891,0.001514,0.00179,0.000757,0.002616,0.005645,0.003717,0.001996,0.002065,0.002478,0.0,0.003235,0.002478,0.000138,0.00062,0.000275,0.001308,0.0,0.003235,0.001652,0.000207,0.001308,0.001721,0.003029,0.001927,0.001308,0.002065,0.001652,0.0,0.001652,0.000344,0.001308,0.001377,0.002616,0.0,0.001033,0.002409,0.001583,0.001033,0.009018,0.001101,0.000344,0.001446,0.000895,0.001446,0.0,0.001583,0.000344,6.9e-05,0.0,0.002547,0.0,0.000551,0.0,0.00826,0.000207,0.000826,0.000344,0.000757,0.0,0.000551,0.000344,0.000275,0.000138,0.000757,0.00117,0.0,0.000275,0.0,0.000964,0.000207,0.001446,0.000826,6.9e-05,0.0,0.000207,0.00179,0.000344,0.000482,0.000551,0.001514,0.003304,0.00062,6.9e-05,0.001239,0.000688,0.000207,0.001514,0.001859,0.0,0.0,0.001033,0.0,0.003235,0.000275,0.001652,0.000344,0.0,0.001033,0.000207,0.0,0.000207,0.000344,0.00358,0.001446,0.001308,0.000344,0.003167,0.000207,0.0,0.000826,6.9e-05,6.9e-05,0.0,0.000138,0.000207,0.000207,0.000344,0.000344,0.001583,0.0,0.00062,0.000826,0.0,0.00062,0.001239,0.001101,0.000757,0.000344,0.000482,0.001308,0.0,0.0,0.000344,0.001101,0.000275,6.9e-05,0.000413,0.000482,0.001308,6.9e-05,0.0,0.000826,0.000482,0.000275,0.0,0.0,0.000413,6.9e-05,0.0,0.0,0.0,0.00117,0.000964,0.000551,0.000138,6.9e-05,0.000551,0.000275,0.000275,0.000344,6.9e-05,0.000207,0.001308,0.000138,0.000138,0.000688,0.000138,0.0,succ,
红世顶之座,1.01277955271565,3.61980830670926,0.289137380191693,3.57188498402555,1.95207667731629,0.145367412140575,3.51757188498402,0.0463258785942492,0.311501597444089,0.531948881789137,1.60063897763578,0.110223642172523,3.1517571884984,0.552715654952076,626.0,1438.0,2.297124600638978,0.0,红世顶之座,0.077585,0.042763,0.027456,0.019133,0.024299,0.014446,0.012245,0.023343,0.023343,0.000765,0.009662,0.00507,0.009184,0.008993,0.003731,0.006505,0.006792,0.004401,0.004879,0.008036,0.006697,0.010045,0.005549,0.002679,0.001818,0.010619,0.000574,0.0,0.003253,0.004975,0.003061,0.003922,0.000287,0.002296,0.001722,0.002774,0.002296,0.002487,0.003253,0.0022,0.00287,0.0,0.002774,0.004688,0.0,9.6e-05,9.6e-05,0.00067,0.000383,0.0,0.002679,0.003348,0.002392,0.000478,9.6e-05,0.001052,0.002679,0.000861,0.00067,0.0,0.002105,0.000861,0.00067,0.001339,0.000383,0.0,0.002583,0.001531,9.6e-05,0.000765,0.000287,0.003253,0.001148,0.001626,0.0,0.005262,0.0,0.001531,0.001244,0.002009,0.0,0.002679,0.0,0.001435,0.0,0.002392,0.001626,0.000574,0.000478,0.000191,0.0,0.001531,0.000957,0.000957,0.000957,0.000574,0.002009,0.0,0.000957,0.0,0.001339,0.000383,0.000574,0.000191,0.0,0.0,0.000765,0.00067,0.001244,0.000478,0.000383,0.000478,0.002009,0.000765,9.6e-05,0.001052,0.002009,0.000383,0.000478,0.000861,0.0,0.0,0.000383,0.0,0.002774,0.001339,0.000191,0.000478,0.0,0.001244,0.0,0.0,0.001435,0.0,0.001913,0.000478,0.000383,0.000861,0.000765,0.000287,0.001052,0.001244,9.6e-05,0.000287,0.0,0.000383,0.000861,0.000478,9.6e-05,0.001244,0.0,9.6e-05,9.6e-05,0.000287,0.0,0.00067,0.000478,0.001052,0.000383,9.6e-05,0.000478,0.0022,0.0,0.0,0.000287,9.6e-05,0.000957,9.6e-05,0.000191,0.000478,0.000383,0.000383,0.0,0.001052,0.000287,0.000191,0.0,0.0,0.002105,0.0,0.0,0.0,0.000383,0.000574,0.000287,0.000383,0.000191,9.6e-05,0.000574,0.000287,0.000287,0.000191,0.00507,0.000383,0.001148,0.000574,0.001052,0.0,0.0,9.6e-05,succ,
滑头鬼之凌霄重生传,1.31521739130434,5.1231884057971,0.432971014492753,4.58695652173913,2.03442028985507,0.121376811594202,4.56159420289855,0.019927536231884,0.356884057971014,0.677536231884058,2.45471014492753,0.159420289855072,3.94927536231884,0.869565217391304,1104.0,3590.0,3.2518115942028984,1.0,滑头鬼之凌霄重生传,0.09531,0.026117,0.023808,0.020941,0.011705,0.014571,0.016641,0.010431,0.010351,0.005813,0.011068,0.005494,0.007246,0.009316,0.004937,0.005016,0.012899,0.003981,0.005813,0.010272,0.002548,0.003981,0.005733,0.002548,0.002787,0.004539,0.002309,0.00215,0.00414,0.003105,0.000955,0.001274,0.001911,0.001831,0.002309,0.002548,0.001672,0.005574,0.001274,0.001592,0.002468,0.0,0.00215,0.001911,0.0,0.001592,0.000557,0.001115,0.0,0.000239,0.00215,0.000955,0.001115,0.001035,0.001831,0.002468,0.000159,0.001354,0.002229,0.0,0.001752,0.00215,0.001592,0.000796,0.001035,0.000955,0.000876,0.001592,0.001433,0.002309,0.001115,0.000955,0.000318,0.003424,0.001274,0.001513,0.0,0.001911,0.000955,0.001513,0.0,0.002946,0.0,0.001035,0.0,0.001194,0.001035,0.001752,0.001433,0.000478,0.0,0.000955,0.000717,0.000796,8e-05,0.001035,0.001035,0.0,0.000796,0.0,0.001354,0.000637,0.000637,0.002946,0.0,0.0,0.000637,0.001433,0.000239,0.000478,0.000557,0.001513,0.001194,0.000796,0.001991,8e-05,0.000637,0.000637,0.000318,0.000318,0.0,0.0,8e-05,0.0,0.000955,8e-05,0.000637,0.000876,0.0,0.000557,0.000398,0.0,0.000398,8e-05,0.000239,0.001592,0.000796,0.003822,0.002468,0.000398,0.000796,0.000796,0.000478,0.000478,0.000239,0.000398,0.000557,0.000557,0.000955,0.000955,0.000796,0.000478,0.000478,0.000637,0.0,0.000159,0.001035,0.000398,8e-05,0.000239,0.000557,0.000796,0.0,0.0,0.000318,0.000239,0.000717,0.000159,0.000239,0.000318,0.000318,0.000239,0.0,0.001035,0.0,0.000637,0.0,0.0,0.001513,0.000318,0.0,0.000159,8e-05,0.000796,0.000398,0.002229,8e-05,0.000557,0.000717,0.000159,0.0,0.000159,0.000239,0.000557,0.001672,0.000398,0.000398,0.000637,0.000557,0.000318,unsucc,
画魂异能师,2.06741573033707,6.47191011235955,0.649438202247191,5.94606741573033,3.13258426966292,0.211235955056179,7.01797752808988,0.0314606741573033,0.462921348314606,1.21797752808988,3.23370786516853,0.314606741573033,6.30786516853932,1.13932584269662,890.0,4344.0,4.880898876404494,1.0,画魂异能师,0.118271,0.020349,0.023524,0.021792,0.014721,0.021576,0.011834,0.017968,0.017751,0.011257,0.009742,0.005989,0.006206,0.007577,0.006711,0.004763,0.007288,0.00534,0.003464,0.005773,0.005051,0.006711,0.005556,0.002453,0.005123,0.004474,0.000794,0.006134,0.002886,0.002598,0.00101,0.002165,0.002742,0.002959,0.002237,0.001804,0.010608,0.002526,0.001732,0.000649,0.002959,0.0,0.002959,0.00267,0.0,0.000216,0.000505,0.001082,0.0,0.000722,0.001371,0.000722,0.001732,0.00202,0.001082,0.001371,0.000144,0.000938,0.002309,0.0,0.000794,0.000649,0.001155,0.00101,0.002814,0.0,0.001588,0.001155,0.001371,0.000722,0.00101,0.001732,0.000144,0.001371,0.001804,0.002165,0.0,0.001227,0.001299,0.000722,7.2e-05,0.002093,0.0,0.000577,0.0,0.000577,0.002453,0.000938,0.002165,0.001227,0.0,0.000577,0.00202,0.000649,7.2e-05,0.000649,0.001443,0.000144,0.000649,0.0,0.001371,0.001876,0.0,0.000649,7.2e-05,0.0,0.000144,0.000722,0.000361,0.000577,0.000577,0.001082,7.2e-05,0.00101,7.2e-05,0.000505,0.000577,0.000722,0.000722,0.000505,0.0,0.0,0.000505,0.0,0.000938,0.000577,0.001876,0.000505,0.0,0.000794,0.000289,0.0,0.000722,0.0,7.2e-05,0.000289,0.001227,0.001443,0.000505,0.001299,0.000866,0.000577,0.000289,7.2e-05,7.2e-05,0.001227,0.000649,0.000722,0.000433,0.001299,0.000938,0.000144,0.000722,0.00101,0.0,0.001227,0.000794,0.000794,0.000433,0.001371,0.001948,0.001299,0.0,0.0,0.000289,0.000577,0.000433,0.000866,0.000794,0.000722,0.000216,0.00101,0.0,0.000938,0.000649,0.000433,0.0,0.0,0.000361,7.2e-05,0.0,7.2e-05,0.0,0.000361,0.000649,0.000505,0.000216,0.000216,0.000289,0.000216,0.000144,0.000505,0.000289,0.000649,0.000794,0.000144,0.000144,0.000289,7.2e-05,7.2e-05,unsucc,
