0.003077,0.002105,0.001781,0.002753,0.001296,0.001619,0.00081,0.001457,0.004049,0.002591,0.000648,0.001781,0.000972,0.000486,0.000162,0.000162,0.000486,0.000324,0.00081,0.000486,0,0.000486,0.000324,0.000648,0.002267,0,0.002591,0,0.000162,0,0.000648,0.000324,0.000486,0.000162,0.000162,0.001296,0,0.001134,0.000486,0.000324,0.000324,0.000486,0.000486,0.00081,0,0.000648,0.000324,0.000162,0.000324,0.001134,0.000324,0,0.000162,0,0,0,0,0,0.001134,0.000324,0.000324,0.000324,0.000648,0.000324,0,0.000324,0.000162,0.000324,0.000162,0.000162,0.000486,0,0,0.000162,0,0,0,0.000324,0,0.000648,0.000162,0,0.001296,0.000162,0,0.000162,0,0,0.000162,0.000324,0,0.000324,0,0,0.000972,0,0.000486,0,0.000972,0,unsucc
0.002748,0.002061,0.001832,0.001145,0.001374,0.000687,0.000458,0.000458,0,0.000687,0.000916,0.000916,0.000229,0,0.001145,0.000458,0.000229,0.000229,0.000687,0,0,0.000916,0.000229,0.000229,0.000458,0,0.000687,0.000229,0,0.000458,0.000458,0.000458,0.000687,0.000229,0.000687,0.000687,0,0,0.000916,0.000229,0.000229,0.000229,0.000229,0.000458,0,0.000458,0.000458,0.001145,0.000229,0,0,0,0,0,0.000458,0,0.000229,0,0.000229,0,0,0.000687,0.000229,0.000229,0,0,0,0.000916,0.000229,0.000229,0.000916,0,0,0.000687,0,0,0,0,0,0.000458,0,0,0.000916,0.000229,0,0.000458,0,0,0,0.000229,0,0,0,0,0,0,0,0,0.000229,0,succ
0.001843,0.003261,0.001702,0.000993,0.001418,0.001418,0.001276,0.000851,0.000137,0.000993,0.001702,0.000709,0.000425,0.000274,0.000284,0.000142,0.001276,0.000425,0.000142,0.000425,0.000142,0.000425,0.000993,0.001134,0.000851,0.000274,0.002127,0.000823,0.000567,0.001276,0.000567,0.000425,0.000709,0.000567,0.000709,0.001418,0.000567,0.000137,0.000425,0.000425,0.000709,0.000137,0.000686,0.000993,0.000142,0.000142,0.000142,0.000284,0.000567,0.000425,0.000425,0.022691,0.000142,0.000472,0.000284,0.000139,0.000425,0.000111,0.000333,0.000142,0.000284,0.000567,0.000425,0.000567,0.011983,0.000709,0.000137,0.000284,0.000567,0.000567,0.000567,0.000142,0,0.001134,8.90E-05,0.000284,0.000142,0.000142,0.000425,0.000425,0.000274,0.000567,0.000567,0.000567,0.000142,0.000142,0.000137,0.000274,0.000142,0.000274,0,0.000142,0.000159,0.000137,0.000274,9.40E-05,0.000137,0.000142,0.000709,0.001039,succ
0.003697,0.003697,0.001848,0.001991,0.000711,0.001137,0.00128,0.000853,0.000284,0.001137,0.00128,0.000427,0.001422,0.000995,0.000995,0.000995,0.000569,0.000427,0.000284,0.000142,0.000142,0.000427,0.000853,0.000427,0.000711,0.000853,0.000711,0.000516,0.000569,0.000284,0.00128,0.000284,0.000711,0.000142,0.000284,0.000711,0.000569,0.000258,0.000284,0.000284,0.000427,0.000258,0.000711,0.000142,0.000284,0.000142,0.000711,0.000516,0.000427,0.000569,0.000284,0,0.001137,0.000735,0.000853,0.000516,0.000284,0.000142,0.000427,0.000569,0.000142,0.000142,0.000142,0.000427,0,0.000427,0.000142,0.000284,0.000569,0.000284,0.000142,0.000284,0.00621,0.000284,6.90E-05,0.00014,0.000142,0.000258,0.000284,0.000258,0.000711,0.000284,0.000569,0.000427,0.000142,0.000142,0.000258,0.000284,0.000284,0.000142,0.005331,0.000142,0.00013,0.000258,0.000569,0,0.000284,0.000284,0.000427,0,unsucc
0.001217,0.003245,0.001217,0.00037,0.001623,0.000811,0.000406,0.000406,0.000555,0.000406,0.000185,0.000811,0.000406,0.000739,0.002434,0.000169,0.000811,0.000811,0.00037,0.000406,0.000406,0.000406,0.000406,0.000811,0.000811,0.000739,0.000811,0.000406,0.000406,0.000811,0.000811,0.000406,0.000185,0.00037,0.000555,0.000337,0.000185,0.000406,0.000185,0.000406,0.000406,0.000555,0.000739,0.000811,0.000185,0.000169,0.000758,0.000185,0.000811,0.000185,0.000406,0.022691,0.000406,0.000146,0.000406,6.40E-05,0.000406,0.000185,0.000406,0.000185,0.000811,0.000406,0.000185,0.000406,0,0.000555,0.000132,0.000185,0.000185,0.000406,0.000739,0.000132,0,0.000811,6.40E-05,0.000143,0.000811,0.000406,0.000406,0.00037,0.000739,0.000406,0.000406,0.000406,0.000406,0.000185,8.40E-05,8.40E-05,0.000253,0.000169,0,0.000406,0.000128,8.40E-05,0.001217,9.40E-05,0.000406,0.00037,0.000185,0.001039,succ
0.002873,0.002197,0.00169,0.002028,0.001521,0.000507,0.001521,0.001014,0.000169,0.001352,0.000845,0.000169,0.000507,0.000338,0.000338,0.001352,0.001014,0.000507,0.000996,0.001352,0.000169,0.000169,0.000845,0.000676,0.001014,0.000167,0.001183,0.000169,0.000167,0.001352,0.000507,0.000507,0.000845,0.000169,0.000338,0.000845,0.001352,0.000374,0.000338,0.000169,0.000676,0.000669,0.000338,0.001014,0.000845,0.000507,0.000676,0.001521,0.000507,0.000676,0.000169,0.022691,0.000507,0.000472,0.000507,0.000561,0.000845,0.00086,0.000167,0.000338,0.000845,0.000676,0.000338,0.000507,0.011983,0.000507,0.000125,0.000676,0.000167,0.000507,0.000169,0.000836,0,0.000169,8.90E-05,0.000872,0.000338,0.000169,0.000169,0.000169,0.001245,0.000167,0.000338,0.000169,7.80E-05,0.000338,0.000169,0.000169,0.000623,0.000169,0,0.000167,0.000159,0.000169,0.000335,9.40E-05,0.000167,0.000338,0.000502,0.001039,succ
0.003585,0.00146,0.004647,0.001992,0.001328,0.001593,0.000266,0.001062,0.001593,0.00146,0.001195,0.00146,0.001062,0.000266,0.001062,0.001593,0.001195,0.000398,0.000797,0.000266,0.000169,0.000797,0.000398,0.000929,0.000266,0.000133,0.000797,0.000169,0.000266,0.001328,0.000664,0.000929,0.000531,0.000169,0.000797,0.000398,0.000531,0.001328,0.000133,0.000531,0.000531,0.000133,0.000664,0.000398,0.000531,0.000507,0.000398,0.000797,0.000398,0.000398,0.000664,0.022691,0.000133,0.000472,0.000266,0.000561,0.000266,0.00086,0.000398,0.000266,0.000845,0.000266,0.000338,0.000398,0.011983,0.000266,0.000125,0.000398,0.000531,0.000266,0.000266,0.001593,0,0.000797,8.90E-05,0.000872,0.000338,0.000266,0.000664,0.000266,0.000531,0.000133,0.000266,0.000133,0.001593,0.000531,0.000169,0.000169,0.000623,0.000133,0,0.001859,0.000159,0.000169,0.000133,9.40E-05,0.000398,0.000398,0.000266,0.001039,succ
0.001673,0.000669,0.000335,0.003178,0.000502,0.001338,0.001245,0.000335,0.000836,0.000167,0.000502,0.000473,0.000502,0.000502,0.000167,0.000502,0.000335,0.000502,0.000996,0.000167,0.000669,0.000836,0.000836,0.000167,0.000335,0.000167,0.000502,0.000836,0.000167,0.000498,0.001004,0.000836,0.000669,0.000374,0.000836,0.000335,0.000167,0.000374,0.000836,0.000335,0.001121,0.000669,0.000167,0.000335,0.000125,0.000249,0.000167,0.000502,0.000502,0.000788,0.000167,0.022691,0.000167,0.000472,0.000167,0.000561,0.000167,0.00086,0.000167,0.000167,0.000167,0.000249,0.000249,0.000167,0.011983,0.000167,0.000125,0.000836,0.000167,0.000167,0.000335,0.000836,0,0.000374,8.90E-05,0.000872,0.000125,0.000374,0.000125,0.000167,0.001245,0.000167,0.000167,0.000335,7.80E-05,0.000167,0.000125,0.000374,0.000623,0.000747,0,0.000167,0.000159,0.000125,0.000335,9.40E-05,0.000167,0.000167,0.000502,0.001039,succ
0.000862,0.002478,0.000862,0.000862,0.001939,0.000539,0.001077,0.00097,0.000291,0.000754,0.001401,0.000431,0.000431,0.000431,0.00097,0.000108,0.000539,0.000215,0.000323,0.000291,0.000108,0.000646,0.000215,0.001185,0.000754,0.000215,0.000754,0.000215,0.000431,0.000108,0.000108,0.000323,0.000754,0.001456,0.000646,0.000108,0.000323,0.000108,0.000323,0.000215,0.000539,0.000215,0.000646,0.000862,0.000108,0.000215,0.000388,0.000108,0.000215,0.000323,0.000108,0.022691,0.000431,0.000679,0.000323,0.000122,0.000431,9.70E-05,0.000215,0.000215,0.000108,0.000323,0.000215,0.000215,0.011983,0.000108,0.000108,0.000215,0.000215,0.000431,0.000194,9.70E-05,0,0.000108,0.000229,9.70E-05,0.000108,0.000539,0.000215,0.000323,0.000323,0.000215,0.000215,0.000323,0.000463,0.000215,0.000112,0.000244,0.000108,0.000215,0,0.000224,5.80E-05,0.000112,0.000215,9.40E-05,0.000215,0.000485,0.000215,0.001039,succ
0.002814,0.001876,0.001126,0.000938,0.00075,0.00075,0.001126,0.00075,0.001689,0.000563,0.000563,0.000188,0.000188,0.000938,0.00075,0.000188,0.001126,0.000188,0.00075,0.000375,0.000563,0.000188,0.000188,0.000563,0.000563,0.000563,0.000563,0.001126,0.000256,0.000375,0.000188,0.000383,0.000563,0.000563,0.000938,0.000375,0.000511,0.000375,0.000256,0.000188,0.000375,0.000188,0.000375,0.000188,0.000256,0.000188,0.000188,0.000256,0.000188,0.000375,0.000128,0,0.000563,0,0.000375,0.000332,0.000188,0.000831,0.000375,0.000375,0.000188,0.000375,0.000128,0.000188,0,0.000375,0.000188,0.000128,0.000375,0.000375,0.000938,0.000188,0,0.000188,0.000108,0.000138,0.000188,0.000256,0.000138,0.000188,0.000188,0.000375,0.000375,0.000188,0.000188,0.000188,0.000128,0.000563,0.000128,0.000563,0,0.000332,0.000137,0.000128,0.000383,0,0.00075,0.000375,0.000188,0,succ
