小说名,r,v,nh,n,u,nt,p,e,nd,m,d,i,wp,a,句子数,停顿数,句子破碎度,Success,小说名,PU，,PU。,DEG的,DEC的,CD一,AS了,VC是,PN他,PU“,PU”,AD不,PU！,AD就,PN你,AD也,M个,DT这,P在,PU？,PN自己,PN我,VE有,NN人,SP了,AD都,AS着,VV能,VV要,PU：,AD还,NN剑,VV说,VV修,VV会,PN这,VV看,CD两,DT那,DEV的,PU…,LC里,AD却,VV让,AD但,VV到,AD又,VV知道,VV去,SP的,JJ小,VV来,AD再,NR杨越,LC上,VV想,AD没,AD已经,VE没有,CD三,PN他们,CD几,DEV地,M次,NR刘信,DT这个,BA把,NN时候,M名,AD很,AD一,AD便,AD只,AD那,LC中,DT什么,NT现在,M年,SB被,AD才,NN剑如蛟,P从,JJ老,VV可,NR秦,PN她,NN家,P跟,P对,DER得,JJ大,M种,AD不过,SP啊,CC和,AD只是,CS虽然,AD已,VV出来,NR武,AD而,VV可以,BA将,DEG之,VA好,PU、,M层,AS过,AD连,NR凌仙,LB被,AD这么,VV说道,AD就是,M天,NN精神,SP吧,NR赵,NN手,VV出,VV起来,LC后,PN什么,NN事情,AD怎么,P比,VV得,AD更,AD最,VV想到,AD如,NN力,LC之后,AD太,VV发现,AD正,VV道,VV给,AD没有,SP呢,PN我们,AD还是,PN那,CD四,VV见,NN钱,NN家族,PU*,NN乞丐,NR剑如蛟,NN老头,NN少年,NN心里,AD十分,NN事,NR李昊,PN对方,CD十,SP吗,NN新兵,NN时间,AD一下,NR德,MSP所,VE没,NR崔破,VV看到,VV敢,P因为,M股,VV跑,VV走,DT这些,OD第一,AD自然,PN谁,AD竟然,NR王强,NN精兵,NN脸上,PN你们,NN傻子,AD那么,M声,VA大,AD如此,NN儿子,VV能够,PN这里,M条,VV笑,NN眼,VV做,M岁,NN魔法师,NN刺客,NN官兵,AD有些,VV觉得,DT每,DT那些,class,
三国之国士无双,1.24222222222222,3.76,0.2,3.27444444444444,1.67,0.116666666666666,3.05111111111111,0.01,0.297777777777777,0.541111111111111,1.84111111111111,0.137777777777777,2.61444444444444,0.608888888888888,1800.0,3990.0,2.216666666666667,1.0,三国之国士无双,0.070397,0.041727,0.024249,0.021831,0.019206,0.018998,0.017202,0.01437,0.011537,0.011537,0.012228,0.010639,0.010363,0.008428,0.006149,0.00753,0.008566,0.006218,0.010777,0.007047,0.006079,0.00456,0.005734,0.00532,0.003592,0.003109,0.004421,0.003592,0.00456,0.003178,0.013264,0.003454,6.9e-05,0.002349,0.003731,0.002971,0.002694,0.002763,0.004076,0.0,0.002902,0.002349,0.002211,6.9e-05,0.002832,0.003316,0.000276,0.001105,0.002556,0.000898,0.00228,0.001105,0.0,0.001382,0.001382,0.001727,0.000276,0.000898,0.001313,0.000345,0.000415,0.0,0.002418,0.0,0.001658,0.001313,0.00152,0.000207,0.001796,0.001174,0.001244,0.001313,0.002003,0.001105,0.002073,6.9e-05,0.000967,0.002003,0.002003,0.006978,0.00152,0.0,0.002211,0.0,0.0,0.002971,0.001796,0.001382,0.001451,0.000829,0.001589,0.001244,0.002003,0.000484,0.000622,6.9e-05,0.000276,0.00076,0.0,0.001174,0.00076,0.000207,0.000207,0.001174,0.000691,0.000345,0.001244,0.000276,0.0,0.001105,0.001382,0.000207,0.001727,0.000484,0.000138,0.000691,0.0,0.001036,0.00076,0.00076,0.000276,0.001105,0.000138,6.9e-05,0.001036,0.001174,0.000553,0.001105,0.000553,0.003731,0.0,0.001036,0.00076,0.000345,0.00076,0.001105,0.00152,0.000345,0.000415,6.9e-05,0.000829,0.001313,0.000553,0.001036,0.002003,0.000345,0.0,0.0,0.0038,0.002487,6.9e-05,0.000484,0.0,0.000138,6.9e-05,0.000898,0.000553,0.000553,0.0,0.000829,0.00076,0.0,0.000138,0.000898,0.0,0.001036,0.001174,6.9e-05,0.000345,6.9e-05,0.000898,0.000345,6.9e-05,0.000691,0.000967,6.9e-05,6.9e-05,0.000138,0.000415,0.000276,0.003109,0.000276,0.000484,0.000415,0.000207,0.0,0.000415,0.000898,0.000484,0.000898,0.000484,0.000138,0.000276,0.0,0.0,0.0,0.000553,6.9e-05,0.000622,0.000484,unsucc,
三国之力挽狂澜,1.5813953488372,5.33094812164579,0.851520572450805,5.13059033989266,2.22361359570661,0.211091234347048,4.60644007155635,0.0071556350626118,0.440071556350626,0.93381037567084,2.6994633273703,0.159212880143112,3.90876565295169,0.688729874776386,559.0,1729.0,3.0930232558139537,0.0,三国之力挽狂澜,0.085097,0.033119,0.027369,0.016253,0.014643,0.016636,0.013416,0.009506,0.015026,0.015026,0.007513,0.00552,0.009353,0.00322,0.009353,0.007896,0.009046,0.006976,0.004906,0.00552,0.003987,0.00552,0.009813,0.003757,0.005213,0.004446,0.004523,0.002607,0.00391,0.00345,0.0,0.001917,0.0,0.001687,0.003297,0.001917,0.002377,0.002453,0.000997,0.001227,0.000383,0.001227,0.001763,0.002453,0.002147,0.001227,0.000153,0.002223,0.0023,0.001073,0.00115,0.001763,0.0,0.00161,0.001687,0.001993,0.001457,0.000843,0.00138,0.000997,0.001457,0.000767,0.001687,0.000767,0.000843,0.002223,0.000383,0.002453,0.001763,0.00069,0.000383,0.00207,0.002377,0.001533,0.00161,0.003757,0.00115,0.001917,0.000997,0.0,0.00161,7.7e-05,0.000843,0.0,0.000153,0.0,7.7e-05,0.00092,0.00069,0.001227,0.000767,0.000843,0.001073,0.001457,0.000613,0.000153,0.001533,0.000843,0.0,0.00023,0.000843,0.00069,0.001533,0.00115,0.00069,0.000153,0.001303,0.000767,0.0,0.000997,0.000383,0.000153,0.000843,0.00115,7.7e-05,0.000843,0.0,0.0,0.000843,0.00023,0.001763,0.000537,0.00046,7.7e-05,0.00046,0.000153,0.000537,0.00046,0.00138,7.7e-05,7.7e-05,0.001457,0.000613,0.000153,0.000537,0.001227,0.000383,0.00138,0.000537,0.002147,0.00184,0.000307,0.000613,0.000307,7.7e-05,0.0,0.000383,0.0,0.0,0.00023,0.0,0.000153,0.0,0.001227,0.0,0.00023,0.000613,0.000613,0.0,0.001227,0.00069,0.0,0.000613,0.000843,0.0,0.00161,0.00023,7.7e-05,0.0,0.000307,0.00046,0.001533,0.000307,7.7e-05,0.00092,0.000383,0.0,0.00046,0.000153,0.000537,0.0,0.000767,0.000843,0.000767,7.7e-05,0.000153,0.000997,0.000997,0.00023,0.00023,0.00023,0.001073,0.000307,0.0,0.0,0.0,0.00046,0.00023,0.000537,0.000767,succ,
三国之吕布新传,1.33198924731182,4.97311827956989,0.725806451612903,5.58736559139784,2.1760752688172,0.202956989247311,4.54838709677419,0.0376344086021505,0.495967741935483,0.872311827956989,2.38844086021505,0.264784946236559,3.7768817204301,0.924731182795698,744.0,2199.0,2.9556451612903225,0.0,三国之吕布新传,0.076061,0.030541,0.021947,0.019915,0.015212,0.016954,0.012657,0.006503,0.014457,0.014109,0.008709,0.006213,0.002961,0.003948,0.004064,0.004413,0.006967,0.007838,0.005516,0.004006,0.002439,0.004645,0.00569,0.003832,0.003019,0.003426,0.001452,0.003426,0.006677,0.003368,0.0,0.002439,0.0,0.001742,0.0018,0.001568,0.002148,0.002439,0.0018,0.000348,0.000755,0.003135,0.003077,0.00151,0.001277,0.001974,0.000232,0.001858,0.001219,0.000871,0.001568,0.000755,0.0,0.00209,0.002032,0.000639,0.000987,0.000174,0.001858,0.001858,0.001452,0.000929,0.00209,0.0,0.001335,0.002439,0.000116,0.000406,0.001335,0.001161,0.001452,0.001452,0.001103,0.002903,0.000639,0.000697,0.000987,0.001103,0.000871,0.0,0.001103,0.001103,0.000987,0.0,0.000464,0.000174,0.000232,0.0018,0.000639,0.00209,0.001335,0.001161,0.002381,0.001974,0.000813,0.000232,0.000987,0.000697,5.8e-05,0.001045,0.000697,0.001277,0.002439,0.000813,0.001219,0.000116,0.000464,0.000523,0.0,0.001335,0.000406,0.001045,0.000523,0.000639,5.8e-05,0.00151,0.0,0.00029,0.000871,0.000348,0.002903,0.000464,0.00029,0.000174,0.00029,0.00029,0.00029,0.000406,0.000697,0.000116,0.000116,0.000348,0.000813,0.000116,0.000406,0.00151,0.000581,0.000523,0.000639,0.002381,0.000581,0.00029,0.001335,0.001277,0.000232,0.000174,0.0,0.0,0.0,5.8e-05,0.001626,0.000116,0.000116,0.001277,0.0,5.8e-05,0.000813,0.000523,0.0,0.000116,0.000464,5.8e-05,0.001103,0.000174,0.0,0.001219,0.001045,0.000116,0.000348,0.00029,0.000464,0.000639,0.000697,0.00029,0.000523,0.000116,0.000348,0.000116,0.000232,0.001161,0.000116,5.8e-05,0.000929,0.00029,0.000116,0.000116,0.001452,0.000406,0.000116,0.000523,0.00029,0.000581,0.000406,0.0,0.0,0.000116,0.000639,0.000232,0.000174,0.000406,succ,
三国之生化狂人,2.00925925925925,6.07716049382716,0.199074074074074,5.34413580246913,2.55092592592592,0.149691358024691,5.31172839506172,0.0138888888888888,0.337962962962962,0.807098765432098,2.93672839506172,0.251543209876543,4.72839506172839,1.26543209876543,648.0,2392.0,3.691358024691358,0.0,三国之生化狂人,0.088124,0.018236,0.015121,0.013536,0.013762,0.02339,0.015348,0.008099,0.013253,0.013253,0.016198,0.009685,0.006513,0.006513,0.008552,0.007306,0.005777,0.004134,0.009175,0.004191,0.008722,0.005097,0.016424,0.0064,0.004078,0.005437,0.003341,0.002152,0.009458,0.002945,0.0,0.003455,0.0,0.003455,0.002718,0.003285,0.002152,0.000906,0.001189,0.010138,0.001586,0.000793,0.001529,0.003568,0.001642,0.002945,0.000113,0.001473,0.003058,0.002888,0.001473,0.001246,0.0,0.001642,0.002209,0.002435,0.00017,0.001133,0.000906,0.000283,0.001699,0.000793,0.001076,0.0,0.001416,0.001133,0.000453,0.000283,0.002152,0.000906,0.001303,0.000906,0.001246,0.001926,0.002152,0.000906,0.00085,0.000736,0.000963,0.0,0.000566,0.000113,0.000396,0.0,0.009798,0.000283,0.0,0.002379,0.000736,0.001133,0.001756,0.000736,0.001303,0.002209,0.000906,0.000113,0.00017,0.00034,0.0,0.000623,0.000396,0.000906,0.000113,0.001699,0.001133,0.000227,0.001416,0.000453,0.0,0.000906,0.001416,0.001189,0.001473,0.00034,0.000113,0.002039,0.0,0.00034,0.000793,0.000453,0.000963,0.000963,0.000283,5.7e-05,0.000283,0.000227,0.001303,0.000283,0.000623,5.7e-05,0.0,5.7e-05,0.001586,5.7e-05,0.00051,0.001642,0.00068,0.000566,0.00068,0.00051,0.001189,0.000963,0.00017,0.000566,0.000396,0.000283,0.000623,0.0,0.0,0.0,0.0,0.00017,0.001359,0.001416,0.0,0.000113,0.000113,0.001586,0.0,0.000623,0.000906,0.0,0.00017,0.002039,0.0,0.000793,0.001246,5.7e-05,0.0,0.0,0.000227,0.000227,0.000113,5.7e-05,0.00034,0.00017,0.0,0.0,0.00068,0.00051,0.0,0.00068,0.000736,0.000283,5.7e-05,5.7e-05,0.003341,0.00017,0.0,0.001246,0.001019,0.000566,0.000623,0.0,0.0,0.0,0.001756,5.7e-05,0.0,0.000453,succ,
三国之蜀汉儒将,1.67647058823529,7.98949579831932,0.886554621848739,8.13865546218487,3.41176470588235,0.313025210084033,6.02941176470588,0.0168067226890756,0.890756302521008,1.30252100840336,4.08823529411764,0.224789915966386,4.89495798319327,1.38025210084033,476.0,2069.0,4.3466386554621845,0.0,三国之蜀汉儒将,0.091238,0.026016,0.026438,0.022523,0.01632,0.017164,0.017344,0.006384,0.006083,0.006083,0.008371,0.001084,0.009154,0.002529,0.006805,0.008431,0.00542,0.008612,0.002469,0.004155,0.002469,0.006685,0.003433,0.004517,0.004276,0.003433,0.004456,0.002288,0.001204,0.003372,0.00012,0.001506,0.0,0.002168,0.002168,0.001987,0.002891,0.000783,0.002409,0.002469,0.003553,0.000964,0.000964,0.001265,0.001385,0.001385,0.00012,0.002048,0.003011,0.001987,0.001566,0.001867,0.0,0.002048,0.001204,0.001626,0.000181,0.000964,0.001867,0.000422,0.002168,0.000422,0.001024,6e-05,0.002529,0.004155,0.001506,0.0,0.002228,0.001506,6e-05,0.001927,0.000723,0.001084,0.001445,0.002288,0.001506,0.001144,0.001626,0.00012,0.001084,0.000843,0.000602,0.0,6e-05,0.000241,0.000241,0.001084,0.000542,0.001566,0.001927,0.000964,0.001566,0.003132,0.000542,0.00012,0.000181,0.000422,6e-05,0.000542,0.000602,0.000241,0.000181,0.000903,0.003372,0.000542,0.000903,0.000422,0.0,0.000964,6e-05,0.00012,0.001024,0.001265,6e-05,0.000542,0.000482,0.000542,0.000422,0.000241,0.000542,0.001144,0.000422,6e-05,0.000662,0.000482,0.000422,0.000964,0.000482,6e-05,0.00012,0.001807,0.000843,0.000542,0.000241,0.000843,0.000482,0.000301,0.000602,0.000301,0.001566,0.001144,0.000723,0.000422,0.000181,0.000241,0.000602,0.0,0.0,0.0,0.000181,6e-05,6e-05,0.000662,0.0,0.0,0.000361,0.000181,0.0,0.000662,0.000843,6e-05,0.000602,0.000964,0.0,0.00012,0.000542,0.000723,0.00012,0.000361,0.001084,0.000602,0.000241,6e-05,0.000301,0.00012,0.000482,6e-05,6e-05,0.00012,0.0,0.000361,0.000241,0.001024,6e-05,0.0,0.00012,0.000723,0.000723,0.00012,0.0,0.001385,0.000723,0.000181,0.0,0.00012,0.000542,0.000662,0.000422,0.000181,succ,
三国之蜀汉我做主,1.72373540856031,5.92801556420233,0.484435797665369,5.97665369649805,2.84046692607003,0.293774319066147,5.07003891050583,0.0155642023346303,0.535019455252918,0.750972762645914,3.31712062256809,0.268482490272373,4.284046692607,1.17315175097276,514.0,1848.0,3.595330739299611,0.0,三国之蜀汉我做主,0.086099,0.030482,0.026107,0.022983,0.012915,0.015415,0.020622,0.004374,0.00979,0.00979,0.010624,0.001944,0.00861,0.004097,0.009165,0.006527,0.00618,0.005138,0.004583,0.006666,0.004513,0.004444,0.004166,0.005208,0.004027,0.001528,0.002569,0.003819,0.006041,0.002986,0.001389,0.003541,0.000278,0.003125,0.002361,0.003333,0.0025,0.001736,0.003611,0.000833,0.001319,0.002083,0.001875,0.000972,0.002847,0.001458,0.000139,0.001528,0.003125,0.000972,0.001528,0.00118,0.0,0.001389,0.001875,0.000903,6.9e-05,0.000833,0.000833,0.002569,0.001528,0.000208,0.001666,0.000486,0.0025,0.000625,0.00243,6.9e-05,0.004027,0.000833,0.0,0.002014,0.000625,0.00243,0.001875,0.002014,0.001736,0.000903,0.001111,0.001389,0.000903,6.9e-05,0.001389,0.0,0.000486,0.0,0.000139,0.002222,0.000139,0.00118,0.00118,0.001528,0.002152,0.005069,0.001042,6.9e-05,6.9e-05,0.000486,0.000208,0.002361,0.000903,0.000625,0.000833,0.0025,0.000486,6.9e-05,0.001042,0.000417,0.0,0.000625,0.000972,0.000347,0.00125,0.00118,0.000139,0.001389,6.9e-05,0.000694,0.000486,0.000208,0.002222,0.000417,0.000139,0.000972,0.000833,0.000208,0.000903,0.000903,0.000903,0.000347,0.0,0.000486,0.001111,0.000625,0.000764,0.000486,0.000417,0.000555,0.000278,0.000486,0.001666,0.001111,0.000139,0.000417,0.0,0.0,0.000278,6.9e-05,0.0,0.0,0.000208,0.000486,0.000347,0.000833,0.0,0.0,0.000486,0.000625,0.0,0.00118,0.000833,0.0,0.000278,0.000833,0.0,0.00125,0.000347,0.001805,0.000208,0.0,0.000139,0.000903,0.000208,0.000486,0.000139,6.9e-05,0.0,0.0,0.000208,0.001389,0.0,0.000625,0.000417,0.000764,0.000278,0.000764,0.000347,0.000694,0.000208,0.000833,0.000694,0.00125,0.000417,0.0,0.0,0.0,0.000625,6.9e-05,0.000555,0.000208,succ,
三国之天下至尊,1.74914675767918,6.53754266211604,0.786689419795221,6.90955631399317,2.91467576791808,0.344709897610921,6.13310580204778,0.0102389078498293,0.484641638225255,1.23890784982935,3.64505119453924,0.329351535836177,5.2815699658703,1.32935153583617,586.0,2312.0,3.945392491467577,0.0,三国之天下至尊,0.085319,0.018966,0.028475,0.022385,0.018645,0.015814,0.018378,0.007586,0.010899,0.010418,0.007747,0.006999,0.009082,0.00219,0.00577,0.006625,0.00593,0.008227,0.004007,0.002831,0.00171,0.004327,0.004808,0.003953,0.004381,0.002084,0.002671,0.002511,0.003045,0.002831,0.00016,0.002511,0.0,0.002297,0.003526,0.001336,0.001389,0.001496,0.002564,0.008548,0.000588,0.002458,0.001442,0.001389,0.001549,0.002725,0.000214,0.001496,0.001229,0.000481,0.001068,0.000641,0.0,0.001229,0.000695,0.001282,0.000107,0.000214,0.00203,0.002938,0.001015,0.000481,0.001603,5.3e-05,0.001977,0.000695,0.001549,0.000214,0.003473,0.000962,0.00016,0.001175,0.000588,0.002938,0.001068,0.001496,0.002831,0.001549,0.001549,0.00016,0.000855,0.001068,0.000748,0.000748,0.000321,0.000427,5.3e-05,0.000855,0.000321,0.001068,0.002778,0.00171,0.001229,0.002297,0.001175,0.001816,0.000107,0.000908,5.3e-05,0.001282,0.000748,0.000695,0.000748,0.000481,0.003099,0.0,0.000588,0.000641,0.0,0.001816,0.000374,0.001068,0.001229,0.000748,0.000481,0.000534,0.0,0.000481,0.000962,0.000214,0.001175,0.001068,0.000321,0.000107,0.000427,5.3e-05,0.000962,0.001977,0.000695,0.000214,0.000321,0.001068,0.000641,5.3e-05,0.000481,0.000748,0.000321,0.000534,0.000267,0.000374,0.000534,0.001015,0.000588,0.000588,0.0,0.000427,0.000695,0.0,0.0,0.0,0.000641,5.3e-05,0.000214,0.000321,0.0,0.00016,0.00016,0.000267,0.0,0.001229,0.000962,0.0,0.000481,0.000214,0.0,0.000588,0.000267,0.000214,0.00016,0.000107,0.000748,0.000481,0.000801,0.000374,0.000801,0.000748,0.000107,0.0,0.000107,0.000481,0.0,0.000267,0.000321,0.000374,0.000214,0.001229,0.000962,0.000427,0.000908,0.000695,0.00016,0.000801,0.000908,5.3e-05,0.0,0.000107,0.000374,5.3e-05,0.000588,0.000374,succ,
三国之我本凡人,1.09116541353383,2.95770676691729,0.155075187969924,2.66165413533834,1.71898496240601,0.118421052631578,2.81109022556391,0.0159774436090225,0.241541353383458,0.346804511278195,1.51503759398496,0.12593984962406,2.39661654135338,0.580827067669172,2128.0,4408.0,2.0714285714285716,1.0,三国之我本凡人,0.071906,0.039332,0.026154,0.02737,0.015138,0.0148,0.014868,0.007637,0.010881,0.010678,0.011556,0.025748,0.008312,0.013516,0.005542,0.005744,0.003649,0.007299,0.007231,0.005136,0.01257,0.00446,0.005744,0.009326,0.004325,0.004596,0.001757,0.002568,0.005069,0.002298,6.8e-05,0.005069,6.8e-05,0.003987,0.002163,0.003717,0.001825,0.001757,0.00392,0.0,0.002771,0.00223,0.002501,6.8e-05,0.003109,0.001825,0.000135,0.002636,0.002568,0.002365,0.001825,0.001216,0.0,0.001014,0.002027,0.001352,6.8e-05,0.000405,0.000879,0.000338,0.000473,0.001554,0.000879,0.0,0.002568,0.001352,0.002974,6.8e-05,0.00196,0.000879,0.000338,0.001014,0.000946,0.001757,0.001554,0.000608,0.001149,0.00196,0.000946,6.8e-05,0.001892,0.002163,0.000676,0.0,0.000879,0.000405,0.001419,0.000946,0.000676,0.001149,0.001352,0.001284,0.003649,0.001014,0.001014,0.000541,6.8e-05,0.000405,0.0,0.001352,0.000676,0.000405,0.000473,0.001622,6.8e-05,6.8e-05,0.001352,0.000541,0.0,0.001149,0.001081,0.004325,0.000608,0.001216,6.8e-05,0.002163,6.8e-05,0.000608,0.000405,0.000338,0.000405,0.001149,0.000676,0.000811,0.00027,0.000203,0.000338,0.000879,0.00027,6.8e-05,6.8e-05,0.001825,0.001081,0.000676,0.000676,0.000676,0.000203,0.001352,0.002838,0.000743,0.000811,0.000879,0.000203,0.000743,6.8e-05,0.000405,0.0,0.0,0.0,0.000405,0.000338,0.000135,0.000135,0.000676,0.000135,0.0,0.000135,0.0,0.0,0.000676,0.000676,0.0,0.000541,0.000405,0.0,0.001757,0.000541,6.8e-05,6.8e-05,0.0,0.001419,0.000676,0.000608,0.000135,0.000203,0.000405,0.0,0.0,0.000135,0.000338,0.000135,0.000946,0.000405,0.000473,6.8e-05,6.8e-05,0.000203,0.001081,0.00027,0.001622,0.000203,0.000608,0.000473,0.0,0.0,0.0,0.002501,6.8e-05,0.000203,0.000135,unsucc,
三国之席卷天下,1.26573426573426,4.43256743256743,0.482517482517482,4.25174825174825,1.88511488511488,0.181818181818181,4.08091908091908,0.0259740259740259,0.347652347652347,0.584415584415584,2.01798201798201,0.208791208791208,3.51848151848151,0.754245754245754,1001.0,2907.0,2.9040959040959042,0.0,三国之席卷天下,0.091738,0.040801,0.022005,0.020477,0.014262,0.018796,0.014925,0.009169,0.012938,0.012123,0.008507,0.006112,0.007233,0.005858,0.005654,0.005756,0.00815,0.006622,0.003413,0.002139,0.004177,0.005654,0.007997,0.004635,0.003871,0.004024,0.003566,0.002954,0.004177,0.001783,0.000204,0.001732,0.0,0.003209,0.003617,0.001783,0.001681,0.002598,0.000662,0.004584,0.00107,0.000509,0.001121,0.001019,0.001172,0.001732,0.000407,0.002088,0.002802,0.000713,0.001783,0.000866,0.0,0.002445,0.001681,0.00056,0.000255,0.001273,0.000917,0.001019,0.000968,0.000917,0.000866,0.0,0.001936,0.000611,0.001121,0.000713,0.001681,0.001375,0.003871,0.000815,0.00056,0.001477,0.001222,0.001019,0.000357,0.000713,0.001477,0.000204,0.000764,0.000204,0.001528,0.001019,0.000509,0.000255,0.001477,0.001579,0.000713,0.003005,0.001019,0.000764,0.000458,0.000204,0.000509,0.000306,0.000255,0.000764,0.0,0.001121,0.000713,0.00163,0.001732,0.00056,0.001172,0.000204,0.000458,0.000153,0.0,0.00056,0.000662,0.001732,0.000764,0.000764,5.1e-05,0.000917,0.0,0.000713,0.000764,0.000306,0.000815,0.000917,0.000357,0.000153,0.000611,0.000611,0.000713,0.000458,0.000815,0.000102,0.0,0.000509,0.00056,0.000204,0.000509,0.001477,0.000458,0.000458,0.000204,0.001222,0.000458,0.000357,0.000153,0.002394,0.000713,0.000153,5.1e-05,0.000306,0.0,0.0,0.0,0.000815,0.000917,0.000357,0.0,0.000407,5.1e-05,5.1e-05,0.0,0.00107,0.000662,0.0,0.000917,0.001273,0.0,0.000611,0.000204,0.000357,5.1e-05,0.000255,0.000815,0.001019,0.000662,0.000255,0.000458,0.000407,0.0,5.1e-05,5.1e-05,0.000866,0.0,0.000204,5.1e-05,0.000306,0.000102,0.0,0.001121,0.000662,0.000306,0.000968,0.000306,0.000968,0.0,0.002598,0.0,0.000102,0.000306,5.1e-05,0.00056,0.00056,succ,
三国之席卷天下II,1.13459268004722,4.40968122786304,0.961038961038961,4.37308146399055,1.69775678866587,0.159386068476977,4.54899645808736,0.0200708382526564,0.371900826446281,0.649350649350649,2.1582054309327,0.233766233766233,4.09208972845336,0.58913813459268,847.0,2912.0,3.43801652892562,0.0,三国之席卷天下II,0.114308,0.034024,0.01922,0.016773,0.020593,0.020355,0.013848,0.013908,0.015042,0.014445,0.008476,0.011282,0.01355,0.004477,0.005014,0.007044,0.005909,0.004298,0.005193,0.002567,0.004059,0.005372,0.006506,0.005969,0.003283,0.003164,0.002567,0.002268,0.007521,0.002328,0.001134,0.00388,0.0,0.001552,0.002626,0.003044,0.001194,0.001134,0.000716,0.002985,0.002149,0.000418,0.001313,0.002328,0.001074,0.002985,0.000657,0.002149,0.001791,0.000418,0.001731,0.000597,0.0,0.001194,0.000597,0.001134,6e-05,0.000358,0.000836,0.000298,0.000657,0.000119,0.00185,0.0,0.000537,0.000239,0.002447,0.000179,0.000537,0.002328,0.001791,0.001074,0.000418,0.001552,0.000657,0.000537,0.000418,0.001492,0.001015,0.001134,0.000716,0.0,0.000657,0.000955,0.0,0.000119,0.000776,0.001552,0.000179,0.002865,0.000955,0.000418,6e-05,0.001194,0.000119,0.000239,6e-05,0.000298,0.0,0.001433,0.000119,0.000478,0.000537,0.000358,0.001433,0.0,0.000597,0.000179,0.0,0.001254,0.000836,0.000239,0.001671,0.000418,0.000119,0.001433,0.0,0.000537,0.000298,0.000298,0.002089,0.001254,0.000179,0.000597,0.000478,0.000119,0.000358,0.000836,0.000597,0.000119,6e-05,0.000119,0.001194,6e-05,0.000119,0.002626,0.001015,0.001134,0.000537,0.000239,0.000776,0.000478,0.000478,0.002029,0.000179,0.000119,0.0,0.0,0.0,0.0,0.0,0.001254,0.00185,0.000179,0.0,0.0,0.000358,0.000537,0.0,0.000298,0.000358,0.000119,0.000119,0.000358,0.0,0.001373,0.000298,6e-05,0.0,0.000716,0.001254,0.001074,0.000597,6e-05,0.000836,0.000836,0.0,0.0,0.000179,0.000478,0.0,0.000418,0.000716,0.000657,0.000119,0.000119,0.001433,0.000776,0.000239,0.000716,0.000657,0.000298,6e-05,0.0,0.0,0.000179,0.000298,6e-05,0.000119,0.001134,succ,
三国之袁家庶子,1.60361842105263,5.35032894736842,0.922697368421052,5.17598684210526,2.54111842105263,0.154605263157894,4.89144736842105,0.0180921052631578,0.386513157894736,0.626644736842105,2.66282894736842,0.233552631578947,4.13157894736842,1.01151315789473,608.0,2125.0,3.495065789473684,0.0,三国之袁家庶子,0.096149,0.028885,0.02471,0.025451,0.013062,0.016025,0.017708,0.015082,0.010234,0.010234,0.009426,0.008147,0.004915,0.004309,0.00808,0.003434,0.005858,0.006329,0.004848,0.003636,0.004175,0.004511,0.003569,0.004915,0.003299,0.003838,0.00202,0.002289,0.002895,0.002491,0.0,0.002222,6.7e-05,0.003905,0.002357,0.002222,0.001616,0.001145,0.001077,0.003501,0.000269,0.003299,0.001145,0.003703,0.002289,0.001885,0.000337,0.00101,0.001885,0.000269,0.001077,0.001481,0.0,0.000673,0.000943,0.001212,0.000673,0.000337,0.000539,0.001414,0.000471,0.003165,0.001616,0.0,0.001683,0.002626,0.001818,0.000673,0.001481,0.000471,0.002559,0.001347,0.000269,0.003636,0.000673,0.001077,0.000875,0.001145,0.001751,0.0,0.000606,0.0,0.001414,0.0,0.0,6.7e-05,0.000943,0.00303,0.001077,0.001683,0.002087,0.001212,0.001145,0.002087,0.001145,0.000337,0.000875,0.000741,0.0,0.001683,0.00101,0.000606,0.001616,0.001279,0.00303,6.7e-05,0.000741,0.000741,0.0,0.001077,0.000337,0.000539,0.000606,0.000875,0.000135,0.001751,0.0,0.000539,0.000875,0.000337,0.000875,0.001481,0.001077,0.000875,0.000808,0.000337,0.000875,0.00101,0.000943,0.000269,0.000135,0.000741,0.000808,0.001077,0.000673,0.001077,0.000471,0.000875,0.000269,0.000741,0.000741,0.000808,0.000269,0.000269,0.000135,6.7e-05,0.000269,0.0,0.0,0.0,0.000337,6.7e-05,0.000202,0.001077,0.0,6.7e-05,6.7e-05,0.000875,0.0,0.000202,0.000471,0.0,0.000741,0.000337,0.0,0.000673,0.000875,0.000135,0.000135,0.000202,0.000606,0.001683,0.000202,0.000471,0.000337,0.000135,0.0,0.0,6.7e-05,0.000404,0.0,0.000269,0.000943,0.000539,0.000202,0.000471,0.000337,0.000337,0.000404,0.000202,0.000269,0.001549,6.7e-05,0.000135,0.0,0.0,0.000875,6.7e-05,0.000471,0.000471,succ,
