小说名,r,v,nh,n,u,nt,p,e,nd,m,d,i,wp,a,句子数,停顿数,句子破碎度,Success,小说名,PU，,PU。,DEG的,DEC的,CD一,AS了,VC是,PN他,PU“,PU”,AD不,PU！,AD就,PN你,AD也,M个,DT这,P在,PU？,PN自己,PN我,VE有,NN人,SP了,AD都,AS着,VV能,VV要,PU：,AD还,NN剑,VV说,VV修,VV会,PN这,VV看,CD两,DT那,DEV的,PU…,LC里,AD却,VV让,AD但,VV到,AD又,VV知道,VV去,SP的,JJ小,VV来,AD再,NR杨越,LC上,VV想,AD没,AD已经,VE没有,CD三,PN他们,CD几,DEV地,M次,NR刘信,DT这个,BA把,NN时候,M名,AD很,AD一,AD便,AD只,AD那,LC中,DT什么,NT现在,M年,SB被,AD才,NN剑如蛟,P从,JJ老,VV可,NR秦,PN她,NN家,P跟,P对,DER得,JJ大,M种,AD不过,SP啊,CC和,AD只是,CS虽然,AD已,VV出来,NR武,AD而,VV可以,BA将,DEG之,VA好,PU、,M层,AS过,AD连,NR凌仙,LB被,AD这么,VV说道,AD就是,M天,NN精神,SP吧,NR赵,NN手,VV出,VV起来,LC后,PN什么,NN事情,AD怎么,P比,VV得,AD更,AD最,VV想到,AD如,NN力,LC之后,AD太,VV发现,AD正,VV道,VV给,AD没有,SP呢,PN我们,AD还是,PN那,CD四,VV见,NN钱,NN家族,PU*,NN乞丐,NR剑如蛟,NN老头,NN少年,NN心里,AD十分,NN事,NR李昊,PN对方,CD十,SP吗,NN新兵,NN时间,AD一下,NR德,MSP所,VE没,NR崔破,VV看到,VV敢,P因为,M股,VV跑,VV走,DT这些,OD第一,AD自然,PN谁,AD竟然,NR王强,NN精兵,NN脸上,PN你们,NN傻子,AD那么,M声,VA大,AD如此,NN儿子,VV能够,PN这里,M条,VV笑,NN眼,VV做,M岁,NN魔法师,NN刺客,NN官兵,AD有些,VV觉得,DT每,DT那些,class,
凌云志异,1.3581081081081,5.03378378378378,0.643018018018018,5.08896396396396,2.10923423423423,0.217342342342342,4.50112612612612,0.0157657657657657,0.439189189189189,1.16666666666666,2.27477477477477,0.162162162162162,3.94369369369369,0.798423423423423,888.0,2903.0,3.269144144144144,0.0,凌云志异,0.08494,0.035865,0.024611,0.018299,0.011498,0.017908,0.012917,0.009199,0.012477,0.012526,0.007584,0.003425,0.00592,0.006459,0.006263,0.007437,0.003474,0.005822,0.004991,0.002887,0.004991,0.005578,0.004942,0.005725,0.005382,0.003034,0.003963,0.00137,0.005725,0.002985,0.0,0.001566,4.9e-05,0.000979,0.002055,0.002544,0.002397,0.001027,0.000881,0.001076,0.001223,0.000538,0.001272,0.001712,0.002349,0.0023,9.8e-05,0.001321,0.002055,0.00093,0.001223,0.001174,0.0,0.002055,0.001125,0.001664,0.000489,0.000636,0.001908,0.002251,0.001761,0.00093,0.002544,4.9e-05,0.001566,0.001174,0.000489,0.001174,0.002789,0.000636,0.000245,0.001419,0.000783,0.002789,0.001223,0.001517,0.000587,0.001468,0.001174,0.0,0.001027,0.000196,0.00044,0.0,0.001223,0.000391,0.000342,0.001076,0.000245,0.001908,0.000979,0.000685,0.00181,0.003621,0.000342,4.9e-05,0.000489,0.000391,0.0,0.000245,0.00044,0.000196,0.000245,0.000832,0.007095,0.0,0.001027,0.000685,0.0,0.000783,0.000734,0.001566,0.000979,0.000832,0.0,0.001566,0.0,0.000685,0.001174,0.000196,0.00181,0.000636,4.9e-05,0.000734,0.000783,0.000685,0.000685,0.001272,4.9e-05,0.000147,0.0,0.000391,0.000245,0.00044,0.000294,0.000294,0.000685,0.000538,0.000979,0.001321,0.000636,0.00044,0.000587,0.000196,0.000147,0.000391,0.0,0.0,0.0,0.0,0.000587,9.8e-05,0.000294,4.9e-05,0.000245,0.00044,0.000245,0.000294,0.0,0.001223,0.000636,0.0,9.8e-05,0.000636,0.0,0.000391,0.000196,4.9e-05,4.9e-05,0.000147,0.000294,0.000587,0.000147,4.9e-05,0.000734,4.9e-05,0.000783,0.0,0.000245,0.00093,0.0,0.000245,0.000587,0.000832,0.000147,0.000196,4.9e-05,0.00044,9.8e-05,0.000391,9.8e-05,0.000489,0.000881,0.0,0.0,4.9e-05,0.00093,4.9e-05,0.000979,9.8e-05,succ,
领军者：最后的龙骑士,1.54629629629629,5.86296296296296,0.359259259259259,5.80555555555555,2.21666666666666,0.131481481481481,5.23333333333333,0.00555555555555555,0.6,1.11296296296296,2.67592592592592,0.198148148148148,4.39629629629629,1.08333333333333,1080.0,4218.0,3.9055555555555554,1.0,领军者：最后的龙骑士,0.109531,0.038195,0.021661,0.017473,0.025848,0.017184,0.007004,0.013574,0.009025,0.009025,0.004765,0.000144,0.005776,0.002166,0.003032,0.007942,0.003899,0.006859,0.001661,0.00065,0.006931,0.003321,0.008087,0.001588,0.002527,0.007942,0.000866,0.000794,0.003321,0.002022,7.2e-05,0.001227,0.0,0.001805,0.001083,0.004188,0.002888,0.001516,0.001227,0.0,0.002166,0.000939,0.000866,0.000578,0.001372,0.001588,7.2e-05,0.001227,0.000866,0.001155,0.002094,0.000505,0.0,0.00231,0.001227,0.000433,0.001733,0.001155,0.001372,0.000866,0.001372,0.001733,0.000361,0.0,0.0013,0.001372,0.001949,0.001155,0.001372,0.002888,0.000433,0.004477,0.000578,0.002166,0.001011,0.000144,0.000361,0.003394,0.000939,7.2e-05,0.002383,0.000505,0.000217,0.0,0.002094,0.0,0.000289,0.000433,0.000578,0.002671,0.000505,0.000289,0.000217,0.00231,0.001227,0.000217,0.001733,0.000722,0.0,0.000578,0.000217,0.000722,0.0,0.000433,0.000433,0.000144,0.000361,0.000144,0.0,0.001372,0.000794,0.001227,0.000217,0.000939,0.0,0.000794,0.0,0.00065,0.000722,0.003177,0.000794,0.000722,0.000144,0.000289,0.000433,7.2e-05,0.000578,0.000361,0.000289,0.0,0.0,0.001155,0.000361,0.001372,0.002166,0.000505,0.000217,0.000433,0.000144,0.002816,0.000361,0.000144,0.001444,0.002888,0.000144,7.2e-05,0.0,7.2e-05,0.0,0.0,0.0,7.2e-05,0.000433,0.000144,0.0,0.0,0.000794,0.000433,7.2e-05,0.000361,0.000722,0.0,0.000578,0.0,0.0,0.00361,0.000144,0.000289,0.000433,0.000578,0.001733,0.002888,0.000433,7.2e-05,0.000289,7.2e-05,0.0,0.0,0.000144,0.000361,0.0,0.000217,0.00231,0.000505,0.000217,0.0,0.000217,0.000866,0.00065,0.000722,0.000361,7.2e-05,0.000578,0.0,0.0,7.2e-05,0.000433,0.000217,0.000578,0.000578,unsucc,
领主世界风云,1.81841432225063,5.28900255754475,0.608695652173913,4.82097186700767,2.40537084398976,0.129156010230179,5.15984654731457,0.0421994884910485,0.352941176470588,1.00127877237851,2.25575447570332,0.171355498721227,4.55242966751918,0.78772378516624,1564.0,5772.0,3.690537084398977,1.0,领主世界风云,0.099936,0.028355,0.020627,0.019134,0.018921,0.021693,0.016683,0.004637,0.014711,0.014124,0.010766,0.00517,0.006183,0.011033,0.006396,0.015403,0.00501,0.005596,0.006982,0.005063,0.009008,0.006183,0.007462,0.004211,0.003944,0.003251,0.003411,0.003571,0.010926,0.003091,0.000693,0.002132,0.0,0.002772,0.002558,0.002292,0.001652,0.001439,0.001492,0.002985,0.001332,0.001279,0.002185,0.002718,0.001599,0.002239,0.000213,0.003145,0.002665,0.000959,0.001599,0.000799,0.0,0.001439,0.002025,0.001013,0.000107,0.000693,0.001013,0.001812,0.001279,0.000799,0.000853,0.0,0.003091,0.002931,5.3e-05,0.0,0.001119,0.002079,0.001439,0.001546,0.001119,0.000853,0.002452,0.002132,0.000426,0.001439,0.001119,0.000693,0.000586,0.000213,0.00048,0.0,0.00032,0.000107,0.0,0.001599,0.00032,0.001066,0.001066,0.001173,0.003038,0.003038,0.000746,0.000107,0.000107,0.001279,0.0,0.000746,0.00048,0.000213,0.000213,0.000906,0.001066,0.0,0.000693,0.000266,0.0,0.000959,5.3e-05,0.000213,0.000959,0.00048,0.000426,0.001919,0.0,0.000533,0.001279,0.00016,5.3e-05,0.001119,0.000533,0.000746,0.000213,0.000373,0.00048,0.00032,0.000426,5.3e-05,5.3e-05,0.00064,0.000533,5.3e-05,0.00016,0.002079,0.001759,0.000693,0.001119,0.002825,0.001119,0.000373,0.00032,0.000799,0.001173,0.000107,0.0,5.3e-05,0.0,0.00016,0.0,0.000107,0.000586,0.000533,0.0,0.000266,0.000533,0.001332,0.00048,5.3e-05,0.002079,0.0,0.000373,0.000693,0.0,0.000533,0.000533,0.001013,5.3e-05,5.3e-05,0.000959,0.001279,0.000586,0.000213,0.000746,0.000107,0.001119,0.0,0.00016,0.001439,5.3e-05,0.00032,0.000533,0.000266,5.3e-05,0.0,5.3e-05,0.001972,0.000107,0.000853,0.00048,0.001599,0.0,0.0,0.0,0.0,0.000213,0.000213,0.000426,0.001173,unsucc,
乱三国之亲兵传奇,3.08515815085158,12.5352798053527,1.47688564476885,10.92700729927,3.90997566909975,0.372262773722627,8.26277372262773,0.0048661800486618,0.91970802919708,1.25790754257907,6.46958637469586,0.48905109489051,6.77372262773722,2.04866180048661,411.0,2431.0,5.914841849148418,0.0,乱三国之亲兵传奇,0.089941,0.016528,0.020381,0.026769,0.011407,0.010292,0.015717,0.010191,0.006692,0.006337,0.013081,0.001065,0.010698,0.002434,0.007605,0.006084,0.003549,0.008365,0.002941,0.004715,0.006794,0.005628,0.008264,0.001724,0.007047,0.002991,0.002636,0.002738,0.00725,0.003701,0.0,0.002434,0.000101,0.002687,0.001318,0.001622,0.002738,0.001521,0.001927,0.0,0.002586,0.001622,0.003701,0.001774,0.002028,0.001318,0.000355,0.002332,0.001622,0.000507,0.00289,0.002383,0.010799,0.001065,0.001876,0.00142,0.000152,0.000811,0.001774,0.004411,0.00071,5.1e-05,0.000659,5.1e-05,0.001876,0.001622,0.000811,0.000456,0.001622,0.001724,5.1e-05,0.00218,0.000456,0.001065,0.001369,0.001521,0.001369,0.001267,0.001876,0.0,0.001166,0.0,0.00142,0.0,0.0,0.000304,0.000253,0.002434,0.000152,0.001166,0.00071,0.001521,0.000304,0.0036,0.000507,0.000963,0.000152,0.000862,0.000203,0.000608,0.001065,0.000203,0.000304,0.000811,0.001014,5.1e-05,0.001115,0.000406,0.0,0.00071,0.001927,0.002434,0.000862,0.000659,0.000152,0.000558,0.0,0.000507,0.000862,0.00071,0.002332,0.000659,0.000203,0.001318,0.000304,5.1e-05,0.000608,0.001166,0.000507,0.0,0.0,0.000304,0.00071,0.000101,0.000304,0.00071,0.000406,0.000406,0.000152,0.002484,0.001369,0.000507,0.000355,0.000862,0.000101,0.000152,0.001369,0.0,0.0,0.000659,0.0,0.000253,0.000253,0.000963,0.000253,0.000152,0.000304,0.000811,0.0,0.000608,0.000456,0.0,0.000862,0.000811,0.0,0.001065,0.00076,0.000101,5.1e-05,5.1e-05,0.000558,0.000608,0.000304,5.1e-05,0.000811,5.1e-05,0.0,0.0,5.1e-05,0.001217,0.0,0.000253,0.000558,0.00076,0.000355,0.0,0.000963,0.000507,0.00071,0.000304,0.000355,0.001318,0.000203,0.0,0.0,0.000101,0.000101,0.000355,0.000253,0.000406,succ,
乱世国宝,2.02707275803722,6.4331641285956,0.666666666666666,5.90186125211505,1.90524534686971,0.240270727580372,6.8409475465313,0.0304568527918781,0.411167512690355,0.888324873096446,2.55329949238578,0.331641285956006,6.09137055837563,0.815566835871404,1182.0,5692.0,4.8155668358714045,1.0,乱世国宝,0.125015,0.028366,0.013064,0.012338,0.014032,0.013669,0.015967,0.004294,0.020987,0.021048,0.009193,0.000242,0.004657,0.00508,0.005625,0.008709,0.005806,0.003931,0.007379,0.001512,0.008528,0.005383,0.01004,0.002601,0.003266,0.002359,0.00248,0.001693,0.008286,0.001754,0.0,0.006955,0.0,0.001814,0.001935,0.002601,0.003145,0.001996,0.000605,0.00121,0.001391,0.001935,0.001089,0.000968,0.001996,0.001935,0.000786,0.002238,0.001573,0.000907,0.003085,0.001633,0.0,0.001573,0.001452,0.001028,0.000363,0.000665,0.000423,0.002419,0.002056,0.001452,0.000484,6e-05,0.001028,0.002601,0.000544,0.000121,0.000968,0.001028,0.002117,0.001089,0.004294,0.000605,0.001512,6e-05,0.000847,0.001089,0.000726,0.0,0.000907,0.000121,0.00127,0.000181,0.0,0.000302,0.000484,0.002238,0.000968,0.000544,0.000544,0.000423,0.000665,0.002117,0.000665,0.000181,0.000363,0.000665,6e-05,0.001331,0.000423,0.000605,0.000726,0.000968,0.001633,6e-05,0.000544,0.000302,0.0,0.000726,0.000302,0.001814,0.000423,0.000907,0.0,0.000907,0.0,0.000423,0.000665,0.000302,0.000665,0.001089,0.000242,6e-05,6e-05,0.000544,0.000786,0.000242,6e-05,6e-05,6e-05,6e-05,0.000302,0.000242,0.000726,0.001028,0.000423,0.000363,0.000544,0.002359,0.000242,0.000786,0.000302,0.001693,0.000242,0.000302,0.000242,0.0,0.0,0.0,0.0,0.000302,0.000121,0.001452,0.000968,0.000121,0.000181,0.001149,0.0,0.000121,0.000907,0.0,0.000726,0.000786,0.0,0.000423,0.000605,0.000121,6e-05,0.000423,0.000786,0.001391,0.000181,6e-05,0.001573,6e-05,0.000242,0.000181,0.000121,0.00121,0.0,0.000181,0.000423,0.000423,6e-05,0.000363,0.000242,0.000907,0.000363,0.000544,0.000363,0.000907,0.000363,0.0,0.0,6e-05,0.000423,6e-05,0.0,0.000302,unsucc,
乱世粮王之再造天下,1.25493171471927,3.49317147192716,0.244309559939301,3.23672230652503,2.0546282245827,0.145675265553869,3.53262518968133,0.0333839150227617,0.282245827010622,0.487101669195751,1.63884673748103,0.0880121396054628,3.09711684370257,0.726858877086494,1318.0,2940.0,2.230652503793627,1.0,乱世粮王之再造天下,0.067943,0.042681,0.025627,0.021979,0.011947,0.023073,0.011126,0.002189,0.0228,0.0228,0.008482,0.010032,0.009485,0.012403,0.008208,0.00684,0.00228,0.007843,0.007022,0.001915,0.021067,0.005472,0.004378,0.01067,0.004104,0.001915,0.002554,0.00301,0.002918,0.003466,0.000182,0.002918,9.1e-05,0.002645,0.002189,0.001459,0.000912,0.00073,0.001824,0.001186,0.003101,0.000912,0.001368,0.000547,0.002006,0.00155,9.1e-05,0.002462,0.002918,0.001094,0.001733,0.001003,0.0,0.002462,0.000912,0.001733,0.000182,0.000638,0.000456,0.001186,0.001186,0.000547,0.000638,0.0,0.00228,0.001094,0.001368,0.0,0.001915,0.000274,0.0,0.001003,0.000912,0.001733,0.002189,0.004013,0.000456,0.000821,0.001094,0.000182,0.000912,0.000365,0.000274,0.0,0.000547,0.00073,0.000365,0.001094,0.000182,0.000912,0.001186,0.000365,0.004925,0.004104,0.000638,0.001459,0.000182,0.000182,0.0,0.000547,0.000274,0.0,0.000182,0.002918,0.003101,0.000182,0.001094,0.000365,0.0,0.000365,0.000912,0.002918,0.001368,0.00073,0.000365,0.005016,0.0,0.000365,0.000182,0.000274,0.001368,0.001277,0.000182,0.001459,0.000821,0.000365,0.000547,0.000365,0.000912,9.1e-05,0.0,0.000638,0.000456,0.000547,0.000182,0.000274,0.000182,0.001094,0.001094,0.00301,0.000821,0.000182,0.000274,0.000456,0.000182,0.00073,0.0,0.0,0.0,0.0,9.1e-05,0.001186,0.000274,0.000547,0.0,9.1e-05,9.1e-05,0.002554,0.0,0.00073,0.000274,0.0,0.000182,0.000638,0.0,0.000456,0.000456,0.001459,9.1e-05,9.1e-05,0.00073,0.000547,0.000365,0.0,0.000821,9.1e-05,0.0,0.0,0.000182,0.001733,0.0,0.000547,0.000182,0.000274,9.1e-05,9.1e-05,9.1e-05,0.00073,9.1e-05,0.0,0.000182,0.000547,0.000638,0.0,0.0,0.0,9.1e-05,0.000365,0.000274,0.000182,unsucc,
乱世女人秀,1.56148282097649,3.73327305605786,0.571428571428571,3.37884267631103,1.6500904159132,0.149186256781193,4.18083182640144,0.0253164556962025,0.231464737793851,0.546112115732369,1.59222423146473,0.127486437613019,3.48462929475587,0.499095840867992,2212.0,6090.0,2.7531645569620253,1.0,乱世女人秀,0.094965,0.03518,0.019653,0.01465,0.015114,0.017126,0.011348,0.012586,0.019292,0.019034,0.011503,0.014547,0.007273,0.012122,0.005004,0.009491,0.006138,0.006345,0.007738,0.002424,0.011606,0.004488,0.005829,0.0049,0.004178,0.004591,0.002837,0.003095,0.005055,0.003508,0.000103,0.003198,0.0,0.002682,0.003198,0.001754,0.003405,0.00129,0.000619,0.001341,0.000567,0.001496,0.003147,0.00129,0.001444,0.00129,0.000258,0.003198,0.002528,0.002167,0.001444,0.001702,0.0,0.001805,0.001754,0.001857,0.000413,0.000929,0.00098,0.00294,0.001444,0.003301,0.000567,0.0,0.001444,0.004024,0.00129,5.2e-05,0.001393,0.000774,0.000516,0.000929,0.001032,0.00098,0.001909,0.00129,0.000258,0.001548,0.001083,0.000103,0.001651,5.2e-05,0.000413,0.0,0.00521,0.001083,0.001702,0.003095,0.000464,0.001805,0.00031,0.000103,0.001341,0.000722,0.000413,0.000464,0.000413,0.000567,0.001083,0.000825,0.000413,0.0,0.0,0.001341,0.0,0.000206,0.000361,0.000361,0.0,0.00196,0.001341,0.000929,0.000929,0.000516,5.2e-05,0.00129,0.0,0.000722,0.000567,0.000413,0.000155,0.001186,0.000825,0.001238,0.000258,0.000671,0.000516,0.000413,0.000516,0.0,5.2e-05,0.000413,0.000671,0.00031,0.000413,0.001496,0.000774,0.000877,0.002373,0.002063,0.000929,0.000516,0.000155,0.001651,5.2e-05,0.001083,0.000516,0.0,0.0,0.0,5.2e-05,0.000722,0.0,0.00129,0.0,0.0,0.00031,0.000103,0.0,0.000464,0.000619,0.0,0.000361,0.000929,0.0,0.000671,0.00098,5.2e-05,0.000155,0.000464,0.001032,0.000413,0.000361,5.2e-05,0.000464,0.000258,0.004797,0.0,0.00031,0.000774,5.2e-05,0.000361,0.00098,0.000774,0.000361,0.000206,0.000619,0.001032,0.000567,0.000258,0.00031,0.001135,0.000567,0.0,0.0,0.000103,0.000258,5.2e-05,0.00031,0.000671,unsucc,
冒牌知县,1.54603580562659,4.8695652173913,0.130434782608695,4.16496163682864,1.97186700767263,0.139386189258312,4.40664961636828,0.0153452685421994,0.427109974424552,0.645780051150895,2.22122762148337,0.147058823529411,3.81457800511508,0.57928388746803,782.0,2563.0,3.2774936061381075,0.0,冒牌知县,0.101443,0.035257,0.01995,0.01675,0.018883,0.020891,0.014053,0.012798,0.012547,0.012422,0.011794,0.007465,0.00527,0.004391,0.006274,0.009724,0.007215,0.005332,0.007152,0.004141,0.004705,0.004454,0.005395,0.005646,0.005834,0.004517,0.003137,0.002949,0.009598,0.002572,0.0,0.003513,0.0,0.002196,0.003639,0.003011,0.002949,0.003325,0.000439,0.000878,0.004266,0.002008,0.001882,0.000188,0.001129,0.003262,0.000251,0.002321,0.003952,0.001819,0.002196,0.001568,0.0,0.002321,0.002447,0.000125,0.002886,0.000188,0.000878,0.00138,0.001129,0.001882,0.000565,0.0,0.003325,0.005207,0.000878,6.3e-05,0.002572,0.001066,0.001066,0.001129,0.001945,0.000251,0.002196,0.001317,0.000314,0.000753,0.002133,0.0,0.001757,6.3e-05,0.000627,0.0,0.001004,6.3e-05,0.001066,0.002196,0.001066,0.001945,0.000627,0.001255,0.00138,0.00138,0.001066,0.000941,0.0,0.000753,0.001882,0.000502,0.000627,0.000251,0.0,0.000376,0.00069,0.000125,0.000753,0.000439,0.0,0.00069,0.001255,0.000125,0.001255,0.000878,0.0,0.001004,0.0,0.000753,0.000753,6.3e-05,0.000188,0.001129,0.000251,0.001631,0.000125,0.000251,0.00069,0.000439,0.000314,0.0,0.0,0.001004,0.000565,0.000251,0.000376,0.003074,0.00069,0.000125,0.001694,0.001255,0.001317,0.000816,6.3e-05,0.000816,0.001317,6.3e-05,0.0,0.0,0.0,6.3e-05,0.0,0.000439,0.000125,0.000251,0.000125,0.000125,0.000376,0.000627,0.0,0.000314,0.000878,0.0,0.000188,0.000188,0.0,0.003011,0.000627,0.001066,0.0,0.0,0.001004,0.00069,0.000188,0.000125,0.000941,0.000502,0.0,0.0,0.000125,0.000439,0.0,0.000125,0.001129,0.000439,0.000188,0.0,0.000125,0.001066,0.000376,0.001694,0.001004,0.000251,6.3e-05,0.0,0.0,0.000125,0.001443,6.3e-05,0.000314,0.000188,succ,
萌货小孟婆,1.78082191780821,3.93561643835616,0.130136986301369,2.90547945205479,2.50547945205479,0.163013698630136,3.27397260273972,0.0150684931506849,0.193150684931506,0.445205479452054,2.40821917808219,0.142465753424657,2.84794520547945,0.853424657534246,1460.0,3132.0,2.1452054794520548,1.0,萌货小孟婆,0.056737,0.026104,0.021804,0.020576,0.010518,0.016737,0.018656,0.001919,0.011363,0.010672,0.01666,0.020345,0.011977,0.009597,0.010902,0.008292,0.006756,0.005221,0.007678,0.017274,0.006219,0.005758,0.002457,0.011132,0.008369,0.00476,0.003378,0.00453,0.002073,0.007063,0.0,0.005221,0.0,0.001996,0.003762,0.003071,0.001152,0.001536,0.002226,0.0,0.000461,0.000384,0.002226,0.000998,0.001919,0.003762,0.00023,0.000998,0.003916,0.005221,0.001612,0.001689,0.0,0.000307,0.004683,0.003301,0.000998,0.001382,0.000537,0.001919,0.002841,0.000537,0.001459,0.0,0.003608,0.001536,0.001305,7.7e-05,0.001152,0.00215,0.000768,0.001536,0.001536,0.00023,0.003608,0.00215,0.001382,0.001152,0.000921,0.0,0.000154,0.00023,0.000998,0.0,0.004837,0.00023,0.0,0.001228,0.000614,0.00261,0.001305,0.000461,0.013512,0.00215,0.000537,0.000921,0.0,0.00023,0.0,0.000537,0.000154,0.0,0.000537,0.001075,0.003455,0.000307,0.000154,0.000537,0.0,0.001612,0.002457,0.000461,0.001305,0.001152,7.7e-05,0.00238,0.0,0.000154,0.00023,7.7e-05,0.00023,0.001919,0.000384,0.005988,0.000384,0.000768,0.000537,0.001228,0.000768,0.0,0.0,0.000537,0.000998,7.7e-05,0.000768,0.000154,0.000845,0.000845,0.008292,0.000768,0.001536,0.000461,0.000537,0.000307,0.000154,0.00023,0.0,0.0,0.0,0.0,0.0,0.000384,7.7e-05,0.000998,0.0,7.7e-05,0.000384,0.003301,0.0,0.000768,0.001152,0.0,0.000154,0.001382,7.7e-05,7.7e-05,0.000691,7.7e-05,0.0,0.00023,0.000384,7.7e-05,0.000384,7.7e-05,0.001536,7.7e-05,7.7e-05,0.0,7.7e-05,0.000845,7.7e-05,0.000768,0.000307,0.000691,7.7e-05,0.0,7.7e-05,0.001075,0.000154,0.000845,0.000614,0.000691,0.00023,0.0,0.0,7.7e-05,0.000691,7.7e-05,0.000614,7.7e-05,unsucc,
明朝奋斗史,1.5501138952164,4.24145785876993,0.849658314350797,4.37129840546697,2.67653758542141,0.257403189066059,3.83371298405466,0.0125284738041002,0.424829157175398,0.552391799544419,2.26195899772209,0.134396355353075,3.31207289293849,0.840546697038724,1756.0,4536.0,2.583143507972665,1.0,明朝奋斗史,0.072217,0.044092,0.036697,0.02975,0.017424,0.012718,0.018544,0.001121,0.015855,0.015911,0.00874,0.00056,0.008292,0.006331,0.006723,0.005547,0.008292,0.007115,0.004874,0.008236,0.006611,0.005098,0.005827,0.003418,0.003362,0.007844,0.002689,0.002353,0.005042,0.00353,0.0,0.002857,0.0,0.002073,0.003362,0.002465,0.000224,0.002633,0.010925,0.002409,0.001513,0.002465,0.001513,0.000504,0.000952,0.001625,0.000168,0.001849,0.003978,0.001345,0.001905,0.001289,0.0,0.001457,0.001233,0.00028,0.000168,0.00028,0.001457,0.001121,0.001961,0.000224,0.000672,0.0,0.003642,0.000952,5.6e-05,0.000112,0.002801,0.002297,0.001457,0.002745,0.001064,0.002745,0.002073,0.001793,0.001121,0.001401,0.002129,0.0,0.000896,0.000112,0.000392,0.0,0.0,0.001121,0.000112,0.00056,0.000504,0.000672,0.000728,0.000224,0.002185,0.001064,0.001793,0.000224,0.000168,0.000504,0.0,0.002577,0.000224,0.001289,0.000224,0.001345,0.00056,0.000168,0.000504,0.00028,0.0,0.001008,0.000168,0.001064,0.000896,0.000504,0.0,0.000728,0.0,0.00084,0.000504,0.00028,0.00056,0.001345,0.001177,0.001513,0.00028,0.000336,0.000448,0.00056,0.000504,0.000168,0.0,0.001513,0.000392,0.000112,0.002297,0.00028,0.000784,0.00028,0.001177,0.001961,0.001737,0.000896,0.000224,0.001457,5.6e-05,5.6e-05,0.000224,0.0,0.0,0.0,0.000728,0.000112,0.0,0.001177,0.001233,5.6e-05,0.000448,0.001233,0.0,5.6e-05,0.000504,0.0,0.000168,0.00028,0.0,0.00056,0.000336,5.6e-05,0.000336,0.000112,0.000448,0.002353,0.000168,0.000168,0.000224,0.000224,0.000784,0.0,0.000336,0.002017,0.0,0.000448,0.000672,0.000448,5.6e-05,5.6e-05,0.001289,0.001289,0.000392,0.000672,0.00056,0.001345,0.000728,0.0,0.0,5.6e-05,0.001681,0.000112,0.00028,0.001008,unsucc,
明末之风流小王爷,1.5437616387337,4.83612662942271,0.720670391061452,4.9292364990689,2.46927374301676,0.175046554934823,5.43202979515828,0.0148975791433892,0.346368715083798,0.839851024208566,2.54934823091247,0.245810055865921,4.76536312849162,0.841713221601489,1074.0,4134.0,3.8491620111731844,1.0,明末之风流小王爷,0.110284,0.014648,0.022088,0.01581,0.013485,0.01736,0.015888,0.002945,0.015268,0.0155,0.01116,0.013098,0.007983,0.00713,0.004883,0.008758,0.00279,0.004185,0.013485,0.004263,0.00651,0.004108,0.005968,0.00744,0.007208,0.003875,0.00155,0.003798,0.00496,0.004805,0.0,0.003178,0.0,0.00124,0.00279,0.001705,0.002558,0.00062,0.00248,0.00744,0.00093,0.001008,0.00124,0.000233,0.000775,0.000543,7.8e-05,0.001085,0.002015,0.006045,0.001395,0.000775,0.0,0.001628,0.001395,0.00031,0.000155,0.000543,0.001705,0.000853,0.002558,0.001085,0.000465,0.0,0.00279,0.00093,0.001008,7.8e-05,0.000775,0.001008,0.000155,0.001008,0.001008,0.00062,0.00155,0.00186,0.00186,0.001628,0.00031,0.0,0.001008,7.8e-05,0.00062,0.0,0.000775,0.000853,0.001085,0.000775,0.000465,0.000698,0.00031,0.002325,0.005968,0.000155,0.000543,0.001085,0.000155,0.000853,0.0,7.8e-05,0.00062,0.001473,0.00124,0.001473,0.00279,0.0,0.000853,0.001473,0.0,0.001628,0.001163,0.000698,0.001395,0.000465,0.000155,0.001628,0.0,0.000853,0.000853,0.000155,0.000465,0.000853,0.000388,0.001085,0.00062,0.00062,0.000388,0.000543,0.000465,0.000388,0.000155,0.000465,0.00062,7.8e-05,0.00062,0.001938,0.001395,0.00031,0.001628,0.003333,0.00062,0.001085,0.000388,0.000388,0.000155,7.8e-05,0.0,0.0,0.0,0.0,0.0,0.000233,7.8e-05,0.000388,0.0,0.0,0.000698,0.00248,0.0,0.001085,0.00093,0.0,0.000388,0.000543,0.0,0.000388,0.000388,0.00031,7.8e-05,0.000543,7.8e-05,0.001395,0.0,7.8e-05,0.000698,0.000775,0.0,7.8e-05,7.8e-05,0.001938,0.0,0.000465,0.000698,0.00031,0.000233,0.00217,0.00155,7.8e-05,7.8e-05,0.001783,0.00031,0.000543,0.00062,0.0,0.0,7.8e-05,0.00031,0.0,0.000155,0.00062,unsucc,
