@relation pima_diabetes
@attribute '规则1' numeric
@attribute '规则2' numeric
@attribute '规则3' numeric
@attribute '规则4' numeric
@attribute '规则5' numeric
@attribute '规则6' numeric
@attribute '规则7' numeric
@attribute '规则8' numeric
@attribute '规则9' numeric
@attribute '规则10' numeric
@attribute '规则11' numeric
@attribute '规则12' numeric
@attribute '规则13' numeric
@attribute '规则14' numeric
@attribute '规则15' numeric
@attribute '规则16' numeric
@attribute '规则17' numeric
@attribute '规则18' numeric
@attribute 'class' { unsucc, succ}
@data
0.056726,0.050805,0.048603,0.036073,0.026711,0.03153,0.021341,0.022443,0.022718,0.024232,0.020377,0.015145,0.015283,0.013493,0.012529,0.015558,0.010326,0.014457,succ
0.063379,0.053684,0.048837,0.034658,0.024358,0.030659,0.021207,0.025812,0.023388,0.020601,0.023025,0.020116,0.017087,0.012239,0.011391,0.014421,0.009695,0.013936,succ
0.063016,0.048406,0.0465,0.037225,0.034176,0.029348,0.024647,0.028586,0.022106,0.021217,0.023123,0.020201,0.018295,0.014992,0.018295,0.013721,0.008258,0.010291,succ
0.041066,0.04601,0.041753,0.032276,0.032276,0.028018,0.02637,0.028155,0.020739,0.022936,0.023486,0.018953,0.019228,0.017992,0.021014,0.013597,0.007966,0.011125,succ
0.058175,0.04527,0.043284,0.034349,0.029088,0.018564,0.02462,0.02462,0.024223,0.020649,0.019061,0.012112,0.013204,0.012211,0.016182,0.016778,0.013303,0.012509,succ
0.055055,0.000127,0.000127,0.036661,0.023088,0.000127,0.025625,0.018267,0.023595,0.000127,0.016745,0.000127,0.000127,0.015984,0.01332,0.015857,0.000127,0.000127,succ
0.058573,0.051768,0.047879,0.033297,0.034877,0.022725,0.028436,0.02795,0.023089,0.018107,0.026006,0.024183,0.018836,0.019565,0.015312,0.01361,0.00401,0.014096,succ
0.048797,0.047283,0.0456,0.03399,0.031129,0.028773,0.028437,0.022043,0.021874,0.021538,0.018341,0.021201,0.022548,0.01548,0.01548,0.013125,0.006394,0.010769,succ
0.068703,0.05968,0.052082,0.030869,0.023112,0.03546,0.018047,0.022637,0.022321,0.022321,0.017255,0.01678,0.015672,0.012823,0.012348,0.015039,0.00839,0.014247,succ
0.063068,0.058022,0.05671,0.035923,0.029465,0.03663,0.023209,0.020081,0.025429,0.028153,0.015742,0.017154,0.018466,0.014934,0.014026,0.007669,0.010999,0.019072,succ
0.064103,0.047378,0.04298,0.037849,0.031918,0.023256,0.022656,0.030119,0.026721,0.020057,0.029053,0.014793,0.012594,0.016059,0.017192,0.010795,0.011195,0.012128,unsucc
