小说名,r,v,nh,n,u,nt,p,e,nd,m,d,i,wp,a,句子数,停顿数,句子破碎度,小说名,NP NN,ADVP AD,IP VP,IP NP VP,VP ADVP VP,VP VV,ROOT IP,NP PN,VP VV NP,CLP M,QP CD CLP,NP NR,VP VP,CP IP DEC,NP DNP NP,VP VV IP,DNP NP DEG,NP NN NN,ADJP JJ,VP VA,NP QP NP,PP P NP,NP CP NP,VP ADVP ADVP VP,VP VV VP,QP CD,DP DT,VP VV AS NP,NP DP NP,VP VP PU VP,NP NP NP,LCP NP LC,VP VC NP,VP VP VP,NP NT,IP IP PU IP PU,CP IP SP,VP IP,VRD VV VV,IP NP VP PU,NP ADJP NP,VP PP VP,VP VE NP,IP VP PU,IP ADVP NP VP,DNP ADJP DEG,ADVP CS,DP DT CLP,VP VV AS,PP P LCP,IP IP PU IP PU IP PU,PP P IP,DP DT QP,VP VRD,CP ADVP IP,IP IP VP,VP VC VP,IP IP PU IP,IP IP,VP VV NP IP,IP IP PU,VP VV AS IP,LCP IP LC,VP BA IP,VSB VV VV,IP NP PU VP,VP VP PU IP,NP CP,VP NP,VP DVP VP,ROOT CP,NP ADVP NP,DVP VP DEV,IP NP PU NP VP,VP VV PU IP,QP CLP,IP ADVP VP,NP VV,VP VV QP,VP VC IP,NP NR NR,DNP LCP DEG,IP IP PU VP,IP NP NP VP,DVP ADVP DEV,NP NP QP NP,VP NP VP,IP IP PU NP VP,IP IP PU IP PU IP PU IP PU,NP QP CP NP,VPT VV AD VV,VP VV PP,DNP QP DEG,VP ADVP ADVP ADVP VP,VP VE IP,VP PP ADVP VP,CP IP DEG,NP QP DNP NP,VP MSP VP,VP VCD,NP NP,IP QP VP,VP ADVP PP VP,NP NP DNP NP,VP VV ADVP VP,IP LCP VP,NP NN NN NN,NP PN NN,VP VSB,ROOT NP,VP VRD NP,QP OD CLP,QP ADVP QP,VP QP VP,IP PP PU NP VP,VP VP PU VP PU VP,VP VV ADVP,VP NP ADVP VP,VP VV AS QP,VP VV CP,NP NR NN,VP VV VV,CP IP SP PU,IP NP VP PU PU,VCD VV VV,VP SB VP,NP NP DP NP,VP VV VV NP,IP CP VP,IP IP PU IP PU IP PU IP PU IP PU,VP VV LCP,FLR SP,NP QP ADJP NP,IP ADVP NP VP PU,VP QP,VCD VA VA,NP DNP ADJP NP,NP NP ADJP NP,IP NP PU VP PU,IP IP PU IP PU IP,VP VPT,IP PU VP PU PU,NP VA,VP LB IP,VP ADVP DVP VP,PP ADVP PP,IP ADVP PU NP VP,IP IP PU PU,LCP QP LC,IP IP PU CP PU,DNP DP DEG,ADJP ADVP ADJP,VP LCP VP,NP DP CP NP,DNP NP DEC,IP CP PU NP VP,ADVP VV,VP VV DER VP,NP NP CC NP,IP VP PU PU,NP NN CC NN,IP NP ADVP NP VP,NP CP QP NP,IP DP VP,IP PU VP,QP NP QP,NP NP PU NP,NP DNP QP NP,VP VE AS NP,VP P NP,NP DNP,NP PU NN PU,DNP PP DEG,NP DP DNP NP,NP CP ADJP NP,VP VRD AS NP,NP NP CP NP,VP VPT NP,NP DP ADJP NP,ADVP ADVP ADVP,VP PP PU VP,IP IP PU IP PU IP PU IP PU IP PU IP PU,VP PP,ADJP VA,VRD VV VA,IP IP PU IP PU PU,QP QP QP,IP PU VP PU,VP AD,NP PU NP PU PU,IP PU NP VP PU PU,CP IP,CP PU IP SP PU PU,QP ADJP QP,IP ADVP PU VP,CP IP SP PU PU,VP VV PU PU IP,DNP ADJP DEC,VP VV NP NP,IP LCP PU NP VP,class,
1637龙吟天下,4.29347826086956,11.1847826086956,0.905797101449275,10.0471014492753,5.88768115942029,0.528985507246376,8.27173913043478,0.0289855072463768,1.08695652173913,1.89492753623188,5.64855072463768,0.572463768115942,6.69202898550724,1.78985507246376,552.0,3246.0,5.880434782608695,1637龙吟天下,0.109455,0.00046,0.044714,0.046671,0.00046,0.032227,0.014905,0.039535,0.025378,0.025724,0.006388,0.010071,0.013754,0.00023,0.000288,0.011682,0.000806,0.013006,0.010761,0.011567,0.010071,0.011797,0.001496,5.8e-05,0.008862,0.006388,0.011797,0.003453,0.010876,0.004374,0.000806,0.000173,0.000115,0.004201,0.005697,5.8e-05,0.00023,0.004661,0.006675,0.001381,0.000173,0.00023,0.000115,0.000403,0.000921,0.000173,0.004143,0.005179,0.003453,0.003568,5.8e-05,0.001842,0.002762,0.003395,0.00305,0.002129,0.000115,5.8e-05,0.002992,0.002244,0.000518,0.002417,0.00023,0.001957,0.001208,0.000115,0.000173,0.001496,0.000921,0.001324,0.000345,0.000173,0.001208,0.000115,0.001093,0.000863,0.001554,0.001669,0.000863,0.000115,0.006042,0.000173,0.000288,0.000806,0.00046,0.000575,0.000921,5.8e-05,5.8e-05,0.001611,0.000748,0.001496,0.001842,5.8e-05,0.000115,0.00023,0.00023,0.000806,0.001439,0.000115,0.000806,5.8e-05,5.8e-05,0.000288,0.000633,0.000921,0.000748,0.000403,0.000633,0.000115,0.000978,0.000115,0.00023,0.00023,5.8e-05,5.8e-05,0.000633,0.000173,0.000748,0.000288,0.000978,0.000345,0.00023,0.000173,0.000575,0.001093,0.000806,0.000345,0.001324,5.8e-05,0.000518,0.000575,5.8e-05,0.00023,0.00023,0.000173,0.000173,0.000173,5.8e-05,5.8e-05,0.000173,5.8e-05,0.00046,0.00023,0.00046,5.8e-05,5.8e-05,5.8e-05,0.00023,5.8e-05,0.001151,5.8e-05,0.000575,0.000173,0.000403,5.8e-05,0.000115,0.000115,0.00023,5.8e-05,0.00046,5.8e-05,0.000345,0.000575,0.000288,5.8e-05,0.000115,0.000288,0.000115,0.000173,0.000288,5.8e-05,0.000691,0.000806,0.000345,0.000345,0.000575,0.000173,0.00023,5.8e-05,0.00023,5.8e-05,0.00023,0.000403,0.000173,5.8e-05,0.0,0.000115,0.00046,0.000173,5.8e-05,0.00023,5.8e-05,5.8e-05,5.8e-05,5.8e-05,0.032227,0.000173,0.000115,0.000403,unsucc,
18世纪之新中华帝国,1.05088495575221,4.85619469026548,1.03097345132743,5.16592920353982,2.11946902654867,0.320796460176991,4.64159292035398,0.00884955752212389,0.360619469026548,0.780973451327433,2.5287610619469,0.278761061946902,3.89823008849557,1.10176991150442,452.0,1564.0,3.4601769911504423,18世纪之新中华帝国,0.108288,0.000235,0.04744,0.000157,0.000235,0.037403,0.034737,0.020701,0.027445,0.020623,0.006979,0.040069,0.015683,0.000235,0.000314,0.014271,0.001098,0.010664,0.014506,0.013958,0.008077,0.012624,0.001803,0.000235,0.007292,0.006979,0.004626,0.002509,0.003372,7.8e-05,0.001098,0.000157,0.005489,0.00345,0.006351,7.8e-05,0.000235,0.004234,0.003529,7.8e-05,0.000157,0.000314,0.003529,7.8e-05,0.00149,0.000157,0.002666,0.00196,0.002509,0.002823,7.8e-05,0.00298,0.001098,0.001882,0.001803,0.001725,0.001803,7.8e-05,0.002039,0.001725,0.001568,0.00196,0.000235,0.001803,0.001255,7.8e-05,7.8e-05,0.001803,0.002039,0.001803,0.001098,0.000157,0.001019,7.8e-05,0.001333,0.001647,0.001647,0.001333,0.001255,0.001019,0.000706,0.000157,0.000314,0.000157,0.000235,0.001098,0.00149,7.8e-05,7.8e-05,0.000706,0.000549,0.001255,0.001098,7.8e-05,0.001019,0.000314,0.000235,0.001098,7.8e-05,0.001255,0.001098,0.000627,7.8e-05,0.000314,0.000549,0.000157,0.000627,0.001255,0.000627,0.000157,0.00047,0.000392,0.000627,0.000941,7.8e-05,7.8e-05,0.000549,0.000157,0.000157,0.00047,0.001725,0.000549,0.000235,7.8e-05,0.000784,0.000392,0.00047,0.000549,7.8e-05,7.8e-05,0.000549,0.000706,0.000941,7.8e-05,0.000941,0.000706,0.000157,0.000157,7.8e-05,7.8e-05,0.000235,7.8e-05,0.000706,0.000706,0.000235,0.000314,7.8e-05,7.8e-05,0.000863,0.000157,0.000235,0.000235,7.8e-05,0.000314,0.00047,7.8e-05,0.000392,0.000157,0.000235,7.8e-05,0.000314,0.000157,0.00047,0.000314,0.000314,0.00047,7.8e-05,7.8e-05,7.8e-05,0.000784,0.000314,7.8e-05,0.000392,7.8e-05,0.000549,7.8e-05,0.000157,7.8e-05,0.000235,7.8e-05,0.000314,7.8e-05,0.000314,0.000157,0.0,7.8e-05,0.000157,7.8e-05,0.000235,0.0,7.8e-05,0.000235,7.8e-05,0.000157,7.8e-05,0.000235,7.8e-05,0.000157,7.8e-05,0.000157,succ,
爱从蒙古来,1.55284552845528,5.04336043360433,0.506775067750677,4.46747967479674,2.52168021680216,0.147696476964769,5.35094850948509,0.0338753387533875,0.384823848238482,0.680216802168021,2.21273712737127,0.220867208672086,4.70731707317073,0.979674796747967,1476.0,5322.0,3.605691056910569,爱从蒙古来,0.108017,0.09353,0.044734,4.9e-05,0.014732,0.039056,0.034162,0.034015,0.025989,0.019626,0.005335,0.024863,0.014732,0.000538,0.000245,0.009838,0.001517,0.011159,0.01248,0.013361,4.9e-05,0.009691,0.002251,0.008418,0.007439,0.005335,0.00646,0.004552,0.00602,4.9e-05,0.001517,0.005726,0.000343,0.004307,0.003524,4.9e-05,0.000538,0.004209,0.004454,4.9e-05,0.004258,0.000392,0.000294,4.9e-05,4.9e-05,0.003181,0.002643,0.0023,0.004552,0.002153,4.9e-05,0.002202,0.001175,0.002349,0.001126,0.001664,0.000343,4.9e-05,0.0023,4.9e-05,4.9e-05,0.001909,0.000538,0.001273,0.001615,4.9e-05,4.9e-05,0.002251,0.002594,0.001517,0.001321,4.9e-05,0.000832,4.9e-05,0.003181,0.001419,0.001468,0.001419,0.001126,0.000343,0.000147,0.000832,4.9e-05,4.9e-05,0.000587,4.9e-05,0.000783,4.9e-05,4.9e-05,4.9e-05,0.001273,0.000979,4.9e-05,0.000294,0.000294,0.000392,0.000538,4.9e-05,0.000392,0.000343,0.001517,0.000881,4.9e-05,0.000245,0.000392,0.000832,0.000587,0.001126,0.00093,0.001224,0.000489,0.000245,0.000196,0.000196,0.000587,4.9e-05,0.000392,9.8e-05,0.00093,0.000489,0.002056,0.000343,0.000196,4.9e-05,0.000636,0.001762,0.000245,0.000343,4.9e-05,4.9e-05,0.000489,0.000979,4.9e-05,4.9e-05,0.000196,0.00044,0.000245,0.000685,4.9e-05,4.9e-05,0.000587,4.9e-05,0.000343,0.00093,9.8e-05,0.000392,4.9e-05,4.9e-05,0.000392,4.9e-05,0.000196,9.8e-05,0.000392,0.00044,0.001028,4.9e-05,0.000832,0.000245,0.000343,4.9e-05,0.000343,4.9e-05,0.000294,0.000294,4.9e-05,4.9e-05,0.000294,4.9e-05,4.9e-05,9.8e-05,0.000245,9.8e-05,0.000343,0.000196,0.000685,9.8e-05,4.9e-05,0.000245,0.000245,0.000294,0.000392,4.9e-05,0.000392,0.000294,0.000636,4.9e-05,9.8e-05,4.9e-05,0.0,4.9e-05,4.9e-05,0.000538,4.9e-05,0.000147,4.9e-05,0.000196,4.9e-05,0.000245,4.9e-05,0.000587,unsucc,
包公奇案,1.42664670658682,4.39970059880239,0.450598802395209,3.54491017964071,1.86976047904191,0.1062874251497,4.42215568862275,0.0254491017964071,0.257485029940119,0.520958083832335,1.99550898203592,0.208083832335329,3.83682634730538,0.79191616766467,668.0,1802.0,2.697604790419162,包公奇案,0.102636,0.000254,0.047444,6.4e-05,0.000254,0.037599,0.038361,0.039759,0.031502,0.018419,0.006034,0.022801,0.013719,0.015116,0.000254,0.015179,0.000699,0.0094,0.009209,0.012131,0.008955,0.010416,0.001143,0.000254,0.00724,0.006034,0.00724,0.003493,0.006224,0.007177,0.000699,0.00489,0.000127,0.005335,0.001905,0.000127,0.007558,0.004827,0.004636,6.4e-05,0.003557,0.000254,0.000254,0.00254,6.4e-05,0.001969,0.001969,0.003049,0.003493,0.001969,0.000127,0.002286,0.001016,0.002413,0.001397,0.001143,0.000127,0.000381,0.001143,0.001207,0.001143,0.001588,0.001588,0.001969,0.003239,0.000318,6.4e-05,0.001143,0.001588,0.002858,0.003811,0.00127,0.003112,6.4e-05,0.000127,0.001524,0.001524,0.000953,0.001461,0.000127,0.001397,0.000762,0.000635,6.4e-05,0.000254,0.000699,6.4e-05,6.4e-05,0.000127,6.4e-05,0.001588,0.000635,0.000318,0.000254,0.000254,0.000254,0.00108,0.000381,0.000127,0.000127,0.000699,0.000762,0.000254,0.000191,0.000762,0.000699,0.000826,0.001207,0.000953,0.001778,0.000635,6.4e-05,0.000254,0.000254,6.4e-05,0.000635,0.000762,6.4e-05,0.000381,0.000699,0.003112,0.000699,0.000635,6.4e-05,0.000572,0.001461,0.000699,0.000699,0.000445,6.4e-05,0.000699,0.00127,0.000445,6.4e-05,0.000254,0.000508,0.000254,0.000381,6.4e-05,0.000127,0.000762,0.000381,0.000191,0.000889,0.000254,0.000254,6.4e-05,0.000254,0.000318,6.4e-05,0.0,6.4e-05,0.000127,0.000635,0.000572,6.4e-05,0.000191,0.000254,0.000699,0.001207,0.000127,6.4e-05,0.000508,0.000191,0.001397,0.000572,0.000127,0.000191,6.4e-05,0.000445,0.000254,0.000572,0.000318,0.000381,0.000445,0.000127,0.000318,0.000381,0.000318,0.000254,0.000254,6.4e-05,0.000254,0.000318,0.000254,0.000127,0.0,0.000381,0.000254,0.000127,6.4e-05,0.0,0.000127,0.000127,6.4e-05,0.000635,0.000127,0.000318,0.000254,6.4e-05,succ,
暴虎曹挺,0.998766954377312,3.63995067817509,0.475955610357583,3.64241676942046,1.47472256473489,0.163995067817509,3.82490752157829,0.0258939580764488,0.277435265104808,0.537607891491985,1.66707768187422,0.181257706535141,3.35881627620221,0.618988902589395,1622.0,4428.0,2.7299630086313194,暴虎曹挺,0.111869,0.000121,0.043951,0.000121,0.000121,0.042079,0.044675,0.025054,0.029099,0.021311,0.008573,0.02753,0.014369,0.000121,0.000241,0.011108,0.001811,0.012376,0.010746,0.011833,0.011048,0.010203,0.001268,0.000121,0.007184,0.008573,0.007909,0.002234,0.007184,0.000121,0.001811,0.000121,0.000664,0.005313,0.004105,6e-05,0.000121,0.002837,0.003924,0.000121,6e-05,0.000121,0.000121,0.000121,6e-05,6e-05,0.002415,0.002777,0.002234,0.002415,6e-05,0.00163,0.001932,0.001872,0.000845,0.001449,0.000664,6e-05,0.001449,0.001811,0.001449,0.002234,0.000121,0.001932,0.001449,0.000121,6e-05,0.001268,0.003502,0.001207,0.002837,6e-05,0.000845,0.000121,0.000906,0.002113,0.001026,0.002053,0.001328,0.000664,0.000181,0.000121,0.000543,0.000121,0.000121,6e-05,0.001389,6e-05,6e-05,6e-05,0.000724,0.001449,0.000845,6e-05,0.000121,0.000121,0.000121,0.000483,6e-05,0.000664,0.001811,0.000423,0.000121,0.000241,0.000362,0.000785,0.000966,0.000906,0.001207,0.002717,0.000604,0.000543,6e-05,0.000664,6e-05,6e-05,0.000362,6e-05,0.000604,0.000543,0.001509,0.000362,0.000121,0.000121,0.000483,0.000483,0.000845,0.000241,0.000181,6e-05,0.000906,0.001207,6e-05,6e-05,0.000664,0.000362,6e-05,6e-05,0.000121,6e-05,0.000543,0.000121,0.000302,0.000543,0.000121,0.000121,0.000121,0.000543,0.000362,0.000604,0.000241,0.000121,0.000543,6e-05,6e-05,0.000121,0.000423,0.000241,0.000121,0.000121,0.000724,6e-05,0.000543,0.000302,0.000543,0.000241,0.000241,0.000241,0.000121,0.000121,0.000241,0.000362,0.000664,0.000362,0.000241,0.000181,0.000181,0.000121,0.000483,6e-05,0.000121,6e-05,0.000121,0.000423,0.000181,6e-05,0.000121,0.000121,0.000121,0.000302,6e-05,0.000121,0.000121,6e-05,0.000121,0.000121,6e-05,6e-05,6e-05,0.000302,unsucc,
别拿穿越不当工作,1.82900763358778,6.42442748091603,0.658015267175572,5.96335877862595,2.6824427480916,0.265648854961832,5.87022900763358,0.0122137404580152,0.480916030534351,0.914503816793893,2.98473282442748,0.317557251908396,5.04274809160305,0.996946564885496,655.0,2527.0,3.8580152671755723,别拿穿越不当工作,0.118227,8.9e-05,0.045178,8.9e-05,8.9e-05,0.036435,0.027471,0.029779,0.031199,0.023255,0.007944,0.020903,0.015266,0.000311,0.000222,0.012249,0.001908,0.010829,0.009941,0.01034,0.010296,0.010207,0.00284,8.9e-05,0.009542,0.007944,0.009763,0.002219,0.009542,4.4e-05,0.001908,0.006435,0.000222,0.005814,0.003861,4.4e-05,0.000311,0.004127,0.00426,4.4e-05,8.9e-05,0.000311,0.000133,4.4e-05,4.4e-05,8.9e-05,0.003683,0.003284,0.002219,0.003728,4.4e-05,0.002219,0.002041,0.001731,0.001864,0.002308,0.000222,4.4e-05,0.002485,0.002175,4.4e-05,0.001509,0.000311,0.001908,0.001331,4.4e-05,4.4e-05,0.00284,0.001953,0.001376,0.001376,4.4e-05,0.001287,4.4e-05,0.00142,0.00284,0.001331,0.001465,0.001686,0.000222,0.000311,0.000932,4.4e-05,8.9e-05,8.9e-05,0.000577,0.001065,4.4e-05,4.4e-05,0.001021,0.001287,0.00071,0.001065,8.9e-05,0.000133,0.000311,0.000311,0.000799,0.00142,0.000222,0.001908,0.000621,4.4e-05,0.000222,0.000355,0.00071,0.000932,0.000754,0.000799,0.000843,0.000754,0.000355,0.000488,0.000399,4.4e-05,4.4e-05,0.000355,8.9e-05,0.000666,0.000577,0.000976,0.00071,0.000311,4.4e-05,0.000666,0.000577,0.000444,0.00071,8.9e-05,4.4e-05,0.000666,0.001109,0.00071,4.4e-05,0.000488,0.000399,8.9e-05,8.9e-05,4.4e-05,4.4e-05,0.000533,4.4e-05,0.000266,0.000533,8.9e-05,0.000311,4.4e-05,4.4e-05,0.000843,4.4e-05,0.000621,4.4e-05,4.4e-05,0.000666,0.000799,4.4e-05,0.000355,0.000178,0.000399,4.4e-05,0.000533,4.4e-05,0.000577,0.000399,4.4e-05,0.000355,4.4e-05,0.000222,0.000133,0.000399,0.000222,4.4e-05,0.000399,0.000222,0.000355,8.9e-05,0.000311,0.000311,0.000355,8.9e-05,4.4e-05,4.4e-05,0.000311,0.000311,0.000488,4.4e-05,8.9e-05,4.4e-05,8.9e-05,4.4e-05,4.4e-05,0.000311,4.4e-05,0.000133,4.4e-05,0.000311,0.000311,8.9e-05,0.000222,0.000311,succ,
兵甲三国,1.61432926829268,5.70884146341463,0.609756097560975,5.79268292682926,2.41615853658536,0.193597560975609,5.57774390243902,0.0137195121951219,0.452743902439024,0.942073170731707,2.84298780487804,0.341463414634146,4.90853658536585,0.998475609756097,656.0,2617.0,3.989329268292683,兵甲三国,0.117387,0.000333,0.042907,0.000143,0.000333,0.036811,0.030716,0.025573,0.029144,0.020477,0.011381,0.015191,0.019144,0.000333,0.000381,0.011334,0.001429,0.018191,0.012763,0.010905,0.012048,0.010858,0.001191,0.000333,0.008858,0.011381,0.00981,0.001857,0.008953,4.8e-05,0.001429,4.8e-05,0.000238,0.004476,0.003905,9.5e-05,0.000333,0.003191,0.003619,4.8e-05,0.000143,0.000286,9.5e-05,4.8e-05,0.001238,0.000143,0.003286,0.002238,0.001857,0.002143,9.5e-05,0.002238,0.001857,0.001476,0.00181,0.001429,0.000238,9.5e-05,0.001857,0.001905,0.001857,0.001667,0.000333,0.001095,0.002,4.8e-05,4.8e-05,0.001191,0.001381,0.002191,0.001191,0.000143,0.001905,4.8e-05,4.8e-05,0.00181,0.001286,0.001524,0.001714,0.000238,0.000857,4.8e-05,0.000524,0.000143,0.000333,0.001429,0.001238,4.8e-05,9.5e-05,4.8e-05,0.000714,4.8e-05,0.000667,0.000286,9.5e-05,4.8e-05,0.000333,0.000476,0.000952,0.000238,0.001429,4.8e-05,4.8e-05,4.8e-05,0.000476,0.001,0.001714,0.001238,0.000905,0.000857,0.000571,0.000667,0.000429,4.8e-05,4.8e-05,4.8e-05,0.00081,9.5e-05,0.000381,0.000333,0.000714,0.000667,0.000333,4.8e-05,0.000619,0.000524,0.000714,0.000571,0.000524,9.5e-05,0.000762,0.001,0.000857,4.8e-05,0.000476,0.000476,0.000143,0.000143,4.8e-05,9.5e-05,0.000238,4.8e-05,0.000381,0.000381,0.000333,4.8e-05,4.8e-05,0.000905,0.000714,0.000238,0.000381,9.5e-05,4.8e-05,0.000333,0.000571,0.00019,0.000429,0.000381,0.000857,4.8e-05,0.000952,0.000143,0.000286,0.000333,0.000524,0.000571,4.8e-05,4.8e-05,9.5e-05,0.000429,0.000381,4.8e-05,0.000143,0.000286,0.000286,9.5e-05,0.000429,0.000238,0.000238,0.000286,0.000286,9.5e-05,0.000286,0.000667,0.00019,9.5e-05,0.000143,4.8e-05,0.000333,4.8e-05,4.8e-05,0.000333,4.8e-05,4.8e-05,4.8e-05,0.000333,4.8e-05,0.000143,0.000286,0.000286,succ,
不称职的兽医,2.1137162954279,5.64126611957796,0.294255568581477,5.00586166471277,2.36342321219226,0.218053927315357,5.06916764361078,0.0128956623681125,0.355216881594372,0.64947245017585,2.87573270808909,0.390386869871043,4.31535756154747,0.929660023446658,853.0,2897.0,3.3962485345838216,不称职的兽医,0.108083,3.7e-05,0.045456,3.7e-05,3.7e-05,0.034157,0.029873,0.037739,0.027547,0.018869,0.005576,0.012887,0.018057,0.000222,0.000443,0.01237,0.00144,0.01237,0.015287,0.009933,0.008124,0.011779,0.001625,3.7e-05,0.007976,0.005576,0.010081,0.002253,0.008788,3.7e-05,0.00144,3.7e-05,7.4e-05,0.004579,0.004505,3.7e-05,0.000222,0.003877,0.003951,3.7e-05,0.000148,0.000222,0.000148,3.7e-05,3.7e-05,0.000148,0.003877,0.003471,0.002253,0.002622,3.7e-05,0.002437,0.00192,0.001994,0.0024,0.001588,7.4e-05,3.7e-05,0.001588,0.002105,0.001329,0.00144,0.000222,0.001772,0.001551,3.7e-05,3.7e-05,0.001625,0.001588,0.001588,0.001883,0.000148,0.001625,3.7e-05,3.7e-05,0.001736,0.002031,0.001182,0.001108,7.4e-05,0.000369,3.7e-05,0.000443,3.7e-05,3.7e-05,0.000849,0.001145,3.7e-05,3.7e-05,0.000886,0.001108,0.000739,0.000369,3.7e-05,0.000148,0.000222,0.000222,0.000628,0.000628,7.4e-05,0.00144,0.000812,3.7e-05,0.000443,0.000702,0.000739,0.001145,0.001219,0.000886,0.000591,0.000517,0.000185,3.7e-05,0.000222,3.7e-05,3.7e-05,0.000702,0.000148,0.000443,0.000812,0.002659,0.000517,0.000222,3.7e-05,0.000886,0.000591,0.00096,0.000517,0.000295,3.7e-05,0.000185,0.001329,3.7e-05,3.7e-05,0.000222,0.00048,0.000148,0.000148,3.7e-05,3.7e-05,0.000369,3.7e-05,0.000332,0.001034,3.7e-05,3.7e-05,3.7e-05,0.001034,0.000517,7.4e-05,0.000369,3.7e-05,0.000222,3.7e-05,0.000775,7.4e-05,0.00048,0.000295,0.000406,3.7e-05,0.000554,3.7e-05,0.000148,0.000258,0.000443,0.000148,0.000148,3.7e-05,0.000148,0.000185,0.000443,0.000148,0.000332,0.000332,0.000775,0.000111,0.000332,0.000222,3.7e-05,3.7e-05,0.000222,3.7e-05,0.000222,0.000369,0.000258,3.7e-05,0.000185,3.7e-05,3.7e-05,3.7e-05,3.7e-05,0.000222,7.4e-05,3.7e-05,3.7e-05,0.000222,3.7e-05,0.000148,0.000295,0.000222,succ,
超级大明纨绔太子,1.50127226463104,4.49872773536895,0.494910941475827,4.25826972010178,2.29770992366412,0.155216284987277,4.14885496183206,0.0292620865139949,0.450381679389312,0.716284987277353,2.4147582697201,0.161577608142493,3.42875318066157,0.851145038167939,1572.0,4388.0,2.791348600508906,超级大明纨绔太子,0.110803,0.000396,0.046102,4.9e-05,0.000396,0.032944,0.033093,0.031856,0.025623,0.022804,0.006628,0.01202,0.018352,0.000247,0.000445,0.012169,0.000643,0.012169,0.010091,0.013603,0.01014,0.011377,0.00089,9.9e-05,0.004996,0.006628,0.009151,0.003512,0.009201,4.9e-05,0.000643,0.007222,0.000544,0.006332,0.004007,4.9e-05,0.000247,0.004205,0.005392,4.9e-05,0.000198,0.000297,0.000346,4.9e-05,9.9e-05,0.000198,0.003067,0.002968,0.003512,0.003116,4.9e-05,0.003067,0.002572,0.002275,0.001781,0.001435,0.000544,4.9e-05,0.001435,0.001088,0.001435,0.002473,0.000247,0.001781,0.001286,4.9e-05,4.9e-05,0.00089,0.002622,0.002176,0.003265,9.9e-05,0.002325,4.9e-05,0.001187,0.001385,0.001632,0.001088,0.001138,0.000544,0.000297,0.001286,0.000346,4.9e-05,0.000396,0.000643,0.001088,4.9e-05,4.9e-05,4.9e-05,0.001435,0.000544,0.000841,9.9e-05,0.000346,0.000297,0.000247,0.000643,0.000346,0.000544,0.000643,0.00094,9.9e-05,0.000396,0.000693,0.000742,0.000643,0.000693,0.000544,0.001039,0.000693,0.000742,0.000247,0.000247,4.9e-05,4.9e-05,0.000693,0.000198,0.000594,0.000791,0.000742,0.000396,0.000247,4.9e-05,0.000643,0.001187,0.000643,0.000396,0.000247,4.9e-05,0.000594,0.001385,0.000791,4.9e-05,0.000247,0.000693,0.000198,0.000198,4.9e-05,4.9e-05,0.000495,4.9e-05,0.000445,0.000989,0.000346,0.000148,4.9e-05,0.000148,0.000396,0.000297,0.000346,4.9e-05,4.9e-05,4.9e-05,0.000594,0.000247,0.000445,0.000594,0.000544,4.9e-05,0.001138,4.9e-05,0.000346,0.000445,0.000346,0.000544,9.9e-05,0.000297,0.000346,0.000346,0.000445,0.000148,4.9e-05,0.000198,0.000247,0.000396,0.000297,0.000495,4.9e-05,9.9e-05,0.000297,4.9e-05,0.000297,0.000594,0.000346,4.9e-05,0.000247,4.9e-05,0.000396,9.9e-05,4.9e-05,0.000247,4.9e-05,0.000247,4.9e-05,0.000247,0.032944,0.000198,0.000148,0.000198,unsucc,
